model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,coverage50,coverage80,coverage95,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose,recall_all
simgp_core_g75,random,12,2,0.04470571543966231,0.02935697897784806,0.9375,0.9375,0.9375,16,0.925,0.65,0.8625,0.9375,,,,,,,
physgp_core,random,12,2,0.13265342964379026,0.0938953599150677,0.9333333333333333,0.875,0.9032258064516129,16,0.675,0.4375,0.525,0.7125,,,,,,,
physgp_rich,random,12,2,0.1324830986756476,0.0913835272525123,0.875,0.875,0.875,16,0.7375,0.425,0.6625,0.775,,,,,,,
simgp_rich,random,12,2,0.052803077939037595,0.03745872414169843,1.0,0.5625,0.72,16,1.0,0.825,0.9875,1.0,,,,,,,
pinn_rich,random,12,2,0.23581682757001093,0.1381179231863036,1.0,0.125,0.2222222222222222,16,0.525,0.2,0.45,0.5875,,,,,,,
mean_of_samples,random,12,2,0.3037053924697181,0.23853124138668264,1.0,0.0,0.0,16,,,,,,,,,,,
nearest_sample,random,12,2,0.24085785497730494,0.15399383674496453,0.25,0.0625,0.1,16,,,,,,,,,,,
decay_only,random,12,2,0.15212769189662176,0.12297133980277923,0.875,0.875,0.875,16,,,,,,,,,,,
simgp_core,random,13,2,0.04905707971827694,0.03232988639387391,1.0,0.5625,0.72,16,1.0,0.8860759493670886,1.0,1.0,0.25,0.6,1.0,0.85,1.1,1.0,0.5625
simgp_core_nogp,random,13,2,0.04969466598589289,0.032969881880156766,1.0,0.5625,0.72,16,1.0,0.8860759493670886,0.9873417721518988,1.0,,,,,,,
simgp_core_g75,random,13,2,0.04548801816018531,0.03038829720823915,0.9375,0.9375,0.9375,16,0.8481012658227848,0.6075949367088608,0.8227848101265823,0.8734177215189873,,,,,,,
physgp_core,random,13,2,0.13341129101815807,0.09349350713797085,0.9333333333333333,0.875,0.9032258064516129,16,0.5822784810126582,0.4177215189873418,0.4936708860759494,0.7088607594936709,,,,,,,
physgp_rich,random,13,2,0.12640737035783092,0.0858468057275329,0.9333333333333333,0.875,0.9032258064516129,16,0.7215189873417721,0.43037974683544306,0.6455696202531646,0.7341772151898734,,,,,,,
simgp_rich,random,13,2,0.0580635317586314,0.044082871923509244,1.0,0.5625,0.72,16,0.9873417721518988,0.7468354430379747,0.9746835443037974,1.0,,,,,,,
mean_of_samples,random,13,2,0.30349985770534693,0.23917263794153062,1.0,0.0,0.0,16,,,,,,,,,,,
nearest_sample,random,13,2,0.24023048049263745,0.1506438088852554,0.25,0.0625,0.1,16,,,,,,,,,,,
decay_only,random,13,2,0.15275743803479333,0.12465178751767794,0.9333333333333333,0.875,0.9032258064516129,16,,,,,,,,,,,
simgp_core,random,14,2,0.0491228754566649,0.032173352769008935,1.0,0.5625,0.72,16,1.0,0.8846153846153846,1.0,1.0,0.25,0.6,1.0,0.85,1.1,1.0,0.5625
simgp_core_nogp,random,14,2,0.04971814515907201,0.03260550991501567,1.0,0.5625,0.72,16,1.0,0.8846153846153846,0.9871794871794872,1.0,,,,,,,
simgp_core_g75,random,14,2,0.04608792125701361,0.03145163582508841,0.9375,0.9375,0.9375,16,0.8461538461538461,0.5512820512820513,0.8076923076923077,0.8589743589743589,,,,,,,
physgp_core,random,14,2,0.1332518322679,0.09208049411665922,0.9333333333333333,0.875,0.9032258064516129,16,0.5384615384615384,0.3974358974358974,0.44871794871794873,0.7051282051282052,,,,,,,
physgp_rich,random,14,2,0.13496963726352657,0.09415250487801795,0.875,0.875,0.875,16,0.6282051282051282,0.4358974358974359,0.5769230769230769,0.6923076923076923,,,,,,,
simgp_rich,random,14,2,0.05514130625742169,0.03790271685833389,1.0,0.5625,0.72,16,0.9871794871794872,0.8846153846153846,0.9743589743589743,0.9871794871794872,,,,,,,
mean_of_samples,random,14,2,0.3062585731082933,0.24266675982943306,1.0,0.0,0.0,16,,,,,,,,,,,
nearest_sample,random,14,2,0.24209563573650264,0.15298458065279824,0.25,0.0625,0.1,16,,,,,,,,,,,
decay_only,random,14,2,0.15282430277795142,0.12312891134141651,0.9333333333333333,0.875,0.9032258064516129,16,,,,,,,,,,,
simgp_core,random,15,2,0.04953320444258089,0.03130201257207066,1.0,0.625,0.7692307692307693,16,1.0,0.8961038961038961,0.987012987012987,1.0,0.1,0.6,0.5,0.85,1.1,0.95,0.625
simgp_core_nogp,random,15,2,0.049913654336743246,0.031698451153217,1.0,0.625,0.7692307692307693,16,1.0,0.8961038961038961,0.987012987012987,1.0,,,,,,,
simgp_core_g75,random,15,2,0.04371063677985306,0.02580644108422859,0.9375,0.9375,0.9375,16,0.8831168831168831,0.7142857142857143,0.8311688311688312,0.922077922077922,,,,,,,
physgp_core,random,15,2,0.134172540704189,0.09319130328875577,0.9333333333333333,0.875,0.9032258064516129,16,0.5324675324675324,0.37662337662337664,0.42857142857142855,0.7012987012987013,,,,,,,
physgp_rich,random,15,2,0.13714684741058528,0.09674035702049169,0.875,0.875,0.875,16,0.5974025974025974,0.38961038961038963,0.5584415584415584,0.6363636363636364,,,,,,,
simgp_rich,random,15,2,0.05683363736375486,0.0414858912798719,0.9090909090909091,0.625,0.7407407407407406,16,0.987012987012987,0.7532467532467533,0.974025974025974,1.0,,,,,,,
pinn_rich,random,15,2,0.1221063775251694,0.07801775898431344,1.0,0.125,0.2222222222222222,16,0.5194805194805194,0.2857142857142857,0.4935064935064935,0.5974025974025974,,,,,,,
mean_of_samples,random,15,2,0.29927149010911924,0.23661511421808007,1.0,0.0,0.0,16,,,,,,,,,,,
nearest_sample,random,15,2,0.18802962388462724,0.11841936836151351,0.25,0.0625,0.1,16,,,,,,,,,,,
decay_only,random,15,2,0.15382240892685187,0.12479737056597545,0.9333333333333333,0.875,0.9032258064516129,16,,,,,,,,,,,
simgp_core,uncertainty,3,2,0.060060534886756604,0.052949406652094445,0.6470588235294118,0.6875,0.6666666666666667,16,1.0,0.6741573033707865,1.0,1.0,0.4,1.0,0.0,1.15,1.0,1.1,0.6875
simgp_core,uncertainty,4,2,0.055238231725410564,0.048946117450678985,0.7142857142857143,1.0,0.8333333333333333,15,1.0,0.75,1.0,1.0,0.55,1.0,1.0,1.15,1.1,1.1,1.0
simgp_core,uncertainty,5,2,0.060209256070473983,0.05323521797506821,0.7,1.0,0.8235294117647058,14,1.0,0.8045977011494253,1.0,1.0,0.4,1.0,0.5,1.15,1.1,1.1,1.0
simgp_core,uncertainty,6,2,0.05926624510076522,0.05014396138644408,0.65,1.0,0.787878787878788,13,1.0,0.7906976744186046,1.0,1.0,0.4,0.6,1.0,1.15,1.1,0.9,0.9375
simgp_core,uncertainty,7,2,0.06419612709255998,0.05381266670077291,0.625,0.8333333333333334,0.7142857142857143,12,1.0,0.6588235294117647,1.0,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.8125
simgp_core,uncertainty,8,2,0.04498305777936367,0.03637292874831336,0.625,0.9090909090909091,0.7407407407407406,11,1.0,0.9166666666666666,1.0,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.875
simgp_core,uncertainty,9,2,0.049451909036515085,0.042515059673721406,0.5714285714285714,0.8,0.6666666666666666,10,1.0,0.8674698795180723,0.9759036144578314,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.8125
simgp_core,uncertainty,10,2,0.0485041667403122,0.04257362619378034,0.5384615384615384,0.7777777777777778,0.6363636363636364,9,1.0,0.8658536585365854,0.975609756097561,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.8125
simgp_core,uncertainty,11,2,0.04634870462638616,0.03944458960189839,0.5384615384615384,0.7777777777777778,0.6363636363636364,9,1.0,0.8518518518518519,0.9753086419753086,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.8125
simgp_core,uncertainty,12,2,0.043026517115206366,0.035147469086561585,0.5714285714285714,0.8888888888888888,0.6956521739130435,9,1.0,0.8625,0.9625,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.875
simgp_core,uncertainty,13,2,0.042545517440249675,0.03429983380061572,0.5714285714285714,0.8888888888888888,0.6956521739130435,9,1.0,0.8607594936708861,0.9367088607594937,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.875
simgp_core,uncertainty,14,2,0.04200088458660255,0.03416743025619906,0.5384615384615384,0.875,0.6666666666666667,8,1.0,0.8589743589743589,0.9358974358974359,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.875
simgp_core,uncertainty,15,2,0.04771929695803004,0.03994423965491832,0.5833333333333334,0.875,0.7000000000000001,8,1.0,0.7662337662337663,0.8831168831168831,1.0,0.25,1.0,1.0,1.15,1.1,1.1,0.875
simgp_core,straddle,3,2,0.05161273250558988,0.03773112626824719,0.8888888888888888,0.5,0.64,16,1.0,0.8876404494382022,1.0,1.0,0.25,0.6,0.5,1.0,0.9,1.05,0.5
simgp_core,straddle,4,2,0.0397145889607496,0.029401461325486225,0.9166666666666666,0.7333333333333333,0.8148148148148148,15,1.0,0.9204545454545454,1.0,1.0,0.25,0.6,0.5,1.0,0.9,1.05,0.75
simgp_core,straddle,5,2,0.041300070864679024,0.029256254081027815,0.9285714285714286,0.9285714285714286,0.9285714285714286,14,1.0,0.896551724137931,0.9770114942528736,1.0,0.4,0.6,1.0,1.15,1.1,1.0,0.9375
simgp_core,straddle,6,2,0.037739758376111036,0.02940993555059831,1.0,0.9285714285714286,0.962962962962963,14,1.0,0.9186046511627907,1.0,1.0,0.4,0.6,1.0,1.15,1.1,0.95,0.9375
simgp_core,straddle,7,2,0.033347576143870496,0.02565490564177983,1.0,0.9285714285714286,0.962962962962963,14,1.0,0.9294117647058824,1.0,1.0,0.4,0.6,1.0,1.15,1.1,1.0,0.9375
simgp_core,straddle,8,2,0.033116602734175105,0.025420196700586567,1.0,0.9230769230769231,0.9600000000000001,13,1.0,0.9285714285714286,1.0,1.0,0.4,0.6,1.0,1.15,1.1,1.0,0.9375
simgp_core,straddle,9,2,0.032658574458957944,0.024740572254925226,1.0,0.9230769230769231,0.9600000000000001,13,1.0,0.9156626506024096,1.0,1.0,0.4,0.6,1.0,1.15,1.1,1.0,0.9375
simgp_core,straddle,10,2,0.032549875537728604,0.024924844087387172,1.0,0.9166666666666666,0.9565217391304348,12,1.0,0.9146341463414634,1.0,1.0,0.4,0.6,1.0,1.15,1.1,1.0,0.875
simgp_core,straddle,11,2,0.03271139827277159,0.025205373435791774,1.0,0.9090909090909091,0.9523809523809523,11,1.0,0.8765432098765432,1.0,1.0,0.4,0.6,1.0,1.15,1.1,1.0,0.875
simgp_core,straddle,12,2,0.030859443914217,0.023060665634194972,1.0,1.0,1.0,10,1.0,0.9375,1.0,1.0,0.25,0.6,0.5,1.0,0.9,1.0,0.9375
simgp_core,straddle,13,2,0.033337849022216745,0.024725431781022784,1.0,1.0,1.0,9,1.0,0.9240506329113924,0.9873417721518988,1.0,0.25,0.6,0.5,1.0,0.9,1.0,0.9375
simgp_core,straddle,14,2,0.034510704492456704,0.024740512149612624,1.0,1.0,1.0,9,1.0,0.9230769230769231,0.9871794871794872,1.0,0.25,0.6,0.5,1.0,0.9,1.0,0.9375
simgp_core,straddle,15,2,0.03286929823984453,0.024998060161225813,1.0,1.0,1.0,8,1.0,0.922077922077922,1.0,1.0,0.25,0.6,0.5,1.0,0.9,1.0,0.9375
simgp_core,random,3,3,0.19042825190322019,0.14021213357890525,0.8571428571428571,1.0,0.923076923076923,18,0.9550561797752809,0.5842696629213483,0.8089887640449438,0.9887640449438202,0.1,1.0,1.0,1.15,0.9,0.9,1.0
simgp_core_nogp,random,3,3,0.16331519086558777,0.12631608886850768,0.8888888888888888,0.8888888888888888,0.8888888888888888,18,0.9213483146067416,0.3707865168539326,0.8651685393258427,0.9662921348314607,,,,,,,
simgp_core_g75,random,3,3,0.18149897031536386,0.12578180819070883,0.9333333333333333,0.7777777777777778,0.8484848484848485,18,0.6853932584269663,0.550561797752809,0.6292134831460674,0.6966292134831461,,,,,,,
physgp_core,random,3,3,0.26721545615424164,0.21619328507111646,1.0,0.0,0.0,18,0.056179775280898875,0.0449438202247191,0.0449438202247191,0.06741573033707865,,,,,,,
physgp_rich,random,3,3,0.2672161266092071,0.21638196480072547,1.0,0.0,0.0,18,0.056179775280898875,0.056179775280898875,0.056179775280898875,0.07865168539325842,,,,,,,
simgp_rich,random,3,3,0.1615993655586623,0.11246285605702652,0.9,1.0,0.9473684210526316,18,0.9662921348314607,0.6629213483146067,0.8539325842696629,0.9887640449438202,,,,,,,
pinn_rich,random,3,3,0.2666145838167653,0.21877431610388104,1.0,0.0,0.0,18,0.12359550561797752,0.056179775280898875,0.12359550561797752,0.15730337078651685,,,,,,,
mean_of_samples,random,3,3,0.25828923745420956,0.214527995301506,1.0,0.0,0.0,18,,,,,,,,,,,
