model,strategy,n,seed,rmse_min,precision_min,recall_min,f1_min,n_true_viol_min,coverage90_min,rmse_night,recall_night,coverage90_night,map_kb,map_kw,map_gamma
simgp24,straddle,7,3,0.11699732203482865,0.8148148148148148,0.7586206896551724,0.7857142857142857,29,0.7411764705882353,0.13093298552020824,1.0,0.8823529411764706,0.1,0.6,1.0
simgp24,straddle,8,3,0.17282199021349665,0.782608695652174,0.6428571428571429,0.7058823529411765,28,0.75,0.14460933164347659,0.875,0.8095238095238095,0.1,0.6,1.0
simgp24,straddle,9,3,0.16805599625616727,0.782608695652174,0.6666666666666666,0.72,27,0.7349397590361446,0.1159973938956838,0.9333333333333333,0.8795180722891566,0.1,0.6,1.0
simgp24,straddle,10,3,0.1463317013705035,0.8095238095238095,0.6538461538461539,0.7234042553191489,26,0.7439024390243902,0.11901383559859878,0.9285714285714286,0.926829268292683,0.1,0.6,1.0
simgp24,straddle,11,3,0.15528642039035398,0.8095238095238095,0.68,0.7391304347826089,25,0.7037037037037037,0.11069268175995321,0.9285714285714286,0.9259259259259259,0.1,0.6,1.0
simgp24,straddle,12,3,0.17491013198460528,0.75,0.625,0.6818181818181818,24,0.825,0.12759205769865745,0.9230769230769231,0.975,0.1,0.6,1.0
simgp24,straddle,13,3,0.1683019148843226,0.75,0.6521739130434783,0.6976744186046512,23,0.8354430379746836,0.12333183998559255,0.9230769230769231,0.9746835443037974,0.1,0.6,1.0
simgp24,straddle,14,3,0.2507759080497362,0.7647058823529411,0.5909090909090909,0.6666666666666667,22,0.5641025641025641,0.21112610596676293,1.0,0.7435897435897436,0.1,1.0,1.0
simgp24,straddle,15,3,0.2650592215384482,0.75,0.5714285714285714,0.6486486486486486,21,0.45454545454545453,0.22181442505325635,1.0,0.6753246753246753,0.1,1.0,1.0
simgp24,straddle_min,3,3,0.14928601177670223,1.0,0.7575757575757576,0.8620689655172413,33,0.8539325842696629,0.13455932276578977,0.9473684210526315,0.9101123595505618,0.1,0.6,1.0
simgp24,straddle_min,4,3,0.09494902726685779,0.92,0.71875,0.8070175438596492,32,0.7954545454545454,0.09749540887672889,0.9473684210526315,0.9090909090909091,0.1,1.0,1.0
simgp24,straddle_min,5,3,0.19955685524743563,0.5961538461538461,1.0,0.7469879518072289,31,0.2988505747126437,0.16151750021243816,1.0,0.9425287356321839,0.1,1.0,1.0
simgp24,straddle_min,6,3,0.08436162023917396,0.7575757575757576,0.8064516129032258,0.7812499999999999,31,0.8953488372093024,0.1433798586396315,1.0,0.8488372093023255,0.1,1.0,1.0
simgp24,straddle_min,7,3,0.06280797855174858,0.7741935483870968,0.7741935483870968,0.7741935483870968,31,0.35294117647058826,0.1664873032108379,1.0,0.21176470588235294,0.1,1.0,1.0
simgp24,straddle_min,8,3,0.10644184096306625,0.8214285714285714,0.7666666666666667,0.793103448275862,30,0.5952380952380952,0.13323872219845345,1.0,0.8214285714285714,0.1,1.0,1.0
simgp24,straddle_min,9,3,0.10597749522624433,0.8214285714285714,0.7931034482758621,0.8070175438596492,29,0.5903614457831325,0.13060216396057425,1.0,0.8313253012048193,0.1,1.0,1.0
simgp24,straddle_min,10,3,0.1053600103806911,0.8518518518518519,0.7931034482758621,0.8214285714285715,29,0.7317073170731707,0.10852638180994327,1.0,0.7439024390243902,0.1,1.0,1.0
simgp24,straddle_min,11,3,0.1039155167500314,0.8518518518518519,0.7931034482758621,0.8214285714285715,29,0.7037037037037037,0.11199356327044384,1.0,0.7407407407407407,0.1,1.0,1.0
simgp24,straddle_min,12,3,0.1116174647969113,0.8846153846153846,0.7931034482758621,0.8363636363636363,29,0.6125,0.1265562098592581,1.0,0.9125,0.1,1.0,1.0
simgp24,straddle_min,13,3,0.11184219675538722,0.8846153846153846,0.7931034482758621,0.8363636363636363,29,0.620253164556962,0.1322914101618311,1.0,0.9113924050632911,0.1,1.0,1.0
simgp24,straddle_min,14,3,0.11500259178539417,0.8846153846153846,0.8214285714285714,0.8518518518518519,28,0.7692307692307693,0.12000723584912466,1.0,0.9358974358974359,0.1,1.0,1.0
simgp24,straddle_min,15,3,0.1023452587679413,0.8846153846153846,0.8214285714285714,0.8518518518518519,28,0.7142857142857143,0.12701079801609466,1.0,0.948051948051948,0.1,1.0,1.0
simgp24,random,3,4,0.05953675155513219,0.9375,1.0,0.967741935483871,30,0.7752808988764045,0.20877366564039748,0.9333333333333333,0.2696629213483146,0.25,0.6,0.0
simgp_timeblind,random,3,4,0.17056461366288306,1.0,0.6666666666666666,0.8,30,0.550561797752809,0.32089197261937885,0.7333333333333333,0.5393258426966292,,,
mean_of_samples,random,3,4,0.28330787884711217,1.0,0.0,0.0,30,0.0,0.3644364625144029,0.0,0.0,,,
simgp24,random,4,4,0.11473099993677162,0.8787878787878788,1.0,0.9354838709677419,29,0.3522727272727273,0.23582152938589798,1.0,0.3522727272727273,0.4,0.6,1.0
simgp_timeblind,random,4,4,0.14336197512130552,1.0,0.7241379310344828,0.8400000000000001,29,0.6136363636363636,0.2706949571880368,0.8,0.6477272727272727,,,
mean_of_samples,random,4,4,0.2827365688320684,1.0,0.0,0.0,29,0.0,0.3904395490677145,0.0,0.0,,,
simgp24,random,5,4,0.13110957310479793,0.9130434782608695,0.75,0.8235294117647057,28,0.7586206896551724,0.20196507353995563,0.9333333333333333,0.5977011494252874,0.1,1.0,1.0
simgp_timeblind,random,5,4,0.2035580681649391,1.0,0.5357142857142857,0.6976744186046512,28,0.5517241379310345,0.3012525063292006,0.8,0.6551724137931034,,,
mean_of_samples,random,5,4,0.28887991632215154,1.0,0.0,0.0,28,0.0,0.34554132450722536,0.0,0.0,,,
simgp24,random,6,4,0.1277405029111617,0.9166666666666666,0.7857142857142857,0.8461538461538461,28,0.8372093023255814,0.17525506791978582,0.9333333333333333,0.7209302325581395,0.1,1.0,1.0
simgp_timeblind,random,6,4,0.19139555324476992,1.0,0.5714285714285714,0.7272727272727273,28,0.6162790697674418,0.2605923149496299,0.8,0.7209302325581395,,,
mean_of_samples,random,6,4,0.28530931463297204,1.0,0.0,0.0,28,0.0,0.35958910931709404,0.0,0.0,,,
simgp24,random,7,4,0.12854545401981732,0.9565217391304348,0.7857142857142857,0.8627450980392156,28,0.8588235294117647,0.1701304596470115,0.9333333333333333,0.7529411764705882,0.1,1.0,0.5
simgp_timeblind,random,7,4,0.1803559254390562,1.0,0.5357142857142857,0.6976744186046512,28,0.6705882352941176,0.26811969836908195,0.8,0.7058823529411765,,,
mean_of_samples,random,7,4,0.2851658971847331,1.0,0.0,0.0,28,0.0,0.3677076884237661,0.0,0.0,,,
simgp24,random,8,4,0.12668134508801454,1.0,0.7407407407407407,0.851063829787234,27,0.8214285714285714,0.18270003337017424,0.8666666666666667,0.6309523809523809,0.1,0.6,1.0
simgp_timeblind,random,8,4,0.20408757508225614,1.0,0.2962962962962963,0.45714285714285713,27,0.6666666666666666,0.2810885168749471,0.5333333333333333,0.4642857142857143,,,
mean_of_samples,random,8,4,0.28357293248997323,1.0,0.0,0.0,27,0.0,0.3749298889452598,0.0,0.0,,,
simgp24,random,9,4,0.12831987638507977,1.0,0.7407407407407407,0.851063829787234,27,0.8192771084337349,0.18540727741118873,0.8666666666666667,0.6144578313253012,0.1,0.6,1.0
simgp_timeblind,random,9,4,0.204740399296931,1.0,0.3333333333333333,0.5,27,0.6506024096385542,0.28437452822158626,0.6,0.4819277108433735,,,
mean_of_samples,random,9,4,0.284999461778686,1.0,0.0,0.0,27,0.0,0.38247342588617755,0.0,0.0,,,
simgp24,random,10,4,0.11204628445282935,1.0,0.8148148148148148,0.8979591836734693,27,0.8048780487804879,0.1742236299986971,0.9333333333333333,0.8292682926829268,0.1,0.6,1.0
simgp_timeblind,random,10,4,0.19770240018434038,1.0,0.48148148148148145,0.65,27,0.6585365853658537,0.26166448365606865,0.8,0.7439024390243902,,,
mean_of_samples,random,10,4,0.2883055904690371,1.0,0.0,0.0,27,0.0,0.35833966986388066,0.0,0.0,,,
simgp24,random,11,4,0.13920332345645703,1.0,0.7407407407407407,0.851063829787234,27,0.7407407407407407,0.20085087160251466,0.8666666666666667,0.5555555555555556,0.1,0.6,1.0
simgp_timeblind,random,11,4,0.205458978706984,1.0,0.5555555555555556,0.7142857142857143,27,0.6296296296296297,0.23086098315069878,0.8,0.8024691358024691,,,
mean_of_samples,random,11,4,0.2902418365025275,1.0,0.0,0.0,27,0.0,0.35969435802515753,0.0,0.0,,,
simgp24,random,12,4,0.1419020757010076,1.0,0.7777777777777778,0.8750000000000001,27,0.75,0.1960892956034684,0.8666666666666667,0.6125,0.1,0.6,1.0
simgp_timeblind,random,12,4,0.1934450870175832,1.0,0.3333333333333333,0.5,27,0.65,0.2151303943797291,0.6,0.6,,,
mean_of_samples,random,12,4,0.29082610523290936,1.0,0.0,0.0,27,0.0,0.36509441769131135,0.0,0.0,,,
simgp24,random,13,4,0.1198674158492113,1.0,0.8846153846153846,0.9387755102040816,26,0.7721518987341772,0.22842663323553247,0.9285714285714286,0.7721518987341772,0.1,1.0,0.5
simgp_timeblind,random,13,4,0.17805666558122848,1.0,0.5,0.6666666666666666,26,0.6582278481012658,0.21878919154884227,0.8571428571428571,0.7341772151898734,,,
mean_of_samples,random,13,4,0.28731715636567706,1.0,0.0,0.0,26,0.0,0.37688901890882875,0.0,0.0,,,
simgp24,random,14,4,0.11977849376199451,0.9583333333333334,0.8846153846153846,0.9199999999999999,26,0.8076923076923077,0.22640884938684888,1.0,0.6282051282051282,0.1,1.0,0.5
simgp_timeblind,random,14,4,0.1601420599232117,1.0,0.46153846153846156,0.631578947368421,26,0.6794871794871795,0.20958575209284253,0.8571428571428571,0.6410256410256411,,,
mean_of_samples,random,14,4,0.28968645854101316,1.0,0.0,0.0,26,0.0,0.3704599807272468,0.0,0.0,,,
simgp24,random,15,4,0.13923272090562236,1.0,0.84,0.9130434782608696,25,0.7402597402597403,0.24464954631187336,1.0,0.5974025974025974,0.1,1.0,0.5
simgp_timeblind,random,15,4,0.1847288408447335,1.0,0.44,0.6111111111111112,25,0.6753246753246753,0.20650533749442104,0.8461538461538461,0.7142857142857143,,,
mean_of_samples,random,15,4,0.28769352754254135,1.0,0.0,0.0,25,0.0,0.37903563629775494,0.0,0.0,,,
simgp24,uncertainty,3,4,0.05953675155513219,0.9375,1.0,0.967741935483871,30,0.7752808988764045,0.20877366564039748,0.9333333333333333,0.2696629213483146,0.25,0.6,0.0
simgp24,uncertainty,4,4,0.16176288551403836,1.0,0.7586206896551724,0.8627450980392156,29,0.6477272727272727,0.2720899507664895,0.7142857142857143,0.5,0.1,0.6,0.0
simgp24,uncertainty,5,4,0.1588175761760231,1.0,0.7586206896551724,0.8627450980392156,29,0.5977011494252874,0.2724474828217736,0.7142857142857143,0.45977011494252873,0.1,0.6,0.0
simgp24,uncertainty,6,4,0.17931873978324414,0.7575757575757576,0.8928571428571429,0.819672131147541,28,0.8604651162790697,0.33895992367421446,0.9285714285714286,0.5232558139534884,0.25,0.6,0.0
simgp24,uncertainty,7,4,0.16005554527581028,0.78125,0.8928571428571429,0.8333333333333334,28,0.8352941176470589,0.32127859155066596,0.9285714285714286,0.5294117647058824,0.25,0.6,0.0
simgp24,uncertainty,8,4,0.10164675665720936,0.7647058823529411,0.9629629629629629,0.8524590163934426,27,0.8809523809523809,0.23648069794851537,1.0,0.8690476190476191,0.7,0.6,0.0
simgp24,uncertainty,9,4,0.3888534009339852,0.8620689655172413,0.9615384615384616,0.9090909090909091,26,0.8674698795180723,0.48274574211344695,0.9285714285714286,0.8313253012048193,0.25,0.6,0.0
simgp24,uncertainty,10,4,0.4207344280143689,0.8888888888888888,0.96,0.923076923076923,25,0.8414634146341463,0.5000961277459297,0.9230769230769231,0.6951219512195121,0.25,0.6,0.0
simgp24,uncertainty,11,4,0.6256501214218104,0.7931034482758621,0.9583333333333334,0.8679245283018867,24,0.7654320987654321,0.763350985714353,0.8461538461538461,0.7160493827160493,0.7,0.6,0.0
simgp24,uncertainty,12,4,0.7272935984937188,0.8148148148148148,0.9565217391304348,0.8800000000000001,23,0.7375,0.8926272111698643,0.8461538461538461,0.725,0.7,0.6,0.0
simgp24,uncertainty,13,4,0.5418786846121474,0.7777777777777778,0.9545454545454546,0.8571428571428572,22,0.7974683544303798,0.6425371062085841,0.8461538461538461,0.7341772151898734,0.4,0.6,0.0
simgp24,uncertainty,14,4,0.2312737648772736,0.7777777777777778,0.9545454545454546,0.8571428571428572,22,0.8974358974358975,0.28314123543666603,0.8461538461538461,0.8461538461538461,0.55,0.6,1.0
simgp24,uncertainty,15,4,0.0966280975768504,0.7,1.0,0.8235294117647058,21,0.922077922077922,0.21461995061308,0.8461538461538461,0.8831168831168831,0.1,1.0,1.0
simgp24,straddle,3,4,0.05953675155513219,0.9375,1.0,0.967741935483871,30,0.7752808988764045,0.20877366564039748,0.9333333333333333,0.2696629213483146,0.25,0.6,0.0
simgp24,straddle,4,4,0.15939479350256558,0.7435897435897436,1.0,0.8529411764705882,29,0.22727272727272727,0.25356159785413523,1.0,0.3409090909090909,0.1,1.0,1.0
simgp24,straddle,5,4,0.0665049960532752,0.8484848484848485,1.0,0.9180327868852458,28,0.8505747126436781,0.19390386658678294,1.0,0.7011494252873564,0.7,0.6,1.0
simgp24,straddle,6,4,0.07434269173329554,0.8181818181818182,1.0,0.9,27,0.8488372093023255,0.20132905397688405,1.0,0.6627906976744186,0.7,0.6,0.0
simgp24,straddle,7,4,0.07615761810742382,0.8125,1.0,0.896551724137931,26,0.8705882352941177,0.20490793428272053,1.0,0.7058823529411765,0.55,1.0,0.0
simgp24,straddle,8,4,0.27442604768861567,0.4807692307692308,1.0,0.6493506493506493,25,0.42857142857142855,0.2633342858052563,1.0,0.6785714285714286,0.55,1.0,0.0
simgp24,straddle,9,4,0.1350431123504389,0.7058823529411765,1.0,0.8275862068965517,24,0.8554216867469879,0.2805426472764946,1.0,0.6867469879518072,0.55,1.0,0.0
simgp24,straddle,10,4,0.11020501798284202,0.8,1.0,0.888888888888889,24,0.9024390243902439,0.25494486974160774,1.0,0.7317073170731707,0.4,1.0,0.0
simgp24,straddle,11,4,0.11230018486288644,0.7931034482758621,1.0,0.8846153846153846,23,0.9259259259259259,0.19930398718759126,1.0,0.7407407407407407,0.7,0.6,0.5
simgp24,straddle,12,4,0.10859596692108249,0.8461538461538461,1.0,0.9166666666666666,22,0.875,0.1943181292653679,1.0,0.725,0.7,0.6,0.5
simgp24,straddle,13,4,0.09735437227660512,0.7777777777777778,1.0,0.8750000000000001,21,0.8860759493670886,0.20340265526206977,1.0,0.7341772151898734,0.25,1.0,0.0
simgp24,straddle,14,4,0.12215527859884386,0.84,1.0,0.9130434782608696,21,0.8846153846153846,0.19295689554457585,1.0,0.7307692307692307,0.7,0.6,1.0
simgp24,straddle,15,4,0.1000333506664985,0.8,1.0,0.888888888888889,20,0.8961038961038961,0.1822946314311148,1.0,0.7402597402597403,0.7,0.6,1.0
simgp24,straddle_min,3,4,0.05953675155513219,0.9375,1.0,0.967741935483871,30,0.7752808988764045,0.20877366564039748,0.9333333333333333,0.2696629213483146,0.25,0.6,0.0
simgp24,straddle_min,4,4,0.12550969942333903,0.8333333333333334,1.0,0.9090909090909091,30,0.375,0.2386488243914764,1.0,0.36363636363636365,0.4,0.6,1.0
simgp24,straddle_min,5,4,0.1284205083150168,0.8333333333333334,1.0,0.9090909090909091,30,0.27586206896551724,0.24773074782470872,1.0,0.3103448275862069,0.1,1.0,0.5
simgp24,straddle_min,6,4,0.11300236965206732,0.9375,1.0,0.967741935483871,30,0.3953488372093023,0.24262292981956887,1.0,0.26744186046511625,0.1,1.0,0.5
simgp24,straddle_min,7,4,0.222041550017275,0.6304347826086957,1.0,0.7733333333333333,29,0.43529411764705883,0.3929858544276002,1.0,0.21176470588235294,0.4,0.6,1.0
simgp24,straddle_min,8,4,0.2016296712227881,0.7631578947368421,1.0,0.8656716417910448,29,0.4523809523809524,0.36946815482087747,1.0,0.21428571428571427,0.4,0.6,1.0
simgp24,straddle_min,9,4,0.11649796511137735,0.8055555555555556,1.0,0.8923076923076924,29,0.6506024096385542,0.25032298606822945,1.0,0.4819277108433735,0.4,0.6,1.0
simgp24,straddle_min,10,4,0.18933319996910028,0.7073170731707317,1.0,0.8285714285714285,29,0.5365853658536586,0.3082487594557333,1.0,0.8170731707317073,0.25,1.0,1.0
simgp24,straddle_min,11,4,0.1846743389101213,0.725,1.0,0.8405797101449275,29,0.49382716049382713,0.31221192723777347,1.0,0.7530864197530864,0.1,1.0,0.5
simgp24,straddle_min,12,4,0.18042918508711947,0.8285714285714286,1.0,0.90625,29,0.4625,0.30212728534865707,1.0,0.325,0.25,1.0,1.0
simgp24,straddle_min,13,4,0.1478289196811781,0.7837837837837838,1.0,0.8787878787878788,29,0.4936708860759494,0.3001048709041995,1.0,0.22784810126582278,0.25,1.0,1.0
simgp24,straddle_min,14,4,0.12480886639592963,0.8787878787878788,1.0,0.9354838709677419,29,0.6666666666666666,0.24195027082726825,1.0,0.8205128205128205,0.25,1.0,1.0
simgp24,straddle_min,15,4,0.12688554829019938,0.8787878787878788,1.0,0.9354838709677419,29,0.5194805194805194,0.24754828652321845,1.0,0.6883116883116883,0.25,1.0,1.0
simgp24,random,3,5,0.08199241745614477,0.7878787878787878,0.8125,0.8,32,0.7640449438202247,0.16646250141694582,0.9642857142857143,0.5056179775280899,0.1,1.0,1.0
simgp_timeblind,random,3,5,0.16101652645624168,1.0,0.5,0.6666666666666666,32,0.4943820224719101,0.20276714604871782,0.5714285714285714,0.4943820224719101,,,
mean_of_samples,random,3,5,0.27606969234361695,1.0,0.0,0.0,32,0.0,0.35040399432458985,0.0,0.0,,,
simgp24,random,4,5,0.0819952491954351,0.8181818181818182,0.84375,0.8307692307692308,32,0.7840909090909091,0.13204900479970602,0.9285714285714286,0.8295454545454546,0.1,1.0,0.0
simgp_timeblind,random,4,5,0.19694265718934426,1.0,0.5,0.6666666666666666,32,0.5454545454545454,0.19389739582381713,0.5714285714285714,0.7272727272727273,,,
mean_of_samples,random,4,5,0.28100823222474564,1.0,0.0,0.0,32,0.0,0.35488621586718005,0.0,0.0,,,
simgp24,random,5,5,0.06195790146586855,1.0,0.8125,0.896551724137931,32,0.735632183908046,0.10906430276143593,0.9642857142857143,0.7701149425287356,0.4,0.6,1.0
simgp_timeblind,random,5,5,0.21851992879722196,1.0,0.40625,0.5777777777777777,32,0.3448275862068966,0.1984511755820743,0.4642857142857143,0.5057471264367817,,,
mean_of_samples,random,5,5,0.27507125200921395,1.0,0.0,0.0,32,0.0,0.31707530515855503,0.0,0.0,,,
simgp24,random,6,5,0.06418754719603824,1.0,0.8125,0.896551724137931,32,0.7093023255813954,0.09333052656433852,0.9285714285714286,0.7906976744186046,0.25,0.6,1.0
simgp_timeblind,random,6,5,0.2309539467783045,1.0,0.40625,0.5777777777777777,32,0.45348837209302323,0.197096584955705,0.4642857142857143,0.686046511627907,,,
mean_of_samples,random,6,5,0.2742085027605204,1.0,0.0,0.0,32,0.0,0.3204164820486983,0.0,0.0,,,
simgp24,random,7,5,0.06424425460358597,1.0,0.78125,0.8771929824561403,32,0.7529411764705882,0.08210270473457683,0.8928571428571429,0.8,0.25,0.6,1.0
simgp_timeblind,random,7,5,0.23142934209512842,1.0,0.375,0.5454545454545454,32,0.24705882352941178,0.19628681231257297,0.42857142857142855,0.4,,,
mean_of_samples,random,7,5,0.28838607208079076,1.0,0.0,0.0,32,0.0,0.306776344215955,0.0,0.0,,,
simgp24,random,8,5,0.06326799612490694,1.0,0.78125,0.8771929824561403,32,0.7023809523809523,0.08923555268186381,0.9285714285714286,0.7857142857142857,0.25,0.6,1.0
simgp_timeblind,random,8,5,0.20929227099002146,1.0,0.4375,0.6086956521739131,32,0.2619047619047619,0.18485065713588156,0.5,0.4642857142857143,,,
mean_of_samples,random,8,5,0.2967295874084292,1.0,0.0,0.0,32,0.0,0.3089140443887232,0.0,0.0,,,
simgp24,random,9,5,0.06507243922751003,1.0,0.7741935483870968,0.8727272727272727,31,0.5783132530120482,0.07725261706251373,0.8148148148148148,0.7228915662650602,0.25,0.6,1.0
simgp_timeblind,random,9,5,0.23152170437439848,1.0,0.2903225806451613,0.45000000000000007,31,0.5060240963855421,0.19151458492404919,0.3333333333333333,0.7228915662650602,,,
mean_of_samples,random,9,5,0.2841254483646649,1.0,0.0,0.0,31,0.0,0.30878512571647965,0.0,0.0,,,
simgp24,random,10,5,0.056464161100218395,1.0,0.8709677419354839,0.9310344827586207,31,0.8780487804878049,0.07031797928344193,0.8148148148148148,0.9146341463414634,0.25,0.6,1.0
simgp_timeblind,random,10,5,0.26146002598410717,1.0,0.1935483870967742,0.3243243243243243,31,0.2926829268292683,0.21169792601116078,0.2222222222222222,0.573170731707317,,,
mean_of_samples,random,10,5,0.29724574031506096,1.0,0.0,0.0,31,0.0,0.3087594440253172,0.0,0.0,,,
simgp24,random,11,5,0.051740746639873395,1.0,0.8709677419354839,0.9310344827586207,31,0.8641975308641975,0.06987202722344488,0.8148148148148148,0.8641975308641975,0.25,0.6,1.0
simgp_timeblind,random,11,5,0.20270802942361554,1.0,0.3548387096774194,0.5238095238095238,31,0.32098765432098764,0.18018750499890843,0.4074074074074074,0.6666666666666666,,,
mean_of_samples,random,11,5,0.31556470617626425,1.0,0.0,0.0,31,0.0,0.3114935636953691,0.0,0.0,,,
simgp24,random,12,5,0.06823311186181175,1.0,0.8666666666666667,0.9285714285714286,30,0.85,0.07678992648008429,0.7307692307692307,0.8875,0.25,0.6,1.0
simgp_timeblind,random,12,5,0.19142764475580537,1.0,0.23333333333333334,0.37837837837837834,30,0.325,0.18668835956748805,0.2692307692307692,0.5875,,,
mean_of_samples,random,12,5,0.30035681871260045,1.0,0.0,0.0,30,0.0,0.30642533561938895,0.0,0.0,,,
simgp24,random,13,5,0.06575948429601693,1.0,0.8666666666666667,0.9285714285714286,30,0.8734177215189873,0.07576127610909415,0.8076923076923077,0.9113924050632911,0.25,0.6,1.0
simgp_timeblind,random,13,5,0.18778855096552396,1.0,0.3333333333333333,0.5,30,0.31645569620253167,0.18617542972749246,0.38461538461538464,0.5316455696202531,,,
mean_of_samples,random,13,5,0.3015491269839616,1.0,0.0,0.0,30,0.0,0.3082239403239427,0.0,0.0,,,
simgp24,random,14,5,0.06291944123662228,1.0,0.8666666666666667,0.9285714285714286,30,0.8846153846153846,0.0755121008950919,0.8076923076923077,0.8974358974358975,0.25,0.6,1.0
simgp_timeblind,random,14,5,0.18972438862071028,1.0,0.3333333333333333,0.5,30,0.2692307692307692,0.18772942328923942,0.38461538461538464,0.5,,,
mean_of_samples,random,14,5,0.3212827575604755,1.0,0.0,0.0,30,0.0,0.3102943554552379,0.0,0.0,,,
simgp24,random,15,5,0.05580913815311566,1.0,0.8666666666666667,0.9285714285714286,30,0.8311688311688312,0.06963125312828908,0.7692307692307693,0.8701298701298701,0.25,0.6,1.0
simgp_timeblind,random,15,5,0.19512825248350948,1.0,0.4,0.5714285714285715,30,0.23376623376623376,0.18087858598770365,0.46153846153846156,0.5064935064935064,,,
mean_of_samples,random,15,5,0.33804188210724867,1.0,0.0,0.0,30,0.0,0.317824937101405,0.0,0.0,,,
simgp24,uncertainty,3,5,0.08199241745614477,0.7878787878787878,0.8125,0.8,32,0.7640449438202247,0.16646250141694582,0.9642857142857143,0.5056179775280899,0.1,1.0,1.0
simgp24,uncertainty,4,5,0.09206911177043285,0.7692307692307693,0.967741935483871,0.8571428571428572,31,0.7954545454545454,0.15562432052022276,0.9629629629629629,0.8181818181818182,0.4,0.6,1.0
simgp24,uncertainty,5,5,0.09273173479189022,0.9259259259259259,0.8333333333333334,0.8771929824561403,30,0.735632183908046,0.15702937003253106,0.8461538461538461,0.735632183908046,0.4,0.6,1.0
simgp24,uncertainty,6,5,0.09525878234956622,0.9642857142857143,0.9,0.9310344827586207,30,0.7093023255813954,0.14697435576292572,0.8461538461538461,0.7441860465116279,0.4,0.6,1.0
simgp24,uncertainty,7,5,0.11311683380086245,0.8235294117647058,0.9655172413793104,0.888888888888889,29,0.5411764705882353,0.17296396591230395,1.0,0.7058823529411765,0.4,0.6,1.0
simgp24,uncertainty,8,5,0.12860803547911218,0.9333333333333333,1.0,0.9655172413793104,28,0.7023809523809523,0.12083523942454204,1.0,0.9642857142857143,0.4,0.6,1.0
simgp24,uncertainty,9,5,0.17413282163716404,0.6923076923076923,1.0,0.8181818181818181,27,0.5180722891566265,0.14467000697579607,1.0,0.9759036144578314,0.25,1.0,1.0
simgp24,uncertainty,10,5,0.22001871255466174,0.6046511627906976,1.0,0.7536231884057971,26,0.18292682926829268,0.1637562644202027,1.0,0.9878048780487805,0.25,1.0,1.0
simgp24,uncertainty,11,5,0.20611340060751165,0.65,1.0,0.787878787878788,26,0.32098765432098764,0.14395973259395686,0.9545454545454546,1.0,0.25,1.0,1.0
simgp24,uncertainty,12,5,0.20673440051552414,0.6410256410256411,1.0,0.7812500000000001,25,0.25,0.14739213111816227,1.0,1.0,0.25,1.0,1.0
simgp24,uncertainty,13,5,0.19321393297705014,0.6857142857142857,1.0,0.8135593220338984,24,0.45569620253164556,0.1198496593129577,1.0,1.0,0.25,1.0,1.0
simgp24,uncertainty,14,5,0.20777995540179844,0.6153846153846154,1.0,0.761904761904762,24,0.24358974358974358,0.14314467366980693,1.0,1.0,0.25,1.0,1.0
simgp24,uncertainty,15,5,0.20484923771226388,0.631578947368421,1.0,0.7741935483870968,24,0.24675324675324675,0.14625365084749695,1.0,1.0,0.25,1.0,1.0
simgp24,straddle,3,5,0.08199241745614477,0.7878787878787878,0.8125,0.8,32,0.7640449438202247,0.16646250141694582,0.9642857142857143,0.5056179775280899,0.1,1.0,1.0
simgp24,straddle,4,5,0.09775314382243634,0.7878787878787878,0.8387096774193549,0.8125,31,0.7386363636363636,0.14254150326388626,0.9285714285714286,0.8068181818181818,0.1,1.0,0.5
simgp24,straddle,5,5,0.08409955986729181,1.0,0.8333333333333334,0.9090909090909091,30,0.7586206896551724,0.1405795050159142,0.9259259259259259,0.7701149425287356,0.25,0.6,1.0
simgp24,straddle,6,5,0.08774916297835846,0.75,0.8275862068965517,0.7868852459016394,29,0.6976744186046512,0.15118427332608886,0.9230769230769231,0.47674418604651164,0.1,1.0,0.0
simgp24,straddle,7,5,0.09653312568988583,0.7419354838709677,0.8214285714285714,0.7796610169491526,28,0.7411764705882353,0.15749648903086866,0.92,0.47058823529411764,0.1,1.0,0.0
simgp24,straddle,8,5,0.09744507591132677,0.7333333333333333,0.8148148148148148,0.7719298245614035,27,0.7142857142857143,0.1591302547684886,0.9166666666666666,0.4642857142857143,0.1,1.0,0.0
simgp24,straddle,9,5,0.09225363310245929,0.7241379310344828,0.8076923076923077,0.7636363636363636,26,0.7349397590361446,0.15283696147086048,0.9130434782608695,0.7349397590361446,0.1,1.0,0.0
simgp24,straddle,10,5,0.10254369864392766,0.7142857142857143,0.8,0.7547169811320756,25,0.7804878048780488,0.16235450299586016,0.9090909090909091,0.7926829268292683,0.1,1.0,0.0
simgp24,straddle,11,5,0.09078950920700492,0.95,0.7916666666666666,0.8636363636363635,24,0.8765432098765432,0.14590058380800944,0.8571428571428571,0.9382716049382716,0.1,1.0,0.0
simgp24,straddle,12,5,0.09914758744026851,0.782608695652174,0.782608695652174,0.782608695652174,23,0.875,0.15562161836251023,0.9,0.8875,0.1,1.0,0.0
simgp24,straddle,13,5,0.0820043404221955,0.9444444444444444,0.7727272727272727,0.85,22,0.8734177215189873,0.13874528386661392,0.8947368421052632,0.9493670886075949,0.4,0.6,1.0
simgp24,straddle,14,5,0.09827956331730464,0.8888888888888888,0.7619047619047619,0.8205128205128205,21,0.8846153846153846,0.15460626786473525,0.8888888888888888,0.9358974358974359,0.1,1.0,0.5
