model,strategy,n,seed,rmse_min,precision_min,recall_min,f1_min,n_true_viol_min,coverage90_min,coverage50_min,coverage80_min,coverage95_min,rmse_night,recall_night,coverage90_night,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose
simgp24,random,8,1,0.05121679811082133,0.8914027149321267,0.91415313225058,0.9026345933562429,431,0.9284963196635121,0.6929547844374343,0.8706624605678234,0.9495268138801262,0.14017432713530797,0.7966666666666666,0.9526813880126183,0.55,0.3,0.5,1.0,1.1,1.05
simgp24_g75,random,8,1,0.0837320669695245,0.9382022471910112,0.7749419953596288,0.8487928843710293,431,0.7896950578338591,0.30914826498422715,0.5825446898002103,0.8464773922187171,,,,,,,,,
simgp_timeblind,random,8,1,0.29340507644837627,0.9964028776978417,0.642691415313225,0.7813822284908322,431,0.5930599369085173,,,,0.29921216733817824,0.8266666666666667,0.7339642481598317,,,,,,
mean_of_samples,random,8,1,0.3456688449329821,1.0,0.0,0.0,431,0.0,,,,0.4687574666012626,0.0,0.0,,,,,,
simgp24,random,9,1,0.06733101468369877,0.8023952095808383,0.9348837209302325,0.8635875402792695,430,0.8694736842105263,0.5463157894736842,0.7821052631578947,0.911578947368421,0.17016505165384915,0.8327759197324415,0.9347368421052632,0.55,0.3,0.5,1.0,1.1,1.05
simgp24_g75,random,9,1,0.07553597871232459,0.9675675675675676,0.8325581395348837,0.8949999999999999,430,0.7557894736842106,0.2673684210526316,0.5926315789473684,0.8452631578947368,,,,,,,,,
simgp_timeblind,random,9,1,0.2911914365635702,0.9964028776978417,0.6441860465116279,0.7824858757062146,430,0.5789473684210527,,,,0.29937062696884625,0.8260869565217391,0.7242105263157895,,,,,,
mean_of_samples,random,9,1,0.33158790483201367,1.0,0.0,0.0,430,0.0,,,,0.4700364091283924,0.0,0.0,,,,,,
simgp24,random,10,1,0.07096036138638384,0.7937743190661478,0.951048951048951,0.8653234358430539,429,0.8545837723919916,0.5068493150684932,0.7766069546891464,0.9083245521601686,0.16235121286244972,0.8557046979865772,0.9378292939936775,0.55,0.6,0.5,1.0,1.1,1.1
simgp24_g75,random,10,1,0.06540990142200402,0.9509803921568627,0.9044289044289044,0.9271206690561529,429,0.7692307692307693,0.3835616438356164,0.6469968387776607,0.8472075869336143,,,,,,,,,
simgp_timeblind,random,10,1,0.24255901139936684,0.9567567567567568,0.8251748251748252,0.886107634543179,429,0.6838777660695469,,,,0.3176846012689859,0.9362416107382551,0.7702845100105374,,,,,,
mean_of_samples,random,10,1,0.3144354003616566,1.0,0.0,0.0,429,0.0,,,,0.4749043285657027,0.0,0.0,,,,,,
simgp24,random,11,1,0.06670107406632118,0.844311377245509,0.986013986013986,0.9096774193548386,429,0.879746835443038,0.49050632911392406,0.8122362869198312,0.9208860759493671,0.14784310886367147,0.9228187919463087,0.929324894514768,0.55,0.6,0.5,1.0,1.1,1.1
simgp24_g75,random,11,1,0.07290910286990923,0.9527363184079602,0.8927738927738927,0.9217809867629363,429,0.7194092827004219,0.3027426160337553,0.5886075949367089,0.7985232067510548,,,,,,,,,
simgp_timeblind,random,11,1,0.24995861193902913,1.0,0.7016317016317016,0.8246575342465754,429,0.6160337552742616,,,,0.2809328565078019,0.825503355704698,0.7616033755274262,,,,,,
mean_of_samples,random,11,1,0.3263558311869662,1.0,0.0,0.0,429,0.0,,,,0.4713107573442918,0.0,0.0,,,,,,
simgp24,random,12,1,0.06419835403200168,0.8450704225352113,0.9790209790209791,0.9071274298056157,429,0.9049630411826821,0.5744456177402323,0.8489968321013728,0.938753959873284,0.13486126175058477,0.8825503355704698,0.941921858500528,0.55,0.6,0.5,1.0,1.1,1.1
simgp24_g75,random,12,1,0.08591923310674161,0.9708994708994709,0.8554778554778555,0.9095415117719952,429,0.6853220696937699,0.30095036958817317,0.5448785638859557,0.7835269271383316,,,,,,,,,
simgp_timeblind,random,12,1,0.23870510334693362,0.9516129032258065,0.8251748251748252,0.8838951310861424,429,0.6832101372756072,,,,0.3138553190520481,0.9362416107382551,0.7592397043294614,,,,,,
mean_of_samples,random,12,1,0.3331332405895647,1.0,0.0,0.0,429,0.0,,,,0.4703629759004903,0.0,0.0,,,,,,
simgp24,random,13,1,0.06391728756109612,0.8346456692913385,0.9906542056074766,0.9059829059829059,428,0.912262156448203,0.5243128964059197,0.854122621564482,0.9376321353065539,0.163660508359166,0.9225589225589226,0.96723044397463,0.55,0.6,1.0,1.0,1.1,1.1
simgp24_g75,random,13,1,0.08445062085601798,0.9712041884816754,0.866822429906542,0.9160493827160494,428,0.6754756871035941,0.2864693446088795,0.5338266384778013,0.7832980972515856,,,,,,,,,
simgp_timeblind,random,13,1,0.23984599495151693,0.953551912568306,0.8154205607476636,0.8790931989924433,428,0.6723044397463002,,,,0.3132476487153312,0.9326599326599326,0.7558139534883721,,,,,,
mean_of_samples,random,13,1,0.3235967281949757,1.0,0.0,0.0,428,0.0,,,,0.4724145082893555,0.0,0.0,,,,,,
simgp24,random,14,1,0.059183726283886996,0.8676470588235294,0.9649532710280374,0.9137168141592922,428,0.9079365079365079,0.5841269841269842,0.8497354497354498,0.9407407407407408,0.13450679045255007,0.8922558922558923,0.9481481481481482,0.55,0.6,1.0,1.0,1.1,1.1
simgp24_g75,random,14,1,0.08459425258364701,0.9715025906735751,0.8761682242990654,0.9213759213759214,428,0.6063492063492063,0.25502645502645505,0.4804232804232804,0.7068783068783069,,,,,,,,,
simgp_timeblind,random,14,1,0.2286384091377538,1.0,0.7079439252336449,0.8290013679890561,428,0.6010582010582011,,,,0.2736356376831675,0.8552188552188552,0.7608465608465609,,,,,,
mean_of_samples,random,14,1,0.3175864639144714,1.0,0.0,0.0,428,0.0,,,,0.47462420960331186,0.0,0.0,,,,,,
simgp24,random,15,1,0.05587407281218389,0.8796680497925311,0.9929742388758782,0.9328932893289329,427,0.9163135593220338,0.5963983050847458,0.8538135593220338,0.9353813559322034,0.12862417994206743,0.8888888888888888,0.9544491525423728,0.55,0.6,1.0,1.0,1.1,1.1
simgp24_g75,random,15,1,0.08180597075008353,0.9741602067183462,0.882903981264637,0.9262899262899262,427,0.6461864406779662,0.23728813559322035,0.5158898305084746,0.7372881355932204,,,,,,,,,
simgp_timeblind,random,15,1,0.2035743649720334,0.9842271293375394,0.7306791569086651,0.8387096774193549,427,0.6366525423728814,,,,0.2844179190639632,0.8888888888888888,0.7733050847457628,,,,,,
mean_of_samples,random,15,1,0.3125212859595957,1.0,0.0,0.0,427,0.0,,,,0.47717448093017467,0.0,0.0,,,,,,
simgp24,uncertainty,3,1,0.04186602558617323,0.9498861047835991,0.9608294930875576,0.9553264604810997,434,0.9550209205020921,0.8190376569037657,0.9414225941422594,0.9550209205020921,0.16315936065828032,0.7920792079207921,0.9717573221757322,0.55,0.3,1.0,1.0,0.9,1.05
simgp24,uncertainty,4,1,0.04951958657316285,0.954233409610984,0.9630484988452656,0.9586206896551724,433,0.9539267015706806,0.8293193717277487,0.9434554973821989,0.956020942408377,0.1370621236119393,0.7788778877887789,0.9664921465968587,0.4,0.3,1.0,0.85,0.9,0.95
simgp24,uncertainty,5,1,0.05940085219372089,0.9044585987261147,0.9861111111111112,0.9435215946843853,432,0.9412997903563941,0.7463312368972747,0.9129979035639413,0.949685534591195,0.1070742848489868,0.9205298013245033,0.9517819706498952,0.4,0.3,1.0,0.85,0.9,0.9
simgp24,uncertainty,6,1,0.043053965072529364,0.9337748344370861,0.9814385150812065,0.9570135746606335,431,0.9475341028331584,0.8405036726128017,0.9422875131164743,0.9527806925498427,0.10310571971856611,0.9169435215946844,0.9590766002098636,0.4,0.1,0.5,0.85,1.0,0.9
simgp24,uncertainty,7,1,0.09600948241800727,0.7988826815642458,0.9976744186046511,0.8872802481902792,430,0.9159663865546218,0.35714285714285715,0.8487394957983193,0.9390756302521008,0.0909537051278979,0.9667774086378738,0.9621848739495799,0.4,0.3,1.0,0.85,1.0,0.95
simgp24,uncertainty,8,1,0.1886805393709754,0.6244541484716157,1.0,0.7688172043010753,429,0.3038906414300736,0.01892744479495268,0.1640378548895899,0.5604626708727655,0.09747316024689123,0.9666666666666667,0.9600420609884333,0.55,1.5,0.0,0.85,0.9,1.05
simgp24,uncertainty,9,1,0.08011096783885867,0.78125,0.9929906542056075,0.874485596707819,428,0.8242105263157895,0.24,0.6884210526315789,0.8757894736842106,0.09127602808159596,0.9665551839464883,0.9347368421052632,0.4,1.5,0.0,0.85,0.9,0.9
simgp24,uncertainty,10,1,0.08660454193474183,0.7759562841530054,0.9976580796252927,0.8729508196721311,427,0.9325605900948367,0.6870389884088515,0.916754478398314,0.9452054794520548,0.10307088619789666,0.9765100671140939,0.9662802950474183,0.4,0.6,1.0,0.85,1.0,1.0
simgp24,uncertainty,11,1,0.08264767741110142,0.8,0.9953051643192489,0.887029288702929,426,0.9377637130801688,0.8080168776371308,0.9282700421940928,0.9451476793248945,0.1094847900652678,0.9730639730639731,0.9662447257383966,0.4,1.5,0.0,0.85,1.0,1.05
simgp24,uncertainty,12,1,0.11125007338978712,0.7417102966841187,1.0,0.8517034068136272,425,0.9229144667370645,0.23864836325237593,0.8542766631467793,0.9440337909186906,0.08851522630685754,0.9662162162162162,0.9683210137275607,0.4,1.5,0.0,0.85,0.9,0.95
simgp24,uncertainty,13,1,0.11524691673015211,0.7526690391459074,0.9976415094339622,0.8580121703853955,424,0.8763213530655392,0.18181818181818182,0.7494714587737844,0.9154334038054969,0.0850082172445155,0.9627118644067797,0.9577167019027484,0.4,0.3,0.0,0.85,0.9,0.9
simgp24,uncertainty,14,1,0.0818925079882568,0.7902621722846442,0.9976359338061466,0.8819226750261233,423,0.9333333333333333,0.6433862433862434,0.8920634920634921,0.9439153439153439,0.0897119803210094,0.9659863945578231,0.9661375661375662,0.55,0.3,1.0,0.85,0.9,1.0
simgp24,uncertainty,15,1,0.12074828372709107,0.7464539007092199,0.9976303317535545,0.8539553752535498,422,0.8707627118644068,0.1652542372881356,0.7457627118644068,0.9120762711864406,0.08017379606742227,0.9556313993174061,0.9692796610169492,0.4,0.3,0.0,0.85,0.9,0.9
simgp24,straddle,3,1,0.04186602558617323,0.9498861047835991,0.9608294930875576,0.9553264604810997,434,0.9550209205020921,0.8190376569037657,0.9414225941422594,0.9550209205020921,0.16315936065828032,0.7920792079207921,0.9717573221757322,0.55,0.3,1.0,1.0,0.9,1.05
simgp24,straddle,4,1,0.04923419139711485,0.9016736401673641,0.9953810623556582,0.9462129527991218,433,0.9026178010471204,0.7267015706806282,0.8712041884816754,0.9256544502617801,0.2409105569963367,0.8145695364238411,0.8858638743455497,0.55,0.3,1.0,1.0,1.0,1.1
simgp24,straddle,5,1,0.051748960636108836,0.897489539748954,0.9930555555555556,0.9428571428571428,432,0.8909853249475891,0.7127882599580713,0.8563941299790356,0.910901467505241,0.22761613954400622,0.8305647840531561,0.8983228511530398,0.55,0.3,0.0,1.0,1.1,1.1
simgp24,straddle,6,1,0.07361865413858348,0.8162878787878788,1.0,0.8988529718456725,431,0.8719832109129066,0.4900314795383001,0.7995802728226653,0.8950682056663168,0.18612291813388576,0.8933333333333333,0.938090241343127,0.55,0.6,0.0,1.0,1.1,1.1
simgp24,straddle,7,1,0.05968513674049664,0.8755102040816326,0.9976744186046511,0.932608695652174,430,0.8939075630252101,0.6428571428571429,0.8476890756302521,0.9117647058823529,0.225499791764514,0.8361204013377926,0.8855042016806722,0.55,0.3,0.0,1.0,1.1,1.1
simgp24,straddle,8,1,0.07708634202521984,0.8140417457305503,1.0,0.8974895397489541,429,0.8243953732912723,0.3732912723449001,0.7413249211356467,0.8759200841219769,0.215241422785233,0.8729096989966555,0.8990536277602523,0.55,0.6,0.5,1.0,1.1,1.1
simgp24,straddle,9,1,0.20734086472700672,0.6284875183553598,1.0,0.7718665464382326,428,0.3894736842105263,0.0431578947368421,0.24210526315789474,0.5242105263157895,0.2192127317408724,0.8489932885906041,0.9631578947368421,0.4,1.5,0.0,1.0,1.1,1.0
simgp24,straddle,10,1,0.20214882439635934,0.6325925925925926,1.0,0.7749546279491834,427,0.3677555321390938,0.040042149631190724,0.23709167544783982,0.5079030558482613,0.2176814821372109,0.8653198653198653,0.9620653319283456,0.4,1.5,0.0,1.0,1.1,0.95
simgp24,straddle,11,1,0.19794691023967578,0.6396396396396397,1.0,0.7802197802197802,426,0.31223628691983124,0.04008438818565401,0.2088607594936709,0.42616033755274263,0.21323144783899328,0.8821548821548821,0.9588607594936709,0.4,1.5,0.0,1.0,1.1,0.95
simgp24,straddle,12,1,0.1770346702797729,0.6548536209553159,1.0,0.7914338919925512,425,0.3505807814149947,0.061246040126715945,0.25131995776135163,0.4604012671594509,0.2101590789454546,0.8855218855218855,0.955649419218585,0.4,1.5,0.0,1.0,1.1,0.95
simgp24,straddle,13,1,0.16461336156450532,0.715008431703204,1.0,0.8338249754178958,424,0.572938689217759,0.09936575052854123,0.346723044397463,0.7621564482029598,0.18235307162440068,0.8817567567567568,0.9704016913319239,0.4,1.5,0.0,1.0,1.1,0.95
simgp24,straddle,14,1,0.10749966495248667,0.7749077490774908,0.9929078014184397,0.8704663212435233,423,0.8804232804232804,0.22645502645502646,0.7333333333333333,0.9227513227513228,0.08683656461499552,0.9491525423728814,0.9576719576719577,0.4,1.0,1.0,0.85,0.9,1.05
simgp24,straddle,15,1,0.08936025418507863,0.7631103074141049,1.0,0.8656410256410256,422,0.7436440677966102,0.2330508474576271,0.6122881355932204,0.826271186440678,0.18935814964608852,0.9047619047619048,0.9046610169491526,0.55,1.0,0.5,1.0,1.1,1.1
simgp24,straddle_min,3,1,0.04186602558617323,0.9498861047835991,0.9608294930875576,0.9553264604810997,434,0.9550209205020921,0.8190376569037657,0.9414225941422594,0.9550209205020921,0.16315936065828032,0.7920792079207921,0.9717573221757322,0.55,0.3,1.0,1.0,0.9,1.05
simgp24,straddle_min,4,1,0.04049554386433183,0.9583333333333334,0.9539170506912442,0.9561200923787528,434,0.9518324607329843,0.8104712041884817,0.930890052356021,0.9549738219895288,0.1481678811190441,0.7920792079207921,0.9612565445026178,0.55,0.1,1.0,1.15,1.1,1.1
simgp24,straddle_min,5,1,0.04354029416959201,0.9530516431924883,0.9376443418013857,0.9452852153667054,433,0.9475890985324947,0.7756813417190775,0.9255765199161425,0.9538784067085954,0.2242491487453981,0.7227722772277227,0.9046121593291404,0.55,0.1,1.0,1.15,1.1,1.1
simgp24,straddle_min,6,1,0.05471611613260001,0.944954128440367,0.9515011547344111,0.9482163406214039,433,0.9118572927597062,0.7408184679958028,0.8646379853095488,0.944386149003148,0.20286838136543758,0.7227722772277227,0.9296956977964324,0.4,0.3,0.0,1.15,1.0,0.9
simgp24,straddle_min,7,1,0.04493896386099696,0.9571788413098237,0.8796296296296297,0.9167671893848011,432,0.9485294117647058,0.782563025210084,0.9233193277310925,0.9537815126050421,0.20784909390680123,0.6996699669966997,0.9390756302521008,0.4,0.6,1.0,1.15,1.0,0.9
simgp24,straddle_min,8,1,0.0522203831045506,0.9528301886792453,0.9373549883990719,0.9450292397660819,431,0.9242902208201893,0.7634069400630915,0.8958990536277602,0.9400630914826499,0.2572833638597105,0.6788079470198676,0.8843322818086226,0.55,0.1,1.0,1.15,1.0,0.9
simgp24,straddle_min,9,1,0.059184877085663994,0.9554455445544554,0.8955916473317865,0.9245508982035928,431,0.9273684210526316,0.7073684210526315,0.8936842105263157,0.9431578947368421,0.26041714643068614,0.6821192052980133,0.8789473684210526,0.55,0.1,1.0,1.15,1.1,1.05
simgp24,straddle_min,10,1,0.11047128188228911,0.863265306122449,0.9837209302325581,0.9195652173913044,430,0.8145416227608009,0.44362486828240255,0.7407797681770284,0.8472075869336143,0.19098280851395008,0.8443708609271523,0.9546891464699684,0.4,0.3,0.0,1.0,1.0,0.9
simgp24,straddle_min,11,1,0.10710481890990126,0.8807531380753139,0.9790697674418605,0.9273127753303965,430,0.8248945147679325,0.47151898734177217,0.7647679324894515,0.8618143459915611,0.19254607802389515,0.8377483443708609,0.9483122362869199,0.4,0.3,0.5,1.0,1.1,0.9
simgp24,straddle_min,12,1,0.12334372256339149,0.8591836734693877,0.9813519813519813,0.9162132752992382,429,0.7824709609292503,0.40865892291446676,0.6810982048574445,0.8173178458289335,0.20085377253730732,0.8245033112582781,0.941921858500528,0.4,0.3,0.0,1.0,1.1,0.95
simgp24,straddle_min,13,1,0.12186885944137528,0.8356435643564356,0.985981308411215,0.904608788853162,428,0.8023255813953488,0.39217758985200846,0.7145877378435518,0.846723044397463,0.19379353828825477,0.8410596026490066,0.9418604651162791,0.4,0.3,0.5,1.0,1.1,0.9
simgp24,straddle_min,14,1,0.11448368779575639,0.8505050505050505,0.9836448598130841,0.9122426868905743,428,0.8380952380952381,0.4253968253968254,0.7703703703703704,0.870899470899471,0.19599175569395924,0.8211920529801324,0.9375661375661376,0.4,0.3,0.5,1.0,1.1,0.9
simgp24,straddle_min,15,1,0.11451789151122972,0.8627049180327869,0.9836448598130841,0.9192139737991267,428,0.8326271186440678,0.4279661016949153,0.760593220338983,0.8675847457627118,0.1959217696426021,0.8145695364238411,0.9353813559322034,0.4,0.3,0.5,1.0,1.1,0.9
