model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,map_kb,map_kw,map_gamma
mean_of_samples,random,4,5,0.3287865712470834,0.27430105281248063,1.0,0.0,0.0,16,,,,
nearest_sample,random,4,5,0.26493096520306536,0.2049590314997342,0.3333333333333333,0.3125,0.3225806451612903,16,,,,
decay_only,random,4,5,0.35108576505226097,0.30553881224704577,0.3333333333333333,0.125,0.18181818181818182,16,,,,
simgp_core,random,5,5,0.12072091196388647,0.0986394559024291,0.7142857142857143,1.0,0.8333333333333333,15,0.39080459770114945,0.25,1.0,1.0
physgp_core,random,5,5,0.13216964927527372,0.0914710923972173,0.5769230769230769,1.0,0.7317073170731707,15,0.7931034482758621,,,
physgp_rich,random,5,5,0.22569963143531116,0.1748769172880545,0.25,0.26666666666666666,0.2580645161290323,15,0.7011494252873564,,,
simgp_rich,random,5,5,0.11875319990017179,0.09171483436120331,0.8333333333333334,1.0,0.9090909090909091,15,0.7471264367816092,,,
pinn_rich,random,5,5,0.13199877419982298,0.10576858880586067,0.6086956521739131,0.9333333333333333,0.7368421052631579,15,0.27586206896551724,,,
mean_of_samples,random,5,5,0.269105481696867,0.219980959891307,1.0,0.0,0.0,15,,,,
nearest_sample,random,5,5,0.18780527738899117,0.13166794255195,0.4166666666666667,1.0,0.5882352941176471,15,,,,
decay_only,random,5,5,0.21211852592159947,0.16628695143204605,0.3333333333333333,0.13333333333333333,0.19047619047619044,15,,,,
simgp_core,random,6,5,0.12313659113779062,0.10001048250726324,0.7142857142857143,1.0,0.8333333333333333,15,0.32558139534883723,0.25,1.0,1.0
physgp_core,random,6,5,0.13757192993932052,0.10468831627284149,0.65,0.8666666666666667,0.7428571428571429,15,0.6162790697674418,,,
physgp_rich,random,6,5,0.22284935628254043,0.17242120068065397,0.26666666666666666,0.26666666666666666,0.26666666666666666,15,0.6744186046511628,,,
simgp_rich,random,6,5,0.09945569806817185,0.08576723010565371,0.7142857142857143,1.0,0.8333333333333333,15,0.5581395348837209,,,
mean_of_samples,random,6,5,0.271094832362246,0.22265631001406475,1.0,0.0,0.0,15,,,,
nearest_sample,random,6,5,0.18700731242431215,0.13232424498180922,0.4166666666666667,1.0,0.5882352941176471,15,,,,
decay_only,random,6,5,0.21366876358898568,0.16871990628462719,0.3333333333333333,0.13333333333333333,0.19047619047619044,15,,,,
simgp_core,random,7,5,0.14609112540518782,0.10776186821691303,0.7142857142857143,1.0,0.8333333333333333,15,0.49411764705882355,0.1,1.0,1.0
physgp_core,random,7,5,0.1525893451292616,0.1295004676838468,0.42857142857142855,0.6,0.5,15,0.5529411764705883,,,
physgp_rich,random,7,5,0.2299218472071021,0.18378208336088395,0.3125,0.3333333333333333,0.3225806451612903,15,0.5411764705882353,,,
simgp_rich,random,7,5,0.08724292868787618,0.07283090852840303,0.7142857142857143,1.0,0.8333333333333333,15,0.9176470588235294,,,
mean_of_samples,random,7,5,0.2641006261112472,0.21580540297128428,1.0,0.0,0.0,15,,,,
nearest_sample,random,7,5,0.17857366994130056,0.12436355253904023,0.45161290322580644,0.9333333333333333,0.608695652173913,15,,,,
decay_only,random,7,5,0.21421857010407946,0.16751869759196505,0.3333333333333333,0.13333333333333333,0.19047619047619044,15,,,,
simgp_core,random,8,5,0.15380815996823358,0.11390674523419453,0.7142857142857143,1.0,0.8333333333333333,15,0.5476190476190477,0.1,1.0,1.0
physgp_core,random,8,5,0.13040273890292933,0.09812066843302622,0.5238095238095238,0.7333333333333333,0.611111111111111,15,0.6666666666666666,,,
physgp_rich,random,8,5,0.19077825084690933,0.1477250476920531,0.4666666666666667,0.4666666666666667,0.4666666666666667,15,0.7619047619047619,,,
simgp_rich,random,8,5,0.09033435335206774,0.07519372029903504,0.7142857142857143,1.0,0.8333333333333333,15,0.9285714285714286,,,
pinn_rich,random,8,5,0.13366898828273713,0.10621587313842913,0.6363636363636364,0.9333333333333333,0.7567567567567568,15,0.27380952380952384,,,
mean_of_samples,random,8,5,0.2715487448980805,0.2227958614556678,1.0,0.0,0.0,15,,,,
nearest_sample,random,8,5,0.1839312163897554,0.13313763072380227,0.45161290322580644,0.9333333333333333,0.608695652173913,15,,,,
decay_only,random,8,5,0.2152835736208765,0.1699383017909543,0.3333333333333333,0.13333333333333333,0.19047619047619044,15,,,,
simgp_core,random,9,5,0.09930955985997193,0.0762154442708098,0.7142857142857143,1.0,0.8333333333333333,15,0.7228915662650602,0.1,1.0,1.0
physgp_core,random,9,5,0.1523750750747516,0.11404010109210615,0.5217391304347826,0.8,0.6315789473684211,15,0.6746987951807228,,,
physgp_rich,random,9,5,0.2307718363282375,0.17329503417297945,0.3333333333333333,0.26666666666666666,0.2962962962962963,15,0.6987951807228916,,,
simgp_rich,random,9,5,0.0764614155063187,0.06058372425656368,0.7142857142857143,1.0,0.8333333333333333,15,0.7831325301204819,,,
mean_of_samples,random,9,5,0.26609042533487853,0.21753458576963638,1.0,0.0,0.0,15,,,,
nearest_sample,random,9,5,0.1975762752345016,0.14018585920469215,0.45161290322580644,0.9333333333333333,0.608695652173913,15,,,,
decay_only,random,9,5,0.21566334670195889,0.16837855473666546,0.3333333333333333,0.13333333333333333,0.19047619047619044,15,,,,
simgp_core,random,10,5,0.07238827499583922,0.055893531883936975,0.7142857142857143,1.0,0.8333333333333333,15,0.8170731707317073,0.1,1.0,1.0
physgp_core,random,10,5,0.13568138253612608,0.0966615150353291,0.42105263157894735,0.5333333333333333,0.47058823529411764,15,0.7682926829268293,,,
physgp_rich,random,10,5,0.1587330239774145,0.10877759485988041,0.5454545454545454,0.8,0.6486486486486486,15,0.8536585365853658,,,
simgp_rich,random,10,5,0.09123849435599272,0.07070372782054093,0.7142857142857143,1.0,0.8333333333333333,15,0.7804878048780488,,,
pinn_rich,random,10,5,0.13230856888460876,0.09755130221612862,0.6086956521739131,0.9333333333333333,0.7368421052631579,15,0.3170731707317073,,,
mean_of_samples,random,10,5,0.2628239747126073,0.21393006131916315,1.0,0.0,0.0,15,,,,
nearest_sample,random,10,5,0.190286225490277,0.12891811718715193,0.45161290322580644,0.9333333333333333,0.608695652173913,15,,,,
decay_only,random,10,5,0.2171078778209875,0.16813213252112494,0.3333333333333333,0.13333333333333333,0.19047619047619044,15,,,,
simgp_core,random,11,5,0.06304053550851205,0.0472798933219007,0.7142857142857143,1.0,0.8333333333333333,15,0.7654320987654321,0.1,1.0,1.0
physgp_core,random,11,5,0.13303292085409923,0.09677753697306163,0.3333333333333333,0.4,0.3636363636363636,15,0.7037037037037037,,,
physgp_rich,random,11,5,0.1580020637510774,0.10827140303363224,0.5238095238095238,0.7333333333333333,0.611111111111111,15,0.8271604938271605,,,
simgp_rich,random,11,5,0.09459158330074215,0.07215628451552786,0.7142857142857143,1.0,0.8333333333333333,15,0.6296296296296297,,,
mean_of_samples,random,11,5,0.26678079740012256,0.21811279472430165,1.0,0.0,0.0,15,,,,
nearest_sample,random,11,5,0.13171891777586764,0.10331476484605467,0.4827586206896552,0.9333333333333333,0.6363636363636364,15,,,,
decay_only,random,11,5,0.217542416433825,0.16936319873416406,0.3333333333333333,0.13333333333333333,0.19047619047619044,15,,,,
simgp_core,random,12,5,0.0620622818574498,0.04654135867282651,0.7,1.0,0.8235294117647058,14,0.7375,0.1,1.0,1.0
physgp_core,random,12,5,0.13617661815082127,0.09373516827986597,0.3333333333333333,0.42857142857142855,0.375,14,0.7125,,,
physgp_rich,random,12,5,0.16547834834935865,0.11418314865879645,0.5294117647058824,0.6428571428571429,0.5806451612903226,14,0.825,,,
simgp_rich,random,12,5,0.09339956336284329,0.0728275355161712,0.7,1.0,0.8235294117647058,14,0.7,,,
pinn_rich,random,12,5,0.12553670178319093,0.0920177222430298,0.5714285714285714,0.8571428571428571,0.6857142857142857,14,0.375,,,
mean_of_samples,random,12,5,0.25829196146330546,0.20835019161154128,1.0,0.0,0.0,14,,,,
nearest_sample,random,12,5,0.13258806151670072,0.10436865127727377,0.4642857142857143,0.9285714285714286,0.6190476190476191,14,,,,
decay_only,random,12,5,0.22197420371104895,0.16890768277677662,0.3333333333333333,0.14285714285714285,0.2,14,,,,
simgp_core,random,13,5,0.06430428653490275,0.04856355374866607,0.7,1.0,0.8235294117647058,14,0.759493670886076,0.1,1.0,1.0
physgp_core,random,13,5,0.12073377547523342,0.08650279805899831,0.35294117647058826,0.42857142857142855,0.3870967741935484,14,0.7721518987341772,,,
physgp_rich,random,13,5,0.13411674557525213,0.0926720397715216,0.5454545454545454,0.8571428571428571,0.6666666666666665,14,0.8607594936708861,,,
simgp_rich,random,13,5,0.09124472089168087,0.06995979992609855,0.7,1.0,0.8235294117647058,14,0.7215189873417721,,,
mean_of_samples,random,13,5,0.2598839570593074,0.2109050471216778,1.0,0.0,0.0,14,,,,
nearest_sample,random,13,5,0.12921142903356986,0.10061654649637299,0.4642857142857143,0.9285714285714286,0.6190476190476191,14,,,,
decay_only,random,13,5,0.2227830030361908,0.17026600954713367,0.3333333333333333,0.14285714285714285,0.2,14,,,,
simgp_core,random,14,5,0.04588836992183855,0.032617770356768314,0.8235294117647058,1.0,0.9032258064516129,14,0.8974358974358975,0.1,1.0,1.0
physgp_core,random,14,5,0.10611751539449941,0.07025082998485702,0.6666666666666666,0.7142857142857143,0.689655172413793,14,0.9358974358974359,,,
physgp_rich,random,14,5,0.12987756131347586,0.08680271080079789,0.6111111111111112,0.7857142857142857,0.6875000000000001,14,0.8717948717948718,,,
simgp_rich,random,14,5,0.08953086342599342,0.06942117329563707,0.7368421052631579,1.0,0.8484848484848484,14,0.7564102564102564,,,
mean_of_samples,random,14,5,0.2569720546551388,0.20698346431041711,1.0,0.0,0.0,14,,,,
nearest_sample,random,14,5,0.1227953927688626,0.09451879772290891,0.6153846153846154,0.5714285714285714,0.5925925925925927,14,,,,
decay_only,random,14,5,0.22865594591952196,0.1733383475362717,0.3333333333333333,0.14285714285714285,0.2,14,,,,
simgp_core,random,15,5,0.048651392429069205,0.03347526351231232,0.8235294117647058,1.0,0.9032258064516129,14,0.922077922077922,0.1,1.0,1.0
physgp_core,random,15,5,0.10195109383878288,0.06625745905105548,0.5882352941176471,0.7142857142857143,0.6451612903225806,14,0.948051948051948,,,
physgp_rich,random,15,5,0.13582959425798674,0.09416207172824081,0.5294117647058824,0.6428571428571429,0.5806451612903226,14,0.8051948051948052,,,
simgp_rich,random,15,5,0.07082723817795832,0.05707558313741892,0.8235294117647058,1.0,0.9032258064516129,14,0.7792207792207793,,,
pinn_rich,random,15,5,0.10850772479453015,0.07765569827728958,0.7058823529411765,0.8571428571428571,0.7741935483870968,14,0.4155844155844156,,,
mean_of_samples,random,15,5,0.25960275727589904,0.20927893128453626,1.0,0.0,0.0,14,,,,
nearest_sample,random,15,5,0.12441353590174814,0.09372906193912399,0.6153846153846154,0.5714285714285714,0.5925925925925927,14,,,,
decay_only,random,15,5,0.22401788195161265,0.16959197709863078,0.3333333333333333,0.14285714285714285,0.2,14,,,,
simgp_core,uncertainty,3,5,0.17013893411951964,0.13047274748006427,0.9,0.5294117647058824,0.6666666666666667,17,0.6404494382022472,0.25,0.6,1.0
simgp_core,uncertainty,4,5,0.16092907614600432,0.12600303807173596,1.0,0.375,0.5454545454545454,16,0.6363636363636364,0.25,0.6,1.0
simgp_core,uncertainty,5,5,0.10451953304192287,0.08105416810970413,1.0,0.9333333333333333,0.9655172413793104,15,0.6666666666666666,0.1,1.0,1.0
simgp_core,uncertainty,6,5,0.13340778852339713,0.10141912049232069,0.875,1.0,0.9333333333333333,14,0.5116279069767442,0.1,1.0,1.0
simgp_core,uncertainty,7,5,0.13102048387866852,0.10130116657168643,0.8235294117647058,1.0,0.9032258064516129,14,0.5647058823529412,0.25,1.0,1.0
simgp_core,uncertainty,8,5,0.14056391592579115,0.10825286153966647,0.8235294117647058,1.0,0.9032258064516129,14,0.5357142857142857,0.1,1.0,0.0
simgp_core,uncertainty,9,5,0.14492592232859355,0.11205539897489188,0.8125,1.0,0.896551724137931,13,0.5301204819277109,0.1,1.0,0.5
simgp_core,uncertainty,10,5,0.14539404457855287,0.11204613968450598,0.9230769230769231,1.0,0.9600000000000001,12,0.5,0.1,1.0,0.5
simgp_core,uncertainty,11,5,0.13513046822700672,0.10291899798075103,0.9230769230769231,1.0,0.9600000000000001,12,0.49382716049382713,0.1,1.0,1.0
simgp_core,uncertainty,12,5,0.1336969112602601,0.10172637812413268,0.9230769230769231,1.0,0.9600000000000001,12,0.4875,0.1,1.0,1.0
simgp_core,uncertainty,13,5,0.12025941488772923,0.09028004577282003,0.9230769230769231,1.0,0.9600000000000001,12,0.4936708860759494,0.1,1.0,1.0
simgp_core,uncertainty,14,5,0.0996935649510261,0.0736003221947565,0.9230769230769231,1.0,0.9600000000000001,12,0.5256410256410257,0.1,1.0,1.0
simgp_core,uncertainty,15,5,0.10192662217647187,0.07744679950744382,0.7857142857142857,1.0,0.88,11,0.6363636363636364,0.1,1.0,1.0
simgp_core,straddle,3,5,0.12745327041076115,0.10080124597984566,0.8571428571428571,0.7058823529411765,0.7741935483870968,17,0.7865168539325843,0.4,0.6,0.5
simgp_core,straddle,4,5,0.10309481111908757,0.080497912105274,0.8888888888888888,1.0,0.9411764705882353,16,0.6704545454545454,0.1,1.0,1.0
simgp_core,straddle,5,5,0.09966324731659701,0.07937191056164018,1.0,1.0,1.0,16,0.6551724137931034,0.25,1.0,1.0
simgp_core,straddle,6,5,0.10736686758086998,0.08774306529432412,0.9411764705882353,1.0,0.9696969696969697,16,0.5348837209302325,0.1,1.0,0.5
simgp_core,straddle,7,5,0.11591998657540087,0.0914168172490406,0.9411764705882353,1.0,0.9696969696969697,16,0.49411764705882355,0.25,1.0,1.0
simgp_core,straddle,8,5,0.12032447812405585,0.09252644997911556,1.0,1.0,1.0,16,0.4166666666666667,0.1,1.0,0.0
simgp_core,straddle,9,5,0.11662998228237918,0.09208322320329472,1.0,1.0,1.0,16,0.37349397590361444,0.1,1.0,0.0
simgp_core,straddle,10,5,0.12119150461906436,0.09524784802937275,1.0,1.0,1.0,15,0.35365853658536583,0.1,1.0,0.0
simgp_core,straddle,11,5,0.1239254085447764,0.09750564151881386,1.0,1.0,1.0,15,0.345679012345679,0.1,1.0,0.0
simgp_core,straddle,12,5,0.12012779593137538,0.09808648035758646,1.0,1.0,1.0,14,0.275,0.1,1.0,0.0
simgp_core,straddle,13,5,0.11834799121267674,0.09788738425883795,1.0,1.0,1.0,14,0.27848101265822783,0.25,1.0,1.0
simgp_core,straddle,14,5,0.12338918955054054,0.10117280891193964,1.0,1.0,1.0,14,0.2692307692307692,0.1,1.0,0.0
simgp_core,straddle,15,5,0.12753573983309197,0.1042631818473768,1.0,1.0,1.0,14,0.2597402597402597,0.1,1.0,0.0
simgp_core,random,3,6,0.15428177054959707,0.1032056628488952,0.4,0.4444444444444444,0.4210526315789474,9,0.9213483146067416,0.1,0.6,1.0
physgp_core,random,3,6,0.27724545795631034,0.2161469721255428,0.2857142857142857,0.4444444444444444,0.34782608695652173,9,0.1348314606741573,,,
physgp_rich,random,3,6,0.26941645798496694,0.2115841350640017,0.2857142857142857,0.4444444444444444,0.34782608695652173,9,0.14606741573033707,,,
simgp_rich,random,3,6,0.16690573328960223,0.1184476412430286,0.4,0.4444444444444444,0.4210526315789474,9,0.7865168539325843,,,
pinn_rich,random,3,6,0.2867005602478091,0.2234386252803204,1.0,0.0,0.0,9,0.2696629213483146,,,
mean_of_samples,random,3,6,0.2734352496910149,0.21488568133764108,1.0,0.0,0.0,9,,,,
nearest_sample,random,3,6,0.28492778859347284,0.21705627373314193,1.0,0.0,0.0,9,,,,
decay_only,random,3,6,0.26942665821061224,0.21161846713759905,0.2857142857142857,0.4444444444444444,0.34782608695652173,9,,,,
simgp_core,random,4,6,0.1657690559896913,0.12824357812588877,1.0,0.3333333333333333,0.5,9,0.5568181818181818,0.25,0.3,1.0
physgp_core,random,4,6,0.2613928931246877,0.20965572335617305,0.16666666666666666,0.1111111111111111,0.13333333333333333,9,0.2159090909090909,,,
physgp_rich,random,4,6,0.26560576264108987,0.20793518387041618,0.5,0.1111111111111111,0.1818181818181818,9,0.25,,,
simgp_rich,random,4,6,0.15939546500799523,0.1223317367798388,1.0,0.3333333333333333,0.5,9,0.625,,,
mean_of_samples,random,4,6,0.25961215502560914,0.20289977989249347,1.0,0.0,0.0,9,,,,
nearest_sample,random,4,6,0.28559077671715755,0.22242312989983973,1.0,0.0,0.0,9,,,,
decay_only,random,4,6,0.2614619461103802,0.2073206628383112,1.0,0.1111111111111111,0.19999999999999998,9,,,,
simgp_core,random,5,6,0.16506962569821104,0.1298543204300724,1.0,0.3333333333333333,0.5,9,0.4827586206896552,0.25,0.3,1.0
physgp_core,random,5,6,0.2630388340150391,0.21238600269805305,1.0,0.1111111111111111,0.19999999999999998,9,0.20689655172413793,,,
physgp_rich,random,5,6,0.26943954913506885,0.21089143392445917,0.25,0.1111111111111111,0.15384615384615383,9,0.1724137931034483,,,
simgp_rich,random,5,6,0.1534604850798577,0.11403173380468529,1.0,0.3333333333333333,0.5,9,0.5862068965517241,,,
pinn_rich,random,5,6,0.25852987086570756,0.21089399565317696,1.0,0.0,0.0,9,0.1839080459770115,,,
mean_of_samples,random,5,6,0.2611614481029857,0.2050619187423609,1.0,0.0,0.0,9,,,,
nearest_sample,random,5,6,0.2869994098204043,0.2237529762099666,1.0,0.0,0.0,9,,,,
decay_only,random,5,6,0.2619740190355765,0.20855631645038186,1.0,0.1111111111111111,0.19999999999999998,9,,,,
simgp_core,random,6,6,0.17010977864530108,0.13070885116156905,1.0,0.3333333333333333,0.5,9,0.5232558139534884,0.25,0.3,1.0
physgp_core,random,6,6,0.27236913982605054,0.21755398421587466,0.14285714285714285,0.1111111111111111,0.125,9,0.27906976744186046,,,
physgp_rich,random,6,6,0.26954958475265023,0.21314421876502895,0.14285714285714285,0.1111111111111111,0.125,9,0.38372093023255816,,,
simgp_rich,random,6,6,0.1671222155605539,0.12707589526675503,1.0,0.3333333333333333,0.5,9,0.4883720930232558,,,
mean_of_samples,random,6,6,0.26773091719477804,0.21077031441455862,1.0,0.0,0.0,9,,,,
nearest_sample,random,6,6,0.29311466469799846,0.22920322317668085,1.0,0.0,0.0,9,,,,
decay_only,random,6,6,0.2715042918761836,0.21686194334244346,0.14285714285714285,0.1111111111111111,0.125,9,,,,
simgp_core,random,7,6,0.14519026040186714,0.10382122727847563,0.75,0.3333333333333333,0.46153846153846156,9,0.7764705882352941,0.1,0.6,1.0
physgp_core,random,7,6,0.26544633808138685,0.2114034335993655,1.0,0.1111111111111111,0.19999999999999998,9,0.058823529411764705,,,
physgp_rich,random,7,6,0.2648098131501812,0.20527078171358096,0.25,0.1111111111111111,0.15384615384615383,9,0.3764705882352941,,,
simgp_rich,random,7,6,0.14647457507589062,0.10896769527467115,1.0,0.3333333333333333,0.5,9,0.7411764705882353,,,
mean_of_samples,random,7,6,0.2666330674996545,0.2103273759557209,1.0,0.0,0.0,9,,,,
nearest_sample,random,7,6,0.22448788279698687,0.16600709009119816,1.0,0.0,0.0,9,,,,
decay_only,random,7,6,0.2655149757792531,0.21152287572300915,1.0,0.1111111111111111,0.19999999999999998,9,,,,
simgp_core,random,8,6,0.12948840596408712,0.08758068175752452,0.4375,0.875,0.5833333333333334,8,0.75,0.1,0.6,1.0
physgp_core,random,8,6,0.23831542637588704,0.17913350644684367,0.4117647058823529,0.875,0.56,8,0.4523809523809524,,,
physgp_rich,random,8,6,0.29528152214377257,0.22651945317621333,0.5,0.625,0.5555555555555556,8,0.5238095238095238,,,
simgp_rich,random,8,6,0.1290447488325965,0.08772951252129438,0.4666666666666667,0.875,0.608695652173913,8,0.8214285714285714,,,
pinn_rich,random,8,6,0.15450060586800116,0.11792803661065562,0.4375,0.875,0.5833333333333334,8,0.32142857142857145,,,
mean_of_samples,random,8,6,0.2611272748781993,0.20516530826761284,1.0,0.0,0.0,8,,,,
nearest_sample,random,8,6,0.18702041925063553,0.13148986116964267,0.3888888888888889,0.875,0.5384615384615385,8,,,,
decay_only,random,8,6,0.2745756372559013,0.21561107312894134,0.14285714285714285,0.125,0.13333333333333333,8,,,,
simgp_core,random,9,6,0.13113585177281412,0.09118648615033892,0.4375,0.875,0.5833333333333334,8,0.6506024096385542,0.1,0.6,1.0
physgp_core,random,9,6,0.23752056145835918,0.17989805783818588,0.4444444444444444,1.0,0.6153846153846153,8,0.39759036144578314,,,
physgp_rich,random,9,6,0.2950103073597642,0.22745149291797975,0.5,0.625,0.5555555555555556,8,0.5060240963855421,,,
simgp_rich,random,9,6,0.13264793331824434,0.0947150247448628,0.4375,0.875,0.5833333333333334,8,0.6626506024096386,,,
mean_of_samples,random,9,6,0.26108003724985024,0.2044532482971651,1.0,0.0,0.0,8,,,,
nearest_sample,random,9,6,0.1902236077292392,0.14091702417163493,0.3888888888888889,0.875,0.5384615384615385,8,,,,
decay_only,random,9,6,0.26964225589242385,0.209193662925482,0.14285714285714285,0.125,0.13333333333333333,8,,,,
simgp_core,random,10,6,0.13117009987102488,0.09168619312924352,0.4375,0.875,0.5833333333333334,8,0.5853658536585366,0.1,0.6,1.0
physgp_core,random,10,6,0.23887272594136552,0.18132119420525492,0.4444444444444444,1.0,0.6153846153846153,8,0.4268292682926829,,,
physgp_rich,random,10,6,0.2964337846470915,0.22968757916004612,0.5,0.625,0.5555555555555556,8,0.5,,,
simgp_rich,random,10,6,0.13152782202032337,0.09240722038754418,0.4375,0.875,0.5833333333333334,8,0.6707317073170732,,,
pinn_rich,random,10,6,0.138543368387899,0.10342435278965639,0.42857142857142855,0.75,0.5454545454545454,8,0.4268292682926829,,,
mean_of_samples,random,10,6,0.2623272515951497,0.20541027314265228,1.0,0.0,0.0,8,,,,
nearest_sample,random,10,6,0.20499338757052582,0.15574166410434914,0.3888888888888889,0.875,0.5384615384615385,8,,,,
decay_only,random,10,6,0.26599991804026707,0.20533671130611167,0.14285714285714285,0.125,0.13333333333333333,8,,,,
simgp_core,random,11,6,0.13079309691023008,0.08131020699577321,0.75,0.8571428571428571,0.7999999999999999,7,0.7901234567901234,0.1,0.6,1.0
physgp_core,random,11,6,0.24009586324122512,0.15509415052575612,0.2222222222222222,0.2857142857142857,0.25,7,0.8641975308641975,,,
physgp_rich,random,11,6,0.23977901050251477,0.17003494805822128,0.6666666666666666,0.8571428571428571,0.75,7,0.7407407407407407,,,
simgp_rich,random,11,6,0.14118902265633315,0.10155258445481734,0.5,0.7142857142857143,0.588235294117647,7,0.6790123456790124,,,
mean_of_samples,random,11,6,0.261181217182523,0.20358288611946754,1.0,0.0,0.0,7,,,,
nearest_sample,random,11,6,0.19296634764020096,0.13906184401498498,0.5,0.14285714285714285,0.22222222222222224,7,,,,
decay_only,random,11,6,0.2776339691090901,0.21581296910346157,0.14285714285714285,0.14285714285714285,0.14285714285714285,7,,,,
simgp_core,random,12,6,0.1298716017826993,0.08187904725723183,0.6666666666666666,0.8571428571428571,0.75,7,0.8,0.1,0.6,1.0
physgp_core,random,12,6,0.23832697534775832,0.1549574419362561,0.3,0.42857142857142855,0.3529411764705882,7,0.85,,,
physgp_rich,random,12,6,0.23984621951341636,0.1720476419871094,0.6666666666666666,0.8571428571428571,0.75,7,0.7125,,,
simgp_rich,random,12,6,0.13762507406244331,0.09341205755642899,0.7142857142857143,0.7142857142857143,0.7142857142857143,7,0.775,,,
pinn_rich,random,12,6,0.14389953028690383,0.09907842121766564,0.8,0.5714285714285714,0.6666666666666666,7,0.425,,,
mean_of_samples,random,12,6,0.2607384627381605,0.20250130491806811,1.0,0.0,0.0,7,,,,
nearest_sample,random,12,6,0.19250421674105883,0.13851456292932623,0.5,0.14285714285714285,0.22222222222222224,7,,,,
decay_only,random,12,6,0.2717649023981907,0.20839834836859233,0.14285714285714285,0.14285714285714285,0.14285714285714285,7,,,,
simgp_core,random,13,6,0.1305772591730476,0.08290263959276602,0.75,0.8571428571428571,0.7999999999999999,7,0.7848101265822784,0.1,0.6,1.0
physgp_core,random,13,6,0.23689071327162153,0.1545685610530927,0.3,0.42857142857142855,0.3529411764705882,7,0.8227848101265823,,,
physgp_rich,random,13,6,0.24263871167366732,0.17634810445317495,0.5,0.7142857142857143,0.588235294117647,7,0.6708860759493671,,,
simgp_rich,random,13,6,0.13811484466729926,0.09416466856350235,0.7142857142857143,0.7142857142857143,0.7142857142857143,7,0.759493670886076,,,
mean_of_samples,random,13,6,0.2621741008925446,0.20382389155312394,1.0,0.0,0.0,7,,,,
nearest_sample,random,13,6,0.19296464337763294,0.13948141825798188,0.5,0.14285714285714285,0.22222222222222224,7,,,,
decay_only,random,13,6,0.2702922725727902,0.20603057435313726,0.14285714285714285,0.14285714285714285,0.14285714285714285,7,,,,
simgp_core,random,14,6,0.129834985288632,0.08269037090261895,0.75,0.8571428571428571,0.7999999999999999,7,0.8205128205128205,0.1,0.6,1.0
physgp_core,random,14,6,0.23537973467507947,0.15468757639310485,0.3,0.42857142857142855,0.3529411764705882,7,0.8205128205128205,,,
physgp_rich,random,14,6,0.24327626679181463,0.17858253503309696,0.5,0.7142857142857143,0.588235294117647,7,0.6538461538461539,,,
simgp_rich,random,14,6,0.1403781199069173,0.0961156744446546,0.7142857142857143,0.7142857142857143,0.7142857142857143,7,0.7564102564102564,,,
mean_of_samples,random,14,6,0.2640930600619711,0.20581322429028523,1.0,0.0,0.0,7,,,,
nearest_sample,random,14,6,0.19419199137772258,0.1411016822203451,0.5,0.14285714285714285,0.22222222222222224,7,,,,
decay_only,random,14,6,0.26926083411108814,0.20513935064305477,0.14285714285714285,0.14285714285714285,0.14285714285714285,7,,,,
simgp_core,random,15,6,0.12913763785985957,0.08125671457815688,0.7142857142857143,0.7142857142857143,0.7142857142857143,7,0.8051948051948052,0.1,0.6,1.0
physgp_core,random,15,6,0.20714622030411192,0.13691349603353065,0.3,0.42857142857142855,0.3529411764705882,7,0.8051948051948052,,,
physgp_rich,random,15,6,0.21421498187314272,0.1657573826074174,0.35714285714285715,0.7142857142857143,0.4761904761904762,7,0.5844155844155844,,,
simgp_rich,random,15,6,0.14166877205558626,0.09691138973312888,0.7142857142857143,0.7142857142857143,0.7142857142857143,7,0.7272727272727273,,,
pinn_rich,random,15,6,0.1264340590021871,0.09648716052329183,0.6666666666666666,0.5714285714285714,0.6153846153846153,7,0.4155844155844156,,,
mean_of_samples,random,15,6,0.262586171489363,0.20820254939615135,1.0,0.0,0.0,7,,,,
nearest_sample,random,15,6,0.18421484521953035,0.13549160583941713,0.5,0.14285714285714285,0.22222222222222224,7,,,,
decay_only,random,15,6,0.257984857580996,0.19915996788683796,0.14285714285714285,0.14285714285714285,0.14285714285714285,7,,,,
simgp_core,uncertainty,3,6,0.1470276556872274,0.0926157375317225,0.45454545454545453,0.5555555555555556,0.5,9,0.8764044943820225,0.1,0.6,1.0
simgp_core,uncertainty,4,6,0.15363923930901596,0.09622814526303576,0.3333333333333333,0.5,0.4,8,0.875,0.4,0.6,1.0
simgp_core,uncertainty,5,6,0.15043021479279559,0.09337218054785423,0.4375,1.0,0.6086956521739131,7,0.8275862068965517,0.4,0.6,1.0
simgp_core,uncertainty,6,6,0.15135461268255715,0.08842953898261069,0.4375,1.0,0.6086956521739131,7,0.8372093023255814,0.4,0.6,1.0
simgp_core,uncertainty,7,6,0.14443179845214973,0.08063664487960018,0.42857142857142855,1.0,0.6,6,0.8470588235294118,0.4,0.6,1.0
simgp_core,uncertainty,8,6,0.07701692440881158,0.055040722893485855,0.7142857142857143,0.8333333333333334,0.7692307692307692,6,0.8690476190476191,0.1,0.6,1.0
simgp_core,uncertainty,9,6,0.07435068949749139,0.0535818401783179,0.7142857142857143,0.8333333333333334,0.7692307692307692,6,0.891566265060241,0.1,0.6,1.0
