model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,map_kb,map_kw,map_gamma
simgp_core,random,9,3,0.13959253056430504,0.11062091777489017,0.7272727272727273,0.4444444444444444,0.5517241379310345,18,0.8674698795180723,0.1,1.0,1.0
physgp_core,random,9,3,0.2684855594632621,0.22095374018774658,1.0,0.0,0.0,18,0.3493975903614458,,,
physgp_rich,random,9,3,0.290090075039165,0.23608964164904456,1.0,0.0,0.0,18,0.30120481927710846,,,
simgp_rich,random,9,3,0.10804949000598729,0.07890449703297257,0.7857142857142857,0.6111111111111112,0.6875000000000001,18,0.927710843373494,,,
mean_of_samples,random,9,3,0.26519791463643977,0.22232228491351527,1.0,0.0,0.0,18,,,,
nearest_sample,random,9,3,0.3631475217722729,0.28818573030762035,1.0,0.0,0.0,18,,,,
decay_only,random,9,3,0.2679430625729434,0.2221201668666721,1.0,0.0,0.0,18,,,,
simgp_core,random,10,3,0.15345961491571128,0.10865678252091251,0.7391304347826086,1.0,0.85,17,0.8536585365853658,0.1,1.0,1.0
physgp_core,random,10,3,0.3579839421937561,0.26087713080156205,0.41025641025641024,0.9411764705882353,0.5714285714285713,17,0.34146341463414637,,,
physgp_rich,random,10,3,0.30014676691573977,0.23957602588658813,0.5555555555555556,0.29411764705882354,0.3846153846153846,17,0.6219512195121951,,,
simgp_rich,random,10,3,0.11373756949166358,0.07997509949726844,0.7647058823529411,0.7647058823529411,0.7647058823529412,17,0.8902439024390244,,,
pinn_rich,random,10,3,0.19740553888926185,0.13921637384495103,0.8888888888888888,0.9411764705882353,0.9142857142857143,17,0.18292682926829268,,,
mean_of_samples,random,10,3,0.26573732121354987,0.22250068484857438,1.0,0.0,0.0,17,,,,
nearest_sample,random,10,3,0.23232479989310834,0.17132113958191042,0.8421052631578947,0.9411764705882353,0.8888888888888888,17,,,,
decay_only,random,10,3,0.2804597964667199,0.22797530414322859,1.0,0.0,0.0,17,,,,
simgp_core,random,11,3,0.1688114259668984,0.12172331342227269,0.7083333333333334,1.0,0.8292682926829268,17,0.8024691358024691,0.1,1.0,1.0
physgp_core,random,11,3,0.35966275957690685,0.2637027486757447,0.41025641025641024,0.9411764705882353,0.5714285714285713,17,0.32098765432098764,,,
physgp_rich,random,11,3,0.28402713833429505,0.2260388526184166,0.5555555555555556,0.29411764705882354,0.3846153846153846,17,0.6049382716049383,,,
simgp_rich,random,11,3,0.12164415286193667,0.0852346220001691,0.7647058823529411,0.7647058823529411,0.7647058823529412,17,0.8765432098765432,,,
mean_of_samples,random,11,3,0.26810393156559975,0.22476606684488407,1.0,0.0,0.0,17,,,,
nearest_sample,random,11,3,0.23442586271374663,0.17373882929229467,0.8421052631578947,0.9411764705882353,0.8888888888888888,17,,,,
decay_only,random,11,3,0.28234376439705805,0.23063770039161288,1.0,0.0,0.0,17,,,,
simgp_core,random,12,3,0.107881365568253,0.08004323938721322,0.85,1.0,0.9189189189189189,17,0.925,0.1,1.0,1.0
physgp_core,random,12,3,0.22494341636012874,0.14862313564898794,0.6666666666666666,0.35294117647058826,0.46153846153846156,17,0.8375,,,
physgp_rich,random,12,3,0.26715546943370944,0.1905081366701135,0.6,0.5294117647058824,0.5625,17,0.775,,,
simgp_rich,random,12,3,0.1452974237384944,0.1005077718483512,0.8235294117647058,0.8235294117647058,0.8235294117647058,17,0.875,,,
pinn_rich,random,12,3,0.20283158569732182,0.14355977526335253,0.8,0.9411764705882353,0.8648648648648648,17,0.225,,,
mean_of_samples,random,12,3,0.27142374853603624,0.2272990507083581,1.0,0.0,0.0,17,,,,
nearest_sample,random,12,3,0.21253145335081305,0.1533537146324871,0.8421052631578947,0.9411764705882353,0.8888888888888888,17,,,,
decay_only,random,12,3,0.2863439747508243,0.23420193588965627,1.0,0.0,0.0,17,,,,
simgp_core,random,13,3,0.1093286374476272,0.07912074072032657,0.85,1.0,0.9189189189189189,17,0.9240506329113924,0.1,1.0,1.0
physgp_core,random,13,3,0.23245734154701048,0.1584778101241514,0.625,0.29411764705882354,0.4,17,0.7974683544303798,,,
physgp_rich,random,13,3,0.25040061747182935,0.17490606545594684,0.5625,0.5294117647058824,0.5454545454545455,17,0.759493670886076,,,
simgp_rich,random,13,3,0.12089573638756472,0.08391047404565322,0.7894736842105263,0.8823529411764706,0.8333333333333333,17,0.8607594936708861,,,
mean_of_samples,random,13,3,0.26885457473552826,0.22530683071501365,1.0,0.0,0.0,17,,,,
nearest_sample,random,13,3,0.22808663335856344,0.1673098924402932,0.9411764705882353,0.9411764705882353,0.9411764705882353,17,,,,
decay_only,random,13,3,0.2809552571766267,0.23032664346609644,1.0,0.0,0.0,17,,,,
simgp_core,random,14,3,0.11907358355244296,0.08158457297734545,0.7619047619047619,0.9411764705882353,0.8421052631578947,17,0.8846153846153846,0.1,1.0,1.0
physgp_core,random,14,3,0.20040457172097723,0.14052904792092955,0.5555555555555556,0.29411764705882354,0.3846153846153846,17,0.782051282051282,,,
physgp_rich,random,14,3,0.26065879049720464,0.20659917088941215,0.45454545454545453,0.29411764705882354,0.35714285714285715,17,0.5256410256410257,,,
simgp_rich,random,14,3,0.12668561092872238,0.08757136234752426,0.7777777777777778,0.8235294117647058,0.7999999999999999,17,0.8589743589743589,,,
mean_of_samples,random,14,3,0.25910737929019073,0.21779568138519792,1.0,0.0,0.0,17,,,,
nearest_sample,random,14,3,0.20416759012796076,0.15014526018767937,0.9411764705882353,0.9411764705882353,0.9411764705882353,17,,,,
decay_only,random,14,3,0.26235722259971667,0.2203672366852233,1.0,0.0,0.0,17,,,,
simgp_core,random,15,3,0.1179304262273639,0.08309127833728856,0.85,1.0,0.9189189189189189,17,0.7792207792207793,0.1,1.0,1.0
physgp_core,random,15,3,0.20416928167200235,0.13754229215250185,0.6666666666666666,0.35294117647058826,0.46153846153846156,17,0.7662337662337663,,,
physgp_rich,random,15,3,0.26345507403737617,0.20758074906237797,0.45454545454545453,0.29411764705882354,0.35714285714285715,17,0.5194805194805194,,,
simgp_rich,random,15,3,0.12535142095961496,0.09081559689310836,0.7894736842105263,0.8823529411764706,0.8333333333333333,17,0.7532467532467533,,,
pinn_rich,random,15,3,0.1344853828236896,0.08753428845498008,0.8888888888888888,0.9411764705882353,0.9142857142857143,17,0.35064935064935066,,,
mean_of_samples,random,15,3,0.2618025117633516,0.21955924171674113,1.0,0.0,0.0,17,,,,
nearest_sample,random,15,3,0.20952200495471424,0.1517178557299691,0.9411764705882353,0.9411764705882353,0.9411764705882353,17,,,,
decay_only,random,15,3,0.2676946178109902,0.22102893850790692,1.0,0.0,0.0,17,,,,
simgp_core,uncertainty,3,3,0.196219191264459,0.1414103374212216,0.85,0.9444444444444444,0.8947368421052632,18,0.7191011235955056,0.1,1.0,1.0
simgp_core,uncertainty,4,3,0.2181235691605328,0.1567570937882473,0.9375,0.8823529411764706,0.9090909090909091,17,0.5454545454545454,0.1,0.6,1.0
simgp_core,uncertainty,5,3,0.2055437816884678,0.1521783399858718,0.875,0.875,0.875,16,0.40229885057471265,0.1,1.0,1.0
simgp_core,uncertainty,6,3,0.21040288525816184,0.15224132161216425,0.8235294117647058,0.875,0.8484848484848485,16,0.45348837209302323,0.1,1.0,1.0
simgp_core,uncertainty,7,3,0.18730047098046335,0.13688378589810582,0.8235294117647058,0.875,0.8484848484848485,16,0.4470588235294118,0.1,1.0,1.0
simgp_core,uncertainty,8,3,0.20188397407850384,0.14301296035170563,0.9333333333333333,0.875,0.9032258064516129,16,0.6190476190476191,0.1,0.6,1.0
simgp_core,uncertainty,9,3,0.21177529835992132,0.14867968738259593,0.9411764705882353,1.0,0.9696969696969697,16,0.30120481927710846,0.1,0.6,1.0
simgp_core,uncertainty,10,3,0.2042499580028589,0.14620285760135074,0.9411764705882353,1.0,0.9696969696969697,16,0.2682926829268293,0.1,0.6,1.0
simgp_core,uncertainty,11,3,0.20553501294566834,0.14790678423589826,0.9375,1.0,0.967741935483871,15,0.24691358024691357,0.1,0.6,1.0
simgp_core,uncertainty,12,3,0.20592541603459663,0.14841777428818798,0.9333333333333333,0.9333333333333333,0.9333333333333333,15,0.2375,0.1,0.6,1.0
simgp_core,uncertainty,13,3,0.20564936211815676,0.14892787502069785,0.9333333333333333,0.9333333333333333,0.9333333333333333,15,0.20253164556962025,0.1,0.6,1.0
simgp_core,uncertainty,14,3,0.2058361767256313,0.14973925487072867,0.9333333333333333,0.9333333333333333,0.9333333333333333,15,0.1794871794871795,0.1,0.6,1.0
simgp_core,uncertainty,15,3,0.20581077641852502,0.14955867869677372,1.0,1.0,1.0,14,0.19480519480519481,0.1,0.6,1.0
simgp_core,straddle,3,3,0.15754953972379523,0.11213142930621942,0.8,0.6666666666666666,0.7272727272727272,18,0.8314606741573034,0.1,1.0,1.0
simgp_core,straddle,4,3,0.18067903964952425,0.13370741912322745,0.8823529411764706,0.8823529411764706,0.8823529411764706,17,0.7045454545454546,0.1,1.0,1.0
simgp_core,straddle,5,3,0.21316532209635994,0.15516509329068026,0.9333333333333333,0.8235294117647058,0.8749999999999999,17,0.5747126436781609,0.1,0.6,1.0
simgp_core,straddle,6,3,0.15477861215105682,0.11078415761784781,0.9411764705882353,1.0,0.9696969696969697,16,0.9069767441860465,0.1,1.0,1.0
simgp_core,straddle,7,3,0.1612470868743889,0.11325245374004793,1.0,0.9375,0.967741935483871,16,0.43529411764705883,0.1,1.0,1.0
simgp_core,straddle,8,3,0.16457341909844891,0.1116957410846732,1.0,1.0,1.0,15,0.42857142857142855,0.1,1.0,1.0
simgp_core,straddle,9,3,0.16430657153405756,0.11282009401445052,1.0,1.0,1.0,15,0.40963855421686746,0.1,1.0,1.0
simgp_core,straddle,10,3,0.16422838634114514,0.11664853571215238,1.0,1.0,1.0,15,0.5853658536585366,0.1,1.0,1.0
simgp_core,straddle,11,3,0.17426594072924012,0.11878721540733372,1.0,1.0,1.0,15,0.6172839506172839,0.1,1.0,1.0
simgp_core,straddle,12,3,0.17474873279493192,0.11792768428644093,1.0,1.0,1.0,14,0.6,0.1,1.0,1.0
simgp_core,straddle,13,3,0.1873371031623694,0.13023099391093715,1.0,1.0,1.0,14,0.6075949367088608,0.1,0.6,1.0
simgp_core,straddle,14,3,0.1789012123477518,0.12298377512580029,1.0,1.0,1.0,13,0.6025641025641025,0.1,1.0,1.0
simgp_core,straddle,15,3,0.1745867821536541,0.1190525673627476,1.0,1.0,1.0,12,0.5974025974025974,0.1,1.0,1.0
simgp_core,random,3,4,0.21394742726153088,0.14453004487058688,0.65,1.0,0.787878787878788,13,0.6179775280898876,0.7,0.6,1.0
physgp_core,random,3,4,0.3332425683236298,0.2370738195562563,0.5652173913043478,1.0,0.7222222222222222,13,0.07865168539325842,,,
physgp_rich,random,3,4,0.3334087463878182,0.23997544058229803,0.5652173913043478,1.0,0.7222222222222222,13,0.10112359550561797,,,
simgp_rich,random,3,4,0.20248068707340955,0.14366451216559195,0.65,1.0,0.787878787878788,13,0.5955056179775281,,,
pinn_rich,random,3,4,0.24402608737756817,0.18612395796829181,1.0,0.0,0.0,13,0.24719101123595505,,,
mean_of_samples,random,3,4,0.3372571781623345,0.2800406338450685,1.0,0.0,0.0,13,,,,
nearest_sample,random,3,4,0.27237957737381907,0.21736412457822726,1.0,0.0,0.0,13,,,,
decay_only,random,3,4,0.33371864717461386,0.24116598246199883,0.5652173913043478,1.0,0.7222222222222222,13,,,,
simgp_core,random,4,4,0.22040118867255099,0.14362715651853855,0.65,1.0,0.787878787878788,13,0.625,0.7,0.6,1.0
physgp_core,random,4,4,0.3339062202499215,0.22819513988472623,0.5652173913043478,1.0,0.7222222222222222,13,0.3068181818181818,,,
physgp_rich,random,4,4,0.3362942036112219,0.23983839152768247,0.5652173913043478,1.0,0.7222222222222222,13,0.22727272727272727,,,
simgp_rich,random,4,4,0.21780195247031994,0.14325538857928824,0.65,1.0,0.787878787878788,13,0.6022727272727273,,,
mean_of_samples,random,4,4,0.3244994720124817,0.27058589386309656,1.0,0.0,0.0,13,,,,
nearest_sample,random,4,4,0.24550314568071716,0.18436181162119913,1.0,0.0,0.0,13,,,,
decay_only,random,4,4,0.33903453358800983,0.24056628797453533,0.5652173913043478,1.0,0.7222222222222222,13,,,,
simgp_core,random,5,4,0.2135980606733826,0.14397146251604864,0.7692307692307693,0.8333333333333334,0.8,12,0.5402298850574713,0.1,1.0,0.5
physgp_core,random,5,4,0.3042298681664894,0.21199621788923834,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.3218390804597701,,,
physgp_rich,random,5,4,0.3021259804080014,0.24038591110549645,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.6666666666666666,,,
simgp_rich,random,5,4,0.1923468432038157,0.13981281527364334,0.8,1.0,0.888888888888889,12,0.5862068965517241,,,
pinn_rich,random,5,4,0.2772605829670692,0.19707337001186828,1.0,0.16666666666666666,0.2857142857142857,12,0.28735632183908044,,,
mean_of_samples,random,5,4,0.29246683319423156,0.23916135785264425,1.0,0.0,0.0,12,,,,
nearest_sample,random,5,4,0.24362464349268137,0.17774666257654362,0.5,0.3333333333333333,0.4,12,,,,
decay_only,random,5,4,0.3028699291456919,0.24200708210115518,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,6,4,0.21992278265230572,0.1521779623239988,0.7692307692307693,0.8333333333333334,0.8,12,0.5116279069767442,0.1,1.0,0.5
physgp_core,random,6,4,0.32738518873971084,0.2345770106799025,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.20930232558139536,,,
physgp_rich,random,6,4,0.27848471504503486,0.19946778499337486,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.4883720930232558,,,
simgp_rich,random,6,4,0.19360214111058116,0.14069839395306388,0.8,1.0,0.888888888888889,12,0.4883720930232558,,,
mean_of_samples,random,6,4,0.2924537120852839,0.2381931961908912,1.0,0.0,0.0,12,,,,
nearest_sample,random,6,4,0.2745951365588509,0.20157345755568973,0.5,0.3333333333333333,0.4,12,,,,
decay_only,random,6,4,0.3061073097286405,0.23774750344999981,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,7,4,0.19653239998593106,0.13822991680933616,0.7692307692307693,0.8333333333333334,0.8,12,0.6235294117647059,0.1,1.0,0.0
physgp_core,random,7,4,0.2913262767620257,0.20891739057273193,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.4235294117647059,,,
physgp_rich,random,7,4,0.2762890066884414,0.19806014844511816,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.5411764705882353,,,
simgp_rich,random,7,4,0.20139600245052589,0.13929867709046442,0.7692307692307693,0.8333333333333334,0.8,12,0.6,,,
mean_of_samples,random,7,4,0.29416358170808626,0.24067482029152037,1.0,0.0,0.0,12,,,,
nearest_sample,random,7,4,0.2626755669797859,0.19103687532714464,0.5,0.3333333333333333,0.4,12,,,,
decay_only,random,7,4,0.30804224400505886,0.24026530349359473,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,8,4,0.20024752571935062,0.13873423107107,0.7692307692307693,0.8333333333333334,0.8,12,0.6190476190476191,0.1,1.0,0.0
physgp_core,random,8,4,0.3108751994494782,0.2309072641710517,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.44047619047619047,,,
physgp_rich,random,8,4,0.2859421674516722,0.2018083347054347,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.40476190476190477,,,
simgp_rich,random,8,4,0.2056428458454877,0.1428637317428595,0.7692307692307693,0.8333333333333334,0.8,12,0.5952380952380952,,,
pinn_rich,random,8,4,0.28630216221713733,0.20114624910257395,1.0,0.16666666666666666,0.2857142857142857,12,0.34523809523809523,,,
mean_of_samples,random,8,4,0.2957545646795987,0.2420618035751306,1.0,0.0,0.0,12,,,,
nearest_sample,random,8,4,0.26390272584532704,0.19143234732723102,0.5,0.3333333333333333,0.4,12,,,,
decay_only,random,8,4,0.31111603230972606,0.24184633780685152,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,9,4,0.19733725281906342,0.14098765007757233,0.7692307692307693,0.8333333333333334,0.8,12,0.6626506024096386,0.25,0.6,1.0
physgp_core,random,9,4,0.30936797755762885,0.22945167015998347,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.43373493975903615,,,
physgp_rich,random,9,4,0.2893835507028338,0.2054547056803876,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.3373493975903614,,,
simgp_rich,random,9,4,0.20799003849139916,0.1425890508123174,0.6923076923076923,0.75,0.7199999999999999,12,0.5903614457831325,,,
mean_of_samples,random,9,4,0.29750656476084875,0.244662268276877,1.0,0.0,0.0,12,,,,
nearest_sample,random,9,4,0.2653916317856741,0.1933483184818828,0.5,0.3333333333333333,0.4,12,,,,
decay_only,random,9,4,0.31303801497799755,0.2445008700259465,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,10,4,0.17680309172286957,0.11902901420629663,0.75,0.75,0.75,12,0.7439024390243902,0.25,0.6,1.0
physgp_core,random,10,4,0.30783420027880243,0.22988174311842657,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.5,,,
physgp_rich,random,10,4,0.25115549995534237,0.16041975622393764,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.524390243902439,,,
simgp_rich,random,10,4,0.16683033435517958,0.10109592972550337,0.75,0.75,0.75,12,0.6951219512195121,,,
pinn_rich,random,10,4,0.19674548743097073,0.14820828452397633,1.0,0.16666666666666666,0.2857142857142857,12,0.2682926829268293,,,
mean_of_samples,random,10,4,0.29944852543395445,0.24792044573252195,1.0,0.0,0.0,12,,,,
nearest_sample,random,10,4,0.2591374452691709,0.18419880796070384,0.5,0.3333333333333333,0.4,12,,,,
decay_only,random,10,4,0.30999409948253664,0.24535242020413844,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,11,4,0.17623283875769735,0.11770574982962467,0.75,0.75,0.75,12,0.7530864197530864,0.25,0.6,1.0
physgp_core,random,11,4,0.3141047561712333,0.23052572082145162,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.3950617283950617,,,
physgp_rich,random,11,4,0.2523075148856865,0.16092845790645913,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.5185185185185185,,,
simgp_rich,random,11,4,0.17062985329701932,0.11096249452649533,0.6923076923076923,0.75,0.7199999999999999,12,0.654320987654321,,,
mean_of_samples,random,11,4,0.298620501668983,0.2456641081956977,1.0,0.0,0.0,12,,,,
nearest_sample,random,11,4,0.2665526758444041,0.19177517667247437,0.5,0.3333333333333333,0.4,12,,,,
decay_only,random,11,4,0.3134515579228723,0.24437495701748319,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,12,4,0.17252814648964954,0.11193920194077193,0.75,0.75,0.75,12,0.7625,0.25,0.6,1.0
physgp_core,random,12,4,0.3124130011587954,0.21973536472639132,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.4125,,,
physgp_rich,random,12,4,0.25052442840727696,0.15388435352860483,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.5375,,,
simgp_rich,random,12,4,0.16911948221176984,0.10317611045760047,0.75,0.75,0.75,12,0.6,,,
pinn_rich,random,12,4,0.20224861702605573,0.15156258299902067,1.0,0.16666666666666666,0.2857142857142857,12,0.3,,,
mean_of_samples,random,12,4,0.29857180149643253,0.2432126307137176,1.0,0.0,0.0,12,,,,
nearest_sample,random,12,4,0.2686497179161163,0.19560362675350104,1.0,0.0,0.0,12,,,,
decay_only,random,12,4,0.3187971152729239,0.24404692152363036,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,13,4,0.17242561759476913,0.11105153078372504,0.7272727272727273,0.6666666666666666,0.6956521739130435,12,0.5822784810126582,0.25,0.6,1.0
physgp_core,random,13,4,0.2710520232404532,0.17826747922680702,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.5822784810126582,,,
physgp_rich,random,13,4,0.25111813384338705,0.15382584089873913,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.4936708860759494,,,
simgp_rich,random,13,4,0.16900971841684326,0.10220329690355019,0.75,0.75,0.75,12,0.569620253164557,,,
mean_of_samples,random,13,4,0.2979633633435985,0.244018957356435,1.0,0.0,0.0,12,,,,
nearest_sample,random,13,4,0.2566486697859275,0.18247128378792463,1.0,0.0,0.0,12,,,,
decay_only,random,13,4,0.31371054181008545,0.2422281306180353,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,14,4,0.173549846152622,0.10611145093428231,0.7857142857142857,0.9166666666666666,0.8461538461538461,12,0.6923076923076923,0.25,0.6,1.0
physgp_core,random,14,4,0.27483357850078416,0.1735073273757985,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.7307692307692307,,,
physgp_rich,random,14,4,0.266409764328212,0.1714830404747402,0.42857142857142855,0.5,0.4615384615384615,12,0.5769230769230769,,,
simgp_rich,random,14,4,0.17098017368618926,0.10433475124505737,0.7272727272727273,0.6666666666666666,0.6956521739130435,12,0.5512820512820513,,,
mean_of_samples,random,14,4,0.2971414051141915,0.24069775262964896,1.0,0.0,0.0,12,,,,
nearest_sample,random,14,4,0.25783131333465464,0.18315915409881264,1.0,0.0,0.0,12,,,,
decay_only,random,14,4,0.3202577047857923,0.24220435241854696,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,random,15,4,0.17881852841818496,0.10894164637587404,0.7142857142857143,0.8333333333333334,0.7692307692307692,12,0.8051948051948052,0.4,0.6,1.0
physgp_core,random,15,4,0.25393590368758734,0.16399885241197462,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,0.7402597402597403,,,
physgp_rich,random,15,4,0.27066056716221554,0.1744623022306349,0.42857142857142855,0.5,0.4615384615384615,12,0.5324675324675324,,,
simgp_rich,random,15,4,0.18011389313915468,0.10746153490999799,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,0.7012987012987013,,,
pinn_rich,random,15,4,0.195139955869037,0.14171029049284767,1.0,0.16666666666666666,0.2857142857142857,12,0.2727272727272727,,,
mean_of_samples,random,15,4,0.29948985521506083,0.24152350195381653,1.0,0.0,0.0,12,,,,
nearest_sample,random,15,4,0.26588192882494394,0.18968516044768952,1.0,0.0,0.0,12,,,,
decay_only,random,15,4,0.32694230149450193,0.2459829988292707,0.4166666666666667,0.4166666666666667,0.4166666666666667,12,,,,
simgp_core,uncertainty,3,4,0.21469004044627665,0.14256076014622987,0.65,1.0,0.787878787878788,13,0.6292134831460674,0.7,0.6,1.0
simgp_core,uncertainty,4,4,0.1791509903339827,0.12427044178222958,1.0,0.5384615384615384,0.7000000000000001,13,0.625,0.1,0.6,1.0
simgp_core,uncertainty,5,4,0.1744118876545945,0.12071062831669742,1.0,0.8333333333333334,0.9090909090909091,12,0.5862068965517241,0.1,0.6,1.0
simgp_core,uncertainty,6,4,0.17480145854507914,0.121676909186686,1.0,0.8333333333333334,0.9090909090909091,12,0.5930232558139535,0.1,0.6,1.0
simgp_core,uncertainty,7,4,0.1723167641913752,0.11994717868912615,1.0,0.8333333333333334,0.9090909090909091,12,0.35294117647058826,0.1,0.6,1.0
simgp_core,uncertainty,8,4,0.16640409910786474,0.11794511985512965,1.0,0.7272727272727273,0.8421052631578948,11,0.5476190476190477,0.1,0.6,1.0
simgp_core,uncertainty,9,4,0.1628291595491782,0.11452387850121576,1.0,0.7272727272727273,0.8421052631578948,11,0.5542168674698795,0.1,0.6,1.0
simgp_core,uncertainty,10,4,0.16527930725455042,0.11479499156888544,1.0,1.0,1.0,10,0.5975609756097561,0.1,0.6,0.0
simgp_core,uncertainty,11,4,0.16575400528595324,0.11328379719824916,1.0,0.6666666666666666,0.8,9,0.5185185185185185,0.1,0.6,0.5
simgp_core,uncertainty,12,4,0.1649211722201198,0.11340618050947109,1.0,0.625,0.7692307692307693,8,0.5625,0.1,0.6,1.0
simgp_core,uncertainty,13,4,0.1639455476216808,0.11338831672881537,1.0,0.625,0.7692307692307693,8,0.5316455696202531,0.1,0.6,1.0
simgp_core,uncertainty,14,4,0.145271099221858,0.11062421765365094,0.875,1.0,0.9333333333333333,7,0.6538461538461539,0.1,1.0,1.0
simgp_core,uncertainty,15,4,0.17135460393514046,0.12181191108867091,1.0,1.0,1.0,6,0.6103896103896104,0.1,0.6,1.0
simgp_core,straddle,3,4,0.2363688650532084,0.15955706794509641,0.52,1.0,0.6842105263157895,13,0.5955056179775281,0.1,1.0,1.0
simgp_core,straddle,4,4,0.19400619875202277,0.13573024865919808,0.75,0.6923076923076923,0.7199999999999999,13,0.6477272727272727,0.1,0.6,1.0
simgp_core,straddle,5,4,0.15176757757354706,0.11606561695736721,0.75,1.0,0.8571428571428571,12,0.5632183908045977,0.1,1.5,0.0
simgp_core,straddle,6,4,0.1775179272183372,0.13030409777161395,0.75,1.0,0.8571428571428571,12,0.7209302325581395,0.1,1.5,0.5
simgp_core,straddle,7,4,0.1469209588747549,0.11136317591983813,0.75,1.0,0.8571428571428571,12,0.6588235294117647,0.1,1.5,1.0
simgp_core,straddle,8,4,0.16942902735728818,0.12475987225583207,0.8,1.0,0.888888888888889,12,0.6428571428571429,0.1,1.0,1.0
simgp_core,straddle,9,4,0.1742451063819722,0.12884147832365925,0.7857142857142857,1.0,0.88,11,0.5662650602409639,0.1,1.0,1.0
simgp_core,straddle,10,4,0.17945443811325823,0.13289386456726834,0.9166666666666666,1.0,0.9565217391304348,11,0.3780487804878049,0.1,1.0,1.0
simgp_core,straddle,11,4,0.18119028201026766,0.13388725528888473,0.9090909090909091,1.0,0.9523809523809523,10,0.30864197530864196,0.1,1.0,1.0
simgp_core,straddle,12,4,0.18329801289400102,0.13531492540876727,0.9,1.0,0.9473684210526316,9,0.325,0.1,1.0,1.0
simgp_core,straddle,13,4,0.21653230466131784,0.1603159374744509,0.9,1.0,0.9473684210526316,9,0.3037974683544304,0.1,1.0,1.0
simgp_core,straddle,14,4,0.1696259339423266,0.12779936974545172,0.9,1.0,0.9473684210526316,9,0.28205128205128205,0.1,1.0,1.0
simgp_core,straddle,15,4,0.16183481662588475,0.12064610384474878,1.0,1.0,1.0,9,0.3246753246753247,0.1,1.0,1.0
simgp_core,random,3,5,0.15396870562273274,0.11703369660290465,0.9,0.5294117647058824,0.6666666666666667,17,0.6404494382022472,0.1,0.6,0.0
physgp_core,random,3,5,0.3580760595815317,0.30939982240939323,0.6923076923076923,0.5294117647058824,0.5999999999999999,17,0.1797752808988764,,,
physgp_rich,random,3,5,0.3542759882824437,0.30141987535449505,0.6428571428571429,0.5294117647058824,0.5806451612903226,17,0.29213483146067415,,,
simgp_rich,random,3,5,0.15685179480691128,0.11837188959293053,0.9,0.5294117647058824,0.6666666666666667,17,0.6741573033707865,,,
pinn_rich,random,3,5,0.3244929984392266,0.27092315954600876,1.0,0.0,0.0,17,0.25842696629213485,,,
mean_of_samples,random,3,5,0.4568962886291692,0.40940754388408895,1.0,0.0,0.0,17,,,,
nearest_sample,random,3,5,0.2886733087297154,0.23584958763638042,1.0,0.0,0.0,17,,,,
decay_only,random,3,5,0.3566743784708641,0.3106728818818089,0.6428571428571429,0.5294117647058824,0.5806451612903226,17,,,,
simgp_core,random,4,5,0.16049283809097545,0.12288557946086076,0.8,0.5,0.6153846153846154,16,0.625,0.4,0.6,1.0
physgp_core,random,4,5,0.32362038680924854,0.26690093648375374,0.3333333333333333,0.125,0.18181818181818182,16,0.2840909090909091,,,
physgp_rich,random,4,5,0.34660675596444324,0.2989353794010865,0.3333333333333333,0.125,0.18181818181818182,16,0.375,,,
simgp_rich,random,4,5,0.16232874895072866,0.12252011915096205,0.8,0.5,0.6153846153846154,16,0.6590909090909091,,,
