model,strategy,n,seed,rmse_min,precision_min,recall_min,f1_min,n_true_viol_min,coverage90_min,coverage50_min,coverage80_min,coverage95_min,rmse_night,recall_night,coverage90_night,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose
simgp24,straddle_min,13,3,0.13139783990018086,1.0,1.0,1.0,0,0.8181818181818182,0.45454545454545453,0.7727272727272727,0.9090909090909091,0.3160372146990233,1.0,0.6818181818181818,0.1,0.1,0.5,1.15,1.0,0.9
simgp24,straddle_min,14,3,0.09022859949921556,1.0,1.0,1.0,0,0.9047619047619048,0.6666666666666666,0.8571428571428571,1.0,0.08050398855376058,1.0,1.0,0.1,0.1,0.5,1.15,1.0,0.9
simgp24,straddle_min,15,3,0.10343161353176203,1.0,1.0,1.0,0,0.85,0.65,0.85,0.95,0.10080749682814456,1.0,1.0,0.1,0.1,0.0,1.15,1.0,0.9
simgp24,random,3,4,0.09338604892640046,0.5,1.0,0.6666666666666666,10,0.8125,0.40625,0.65625,0.90625,0.07244012352285854,0.5,1.0,0.1,0.3,1.0,1.15,1.0,1.1
simgp24_g75,random,3,4,0.0874870147642236,0.625,1.0,0.7692307692307693,10,0.71875,0.34375,0.59375,0.8125,,,,,,,,,
simgp_timeblind,random,3,4,0.12649050413594892,0.8,0.4,0.5333333333333333,10,1.0,,,,0.42867753035024225,0.5,0.53125,,,,,,
mean_of_samples,random,3,4,0.23805348196516404,1.0,0.0,0.0,10,0.0,,,,0.5237955526802105,0.0,0.0,,,,,,
simgp24,random,4,4,0.07097645150718683,0.5882352941176471,1.0,0.7407407407407407,10,0.8064516129032258,0.5161290322580645,0.7419354838709677,0.9354838709677419,0.07112996338197786,0.0,1.0,0.1,0.3,1.0,1.15,1.0,1.1
simgp24_g75,random,4,4,0.06701256066030854,0.6666666666666666,1.0,0.8,10,0.9032258064516129,0.3548387096774194,0.8709677419354839,0.9354838709677419,,,,,,,,,
simgp_timeblind,random,4,4,0.13846770973216274,1.0,0.3,0.4615384615384615,10,0.8064516129032258,,,,0.4210820314623041,0.5,0.41935483870967744,,,,,,
mean_of_samples,random,4,4,0.24004848966518422,1.0,0.0,0.0,10,0.0,,,,0.5091187684197687,0.0,0.0,,,,,,
simgp24,random,5,4,0.06751630533873461,0.625,1.0,0.7692307692307693,10,0.9,0.4666666666666667,0.7666666666666667,1.0,0.07132364492229214,0.0,1.0,0.1,0.3,1.0,1.15,1.0,1.1
simgp24_g75,random,5,4,0.05103308470760148,0.6666666666666666,1.0,0.8,10,0.9333333333333333,0.5666666666666667,0.9,0.9666666666666667,,,,,,,,,
simgp_timeblind,random,5,4,0.10540996814275959,1.0,0.3,0.4615384615384615,10,0.8,,,,0.39256687489589415,0.5,0.3333333333333333,,,,,,
mean_of_samples,random,5,4,0.2854552947515389,1.0,0.0,0.0,10,0.0,,,,0.36052854106323945,0.0,0.0,,,,,,
simgp24,random,6,4,0.07951644451358365,0.6428571428571429,0.9,0.75,10,0.8620689655172413,0.4827586206896552,0.7241379310344828,1.0,0.1427742274090802,0.0,0.8275862068965517,0.1,0.3,1.0,1.15,1.0,1.1
simgp24_g75,random,6,4,0.07644474073101436,0.9,0.9,0.9,10,0.7586206896551724,0.27586206896551724,0.5862068965517241,0.8620689655172413,,,,,,,,,
simgp_timeblind,random,6,4,0.11423887472052892,1.0,0.3,0.4615384615384615,10,0.7931034482758621,,,,0.3938773309785993,0.5,0.3103448275862069,,,,,,
mean_of_samples,random,6,4,0.26251081111070446,1.0,0.0,0.0,10,0.0,,,,0.3801012083659966,0.0,0.0,,,,,,
simgp24,random,7,4,0.08291443551595999,0.7142857142857143,1.0,0.8333333333333333,10,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.9642857142857143,0.15040070341850043,0.0,0.75,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,7,4,0.053540026946666174,0.75,0.9,0.8181818181818182,10,0.8928571428571429,0.5714285714285714,0.7857142857142857,0.9285714285714286,,,,,,,,,
simgp_timeblind,random,7,4,0.18115814458972698,1.0,0.1,0.18181818181818182,10,0.8571428571428571,,,,0.3736024964240142,0.0,0.6428571428571429,,,,,,
mean_of_samples,random,7,4,0.3120378916817983,1.0,0.0,0.0,10,0.0,,,,0.35419781853028665,0.0,0.0,,,,,,
simgp24,random,8,4,0.08528162034474081,0.8,0.8888888888888888,0.8421052631578948,9,0.7777777777777778,0.5185185185185185,0.6666666666666666,0.8518518518518519,0.1625554939584234,0.0,0.6296296296296297,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,8,4,0.05668358916639855,0.8888888888888888,0.8888888888888888,0.8888888888888888,9,0.8518518518518519,0.5185185185185185,0.7777777777777778,0.9259259259259259,,,,,,,,,
simgp_timeblind,random,8,4,0.1802639644512753,1.0,0.1111111111111111,0.19999999999999998,9,0.8518518518518519,,,,0.3654663606505015,0.0,0.6296296296296297,,,,,,
mean_of_samples,random,8,4,0.3150020583654813,1.0,0.0,0.0,9,0.0,,,,0.35677843000729914,0.0,0.0,,,,,,
simgp24,random,9,4,0.08280131435080726,0.7,0.875,0.7777777777777777,8,0.8076923076923077,0.46153846153846156,0.6538461538461539,0.8076923076923077,0.1344970586669595,1.0,1.0,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,9,4,0.0771017496559129,0.875,0.875,0.875,8,0.8076923076923077,0.46153846153846156,0.7692307692307693,0.8461538461538461,,,,,,,,,
simgp_timeblind,random,9,4,0.19195532919246158,1.0,0.125,0.2222222222222222,8,0.8846153846153846,,,,0.38418137302263566,0.0,0.6923076923076923,,,,,,
mean_of_samples,random,9,4,0.30987315171569,1.0,0.0,0.0,8,0.0,,,,0.35939343951644703,0.0,0.0,,,,,,
simgp24,random,10,4,0.08300929088039406,0.7,0.875,0.7777777777777777,8,0.8,0.48,0.72,0.84,0.1398495085193433,1.0,0.8,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,10,4,0.07598555804612388,0.875,0.875,0.875,8,0.84,0.48,0.8,0.84,,,,,,,,,
simgp_timeblind,random,10,4,0.19959809582858093,1.0,0.125,0.2222222222222222,8,0.72,,,,0.36680568409192105,0.5,0.64,,,,,,
mean_of_samples,random,10,4,0.30109242254641727,1.0,0.0,0.0,8,0.0,,,,0.36634911012343085,0.0,0.0,,,,,,
simgp24,random,11,4,0.06745553971550151,0.7,1.0,0.8235294117647058,7,0.7916666666666666,0.5,0.75,0.9166666666666666,0.08498205242992106,1.0,1.0,0.25,0.1,1.0,1.0,1.1,1.1
simgp24_g75,random,11,4,0.048330124919520094,0.875,1.0,0.9333333333333333,7,0.8333333333333334,0.625,0.7083333333333334,0.9166666666666666,,,,,,,,,
simgp_timeblind,random,11,4,0.19712694981327264,1.0,0.0,0.0,7,0.875,,,,0.36526377621299494,0.0,0.7083333333333334,,,,,,
mean_of_samples,random,11,4,0.29993966527171095,1.0,0.0,0.0,7,0.0,,,,0.37279112186384855,0.0,0.0,,,,,,
simgp24,random,12,4,0.09562983017057497,0.7777777777777778,1.0,0.8750000000000001,7,0.8260869565217391,0.43478260869565216,0.6521739130434783,0.8695652173913043,0.13432134091615794,1.0,0.7391304347826086,0.25,0.1,1.0,1.0,1.1,1.1
simgp24_g75,random,12,4,0.05597427401709231,0.7777777777777778,1.0,0.8750000000000001,7,0.8260869565217391,0.4782608695652174,0.7391304347826086,0.9565217391304348,,,,,,,,,
simgp_timeblind,random,12,4,0.1618128330872075,1.0,0.0,0.0,7,0.8260869565217391,,,,0.3870541870166322,0.0,0.6086956521739131,,,,,,
mean_of_samples,random,12,4,0.2917272130078279,1.0,0.0,0.0,7,0.0,,,,0.3804357578009372,0.0,0.0,,,,,,
simgp24,random,13,4,0.052048785608308355,0.6363636363636364,1.0,0.7777777777777778,7,0.9090909090909091,0.5,0.7272727272727273,0.9545454545454546,0.08766011701108138,0.5,1.0,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,13,4,0.0418155418969617,0.7,1.0,0.8235294117647058,7,0.9545454545454546,0.45454545454545453,0.8636363636363636,0.9545454545454546,,,,,,,,,
simgp_timeblind,random,13,4,0.2292392563724939,1.0,0.0,0.0,7,0.5454545454545454,,,,0.35953031140521513,0.0,0.3181818181818182,,,,,,
mean_of_samples,random,13,4,0.30286332360686447,1.0,0.0,0.0,7,0.0,,,,0.37310667272671416,0.0,0.0,,,,,,
simgp24,random,14,4,0.05123081069835283,0.6363636363636364,1.0,0.7777777777777778,7,0.9047619047619048,0.5238095238095238,0.7142857142857143,0.9047619047619048,0.08864495322099018,0.5,1.0,0.1,0.3,0.0,1.0,1.1,1.0
simgp24_g75,random,14,4,0.0393140357736568,0.7,1.0,0.8235294117647058,7,0.9523809523809523,0.47619047619047616,0.8571428571428571,0.9523809523809523,,,,,,,,,
simgp_timeblind,random,14,4,0.23898339683839814,1.0,0.0,0.0,7,0.47619047619047616,,,,0.3559023692492924,0.0,0.3333333333333333,,,,,,
mean_of_samples,random,14,4,0.33609362665429077,1.0,0.0,0.0,7,0.0,,,,0.3429643095006741,0.0,0.0,,,,,,
simgp24,random,15,4,0.05402854836736488,0.6363636363636364,1.0,0.7777777777777778,7,0.9,0.45,0.75,0.9,0.0932493842596087,1.0,0.95,0.1,0.3,0.0,1.0,0.9,1.0
simgp24_g75,random,15,4,0.04033482571578656,0.7,1.0,0.8235294117647058,7,0.9,0.4,0.75,1.0,,,,,,,,,
simgp_timeblind,random,15,4,0.2906959795867064,1.0,0.0,0.0,7,0.55,,,,0.2880785844103431,0.0,0.8,,,,,,
mean_of_samples,random,15,4,0.3430271395894457,1.0,0.0,0.0,7,0.0,,,,0.33857580698057754,0.0,0.0,,,,,,
simgp24,uncertainty,3,4,0.09338604892640046,0.5,1.0,0.6666666666666666,10,0.8125,0.40625,0.65625,0.90625,0.07244012352285854,0.5,1.0,0.1,0.3,1.0,1.15,1.0,1.1
simgp24,uncertainty,4,4,0.07869862825652035,0.6153846153846154,0.8888888888888888,0.7272727272727274,9,0.8709677419354839,0.4838709677419355,0.7419354838709677,0.9354838709677419,0.07469827980906414,0.0,1.0,0.1,0.3,0.0,0.85,1.1,1.05
simgp24,uncertainty,5,4,0.07302513225651974,0.8,0.8888888888888888,0.8421052631578948,9,0.8666666666666667,0.43333333333333335,0.7333333333333333,0.9333333333333333,0.18511409355263447,0.0,0.7666666666666667,0.1,0.3,0.0,0.85,1.1,1.05
simgp24,uncertainty,6,4,0.15114840425833445,0.4,1.0,0.5714285714285715,8,0.8620689655172413,0.20689655172413793,0.6551724137931034,0.9310344827586207,0.07658300234066054,0.0,1.0,0.1,0.3,0.0,0.85,1.1,1.1
simgp24,uncertainty,7,4,0.09170769010098996,0.42857142857142855,0.8571428571428571,0.5714285714285714,7,0.9642857142857143,0.6428571428571429,0.9285714285714286,0.9642857142857143,0.14881837725802782,0.0,0.9642857142857143,0.1,0.3,0.5,1.0,1.1,1.05
simgp24,uncertainty,8,4,0.10299638658285205,0.5,0.8571428571428571,0.631578947368421,7,0.9259259259259259,0.5925925925925926,0.8518518518518519,0.9629629629629629,0.2029881433888487,1.0,0.8888888888888888,0.25,0.1,0.0,1.0,1.1,0.9
simgp24,uncertainty,9,4,0.10038399923630885,0.5454545454545454,0.8571428571428571,0.6666666666666665,7,0.9230769230769231,0.6153846153846154,0.8076923076923077,0.9615384615384616,0.20892172379235477,1.0,0.8846153846153846,0.25,0.1,0.5,1.0,1.1,0.95
simgp24,uncertainty,10,4,0.09966370278224848,0.5454545454545454,0.8571428571428571,0.6666666666666665,7,0.92,0.6,0.8,0.96,0.207651645282296,1.0,0.88,0.1,0.3,0.0,1.0,1.1,0.95
simgp24,uncertainty,11,4,0.1054677818189977,0.6,1.0,0.7499999999999999,6,0.875,0.5416666666666666,0.75,0.9583333333333334,0.0679624191136855,1.0,1.0,0.1,0.3,0.0,1.0,1.1,1.0
simgp24,uncertainty,12,4,0.07239945359863276,0.5714285714285714,0.8,0.6666666666666666,5,0.8695652173913043,0.5652173913043478,0.8695652173913043,0.9130434782608695,0.0626544545226599,1.0,1.0,0.1,0.3,0.0,1.0,1.1,1.0
simgp24,uncertainty,13,4,0.06970295703542714,0.5,0.75,0.6,4,0.8636363636363636,0.4090909090909091,0.7727272727272727,0.9545454545454546,0.06543169913661515,1.0,1.0,0.1,0.3,0.0,1.0,1.1,0.95
simgp24,uncertainty,14,4,0.05825339136259617,0.5,1.0,0.6666666666666666,3,0.8095238095238095,0.2857142857142857,0.7619047619047619,0.9047619047619048,0.06513811901787644,1.0,0.9523809523809523,0.1,0.3,0.5,1.0,1.1,1.1
simgp24,uncertainty,15,4,0.06041233438603951,0.5,1.0,0.6666666666666666,3,0.8,0.3,0.7,0.85,0.06990748797443645,1.0,0.95,0.1,0.3,0.5,1.0,1.1,1.1
simgp24,straddle,3,4,0.09338604892640046,0.5,1.0,0.6666666666666666,10,0.8125,0.40625,0.65625,0.90625,0.07244012352285854,0.5,1.0,0.1,0.3,1.0,1.15,1.0,1.1
simgp24,straddle,4,4,0.0684001426755365,0.6,1.0,0.7499999999999999,9,0.8387096774193549,0.5483870967741935,0.7741935483870968,0.9032258064516129,0.12445613605631206,0.0,1.0,0.1,0.3,1.0,1.15,1.0,1.05
simgp24,straddle,5,4,0.10487661980455493,0.6153846153846154,1.0,0.761904761904762,8,0.9666666666666667,0.5666666666666667,0.9333333333333333,0.9666666666666667,0.07968606030719695,0.0,1.0,0.1,0.1,0.5,0.85,1.1,0.9
simgp24,straddle,6,4,0.07071785044433714,0.75,0.8571428571428571,0.7999999999999999,7,0.9655172413793104,0.7586206896551724,0.896551724137931,1.0,0.2566725657322717,0.0,0.9655172413793104,0.1,0.1,1.0,1.0,1.1,0.9
simgp24,straddle,7,4,0.10371526817696196,0.5555555555555556,0.8333333333333334,0.6666666666666667,6,0.9642857142857143,0.7857142857142857,0.9642857142857143,0.9642857142857143,0.09120967167429672,1.0,1.0,0.1,0.1,1.0,1.0,1.1,0.9
simgp24,straddle,8,4,0.0947816029472554,0.8,0.8,0.8000000000000002,5,0.9629629629629629,0.8148148148148148,0.9259259259259259,1.0,0.11686778347109256,1.0,1.0,0.1,0.1,0.5,1.0,1.0,0.9
simgp24,straddle,9,4,0.07953059949026862,1.0,0.75,0.8571428571428571,4,1.0,0.8846153846153846,0.9615384615384616,1.0,0.08938550755287047,1.0,1.0,0.1,0.1,0.0,1.0,1.0,0.9
simgp24,straddle,10,4,0.08131509615086797,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,1.0,0.88,0.96,1.0,0.06673413592419337,1.0,1.0,0.1,0.3,0.0,1.15,0.9,1.05
simgp24,straddle,11,4,0.07054365261235988,0.5,1.0,0.6666666666666666,2,1.0,0.7916666666666666,1.0,1.0,0.15248254869502403,1.0,1.0,0.1,0.3,0.5,1.15,0.9,1.1
simgp24,straddle,12,4,0.09118140690933584,1.0,1.0,1.0,1,1.0,0.7391304347826086,0.9565217391304348,1.0,0.27235704225342644,1.0,0.9565217391304348,0.1,0.3,0.5,1.15,0.9,1.1
simgp24,straddle,13,4,0.09298640699659153,1.0,1.0,1.0,1,0.9545454545454546,0.6363636363636364,0.9090909090909091,1.0,0.2841655217199319,1.0,0.9545454545454546,0.1,0.3,0.5,1.15,0.9,1.1
simgp24,straddle,14,4,0.17662538131926467,0.0,1.0,0.0,0,0.9047619047619048,0.2857142857142857,0.7142857142857143,1.0,0.4187659719596543,1.0,0.8571428571428571,0.1,0.3,0.5,1.15,0.9,1.1
simgp24,straddle,15,4,0.07648943787320563,1.0,1.0,1.0,0,1.0,0.8,0.9,1.0,0.11359157489487225,1.0,1.0,0.1,0.3,0.5,1.15,0.9,1.1
simgp24,straddle_min,3,4,0.09338604892640046,0.5,1.0,0.6666666666666666,10,0.8125,0.40625,0.65625,0.90625,0.07244012352285854,0.5,1.0,0.1,0.3,1.0,1.15,1.0,1.1
simgp24,straddle_min,4,4,0.07838780365389282,0.6428571428571429,1.0,0.782608695652174,9,0.8387096774193549,0.45161290322580644,0.7419354838709677,0.967741935483871,0.07270824071581611,0.0,1.0,0.1,0.3,0.0,0.85,1.1,1.05
simgp24,straddle_min,5,4,0.07246784513478179,0.7272727272727273,0.8888888888888888,0.7999999999999999,9,0.9333333333333333,0.5666666666666667,0.8666666666666667,1.0,0.16545723120655778,0.0,0.8333333333333334,0.1,0.3,0.0,0.85,0.9,1.05
simgp24,straddle_min,6,4,0.11578065702136071,0.6666666666666666,0.8888888888888888,0.761904761904762,9,0.896551724137931,0.5172413793103449,0.896551724137931,0.9310344827586207,0.30826069558023245,0.0,0.896551724137931,0.1,0.1,1.0,0.85,1.1,0.9
simgp24,straddle_min,7,4,0.09999870875236944,0.6153846153846154,0.8888888888888888,0.7272727272727274,9,0.9642857142857143,0.6071428571428571,0.9642857142857143,0.9642857142857143,0.19477480572512323,1.0,0.8928571428571429,0.25,0.1,0.5,1.0,1.1,0.95
simgp24,straddle_min,8,4,0.1206792560758334,0.6,1.0,0.7499999999999999,9,0.9259259259259259,0.4444444444444444,0.7407407407407407,0.9629629629629629,0.097088791451648,1.0,1.0,0.25,0.1,0.0,1.0,1.1,0.9
simgp24,straddle_min,9,4,0.12670649124518824,0.6428571428571429,1.0,0.782608695652174,9,0.8461538461538461,0.38461538461538464,0.6923076923076923,0.9615384615384616,0.08271483666513474,1.0,1.0,0.25,0.1,0.5,1.0,1.1,0.95
simgp24,straddle_min,10,4,0.09539890892162853,0.6666666666666666,0.8888888888888888,0.761904761904762,9,0.96,0.64,0.92,0.96,0.19482593988552718,1.0,0.88,0.25,0.1,0.5,1.0,1.1,0.95
simgp24,straddle_min,11,4,0.09829255205109269,0.7272727272727273,0.8888888888888888,0.7999999999999999,9,0.9583333333333334,0.625,0.9583333333333334,0.9583333333333334,0.20521224588614606,1.0,0.8333333333333334,0.25,0.1,0.0,1.0,1.1,0.9
simgp24,straddle_min,12,4,0.08608133526198,1.0,0.8888888888888888,0.9411764705882353,9,0.9130434782608695,0.6956521739130435,0.8260869565217391,0.9130434782608695,0.1128683448919039,1.0,1.0,0.25,0.1,0.5,1.0,1.1,0.9
simgp24,straddle_min,13,4,0.08622568106651798,1.0,1.0,1.0,8,0.8636363636363636,0.6818181818181818,0.8181818181818182,0.9090909090909091,0.11018377168851466,1.0,1.0,0.25,0.1,0.5,1.0,1.1,0.9
simgp24,straddle_min,14,4,0.08516155184116957,1.0,1.0,1.0,8,0.9047619047619048,0.6666666666666666,0.8571428571428571,0.9523809523809523,0.10936793720585107,1.0,1.0,0.25,0.1,0.5,1.0,1.1,0.9
simgp24,straddle_min,15,4,0.08713198075545864,1.0,1.0,1.0,8,0.9,0.65,0.85,0.95,0.10417401880359747,1.0,1.0,0.1,0.3,0.0,1.0,1.1,0.95
simgp24,random,3,5,0.0483094201814336,0.8125,1.0,0.896551724137931,13,1.0,0.6875,0.96875,1.0,0.09471173858405557,0.4,1.0,0.1,0.3,1.0,1.15,0.9,1.1
simgp24_g75,random,3,5,0.04467992405739561,0.9285714285714286,1.0,0.962962962962963,13,0.96875,0.6875,0.90625,1.0,,,,,,,,,
simgp_timeblind,random,3,5,0.17511643659375753,1.0,0.3076923076923077,0.47058823529411764,13,0.78125,,,,0.3763525826384874,0.4,0.3125,,,,,,
mean_of_samples,random,3,5,0.23483664943104754,1.0,0.0,0.0,13,0.0,,,,0.4735387652487187,0.0,0.0,,,,,,
simgp24,random,4,5,0.04443685438461422,0.8666666666666667,1.0,0.9285714285714286,13,0.967741935483871,0.6451612903225806,0.967741935483871,0.967741935483871,0.08650053476817125,0.4,1.0,0.25,0.3,0.0,1.15,1.1,1.1
simgp24_g75,random,4,5,0.04733584551417901,1.0,1.0,1.0,13,0.9032258064516129,0.6129032258064516,0.8064516129032258,0.967741935483871,,,,,,,,,
simgp_timeblind,random,4,5,0.1888151868055477,1.0,0.23076923076923078,0.375,13,0.7096774193548387,,,,0.3535942051501503,0.2,0.3870967741935484,,,,,,
mean_of_samples,random,4,5,0.23849397117265209,1.0,0.0,0.0,13,0.0,,,,0.4722115432395226,0.0,0.0,,,,,,
simgp24,random,5,5,0.0429922692825414,0.8571428571428571,1.0,0.923076923076923,12,0.9666666666666667,0.8,0.9666666666666667,1.0,0.07183963287618651,1.0,1.0,0.25,0.1,0.5,1.0,1.0,0.95
simgp24_g75,random,5,5,0.05119847102601513,1.0,1.0,1.0,12,0.9333333333333333,0.6,0.8,0.9666666666666667,,,,,,,,,
simgp_timeblind,random,5,5,0.19561049742758294,1.0,0.08333333333333333,0.15384615384615385,12,0.8,,,,0.35907498036076063,0.0,0.5666666666666667,,,,,,
mean_of_samples,random,5,5,0.24310358634633156,1.0,0.0,0.0,12,0.0,,,,0.45096281871743893,0.0,0.0,,,,,,
simgp24,random,6,5,0.05187979411988685,0.9230769230769231,1.0,0.9600000000000001,12,0.9655172413793104,0.7931034482758621,0.9310344827586207,1.0,0.07993016593804594,1.0,1.0,0.25,0.1,1.0,1.0,1.1,1.05
simgp24_g75,random,6,5,0.060409676189410344,1.0,1.0,1.0,12,0.896551724137931,0.5172413793103449,0.7241379310344828,0.9310344827586207,,,,,,,,,
simgp_timeblind,random,6,5,0.20510054981337775,1.0,0.0,0.0,12,0.7931034482758621,,,,0.36172554295548726,0.0,0.5172413793103449,,,,,,
mean_of_samples,random,6,5,0.27773053702518,1.0,0.0,0.0,12,0.0,,,,0.3493460244433268,0.0,0.0,,,,,,
simgp24,random,7,5,0.04920594174752045,0.9230769230769231,1.0,0.9600000000000001,12,0.9642857142857143,0.7857142857142857,0.9642857142857143,1.0,0.08248190657238806,1.0,1.0,0.25,0.1,1.0,1.0,1.1,1.05
simgp24_g75,random,7,5,0.06699822842179864,1.0,1.0,1.0,12,0.8571428571428571,0.5,0.75,0.8571428571428571,,,,,,,,,
simgp_timeblind,random,7,5,0.2094556390006932,1.0,0.0,0.0,12,0.75,,,,0.3738912786296381,0.0,0.5,,,,,,
mean_of_samples,random,7,5,0.30912222602112316,1.0,0.0,0.0,12,0.0,,,,0.33564490818180287,0.0,0.0,,,,,,
simgp24,random,8,5,0.040205801243622136,1.0,1.0,1.0,12,0.9629629629629629,0.8148148148148148,0.9259259259259259,1.0,0.07006069851277012,0.6,1.0,0.25,0.1,1.0,1.0,1.1,1.05
simgp24_g75,random,8,5,0.036178485159966335,1.0,0.9166666666666666,0.9565217391304348,12,0.9629629629629629,0.6296296296296297,0.8148148148148148,0.9629629629629629,,,,,,,,,
simgp_timeblind,random,8,5,0.2868191007765558,1.0,0.0,0.0,12,0.5555555555555556,,,,0.39228104053478297,0.0,0.3333333333333333,,,,,,
mean_of_samples,random,8,5,0.33114180598993603,1.0,0.0,0.0,12,0.0,,,,0.3187946179653101,0.0,0.0,,,,,,
simgp24,random,9,5,0.040796285520096856,0.8461538461538461,1.0,0.9166666666666666,11,0.9615384615384616,0.7692307692307693,0.8846153846153846,1.0,0.08320605861755691,1.0,1.0,0.25,0.1,1.0,1.0,1.1,1.05
simgp24_g75,random,9,5,0.03740410499077097,1.0,1.0,1.0,11,0.9230769230769231,0.6153846153846154,0.8461538461538461,0.9615384615384616,,,,,,,,,
simgp_timeblind,random,9,5,0.19496948938620343,1.0,0.0,0.0,11,0.7307692307692307,,,,0.38471324693525516,0.0,0.3076923076923077,,,,,,
mean_of_samples,random,9,5,0.3258033130030541,1.0,0.0,0.0,11,0.0,,,,0.3200146987841821,0.0,0.0,,,,,,
simgp24,random,10,5,0.04029611950874881,0.8461538461538461,1.0,0.9166666666666666,11,0.96,0.8,0.92,1.0,0.07672796546691002,1.0,1.0,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,10,5,0.03763780713395665,1.0,1.0,1.0,11,0.92,0.64,0.84,0.96,,,,,,,,,
simgp_timeblind,random,10,5,0.2572665464777448,1.0,0.0,0.0,11,0.6,,,,0.38113720736485657,0.0,0.36,,,,,,
mean_of_samples,random,10,5,0.3474383709200153,1.0,0.0,0.0,11,0.0,,,,0.31761614473862493,0.0,0.0,,,,,,
simgp24,random,11,5,0.040109286808006565,0.8461538461538461,1.0,0.9166666666666666,11,0.9583333333333334,0.875,0.875,1.0,0.06894160962988642,1.0,0.9583333333333334,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,11,5,0.03584705301382128,1.0,1.0,1.0,11,0.9166666666666666,0.625,0.875,0.9166666666666666,,,,,,,,,
simgp_timeblind,random,11,5,0.26080498518791545,1.0,0.0,0.0,11,0.25,,,,0.3091082046903239,0.0,0.20833333333333334,,,,,,
mean_of_samples,random,11,5,0.3387541072645433,1.0,0.0,0.0,11,0.0,,,,0.317065997579351,0.0,0.0,,,,,,
simgp24,random,12,5,0.03993041336389752,0.9166666666666666,1.0,0.9565217391304348,11,0.9130434782608695,0.8695652173913043,0.8695652173913043,1.0,0.06856361537924545,1.0,0.9565217391304348,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,12,5,0.03820920558947571,1.0,1.0,1.0,11,0.8695652173913043,0.5652173913043478,0.8260869565217391,0.8695652173913043,,,,,,,,,
simgp_timeblind,random,12,5,0.2566764952177556,1.0,0.0,0.0,11,0.30434782608695654,,,,0.30825525785396124,0.0,0.2608695652173913,,,,,,
mean_of_samples,random,12,5,0.32599200948494345,1.0,0.0,0.0,11,0.0,,,,0.3219946022815315,0.0,0.0,,,,,,
simgp24,random,13,5,0.04016126316284133,0.9166666666666666,1.0,0.9565217391304348,11,0.9090909090909091,0.8636363636363636,0.8636363636363636,0.9545454545454546,0.06851133664358229,1.0,0.9545454545454546,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,13,5,0.03874362788366483,1.0,1.0,1.0,11,0.8636363636363636,0.5454545454545454,0.8181818181818182,0.8636363636363636,,,,,,,,,
simgp_timeblind,random,13,5,0.29127817321286653,1.0,0.0,0.0,11,0.6363636363636364,,,,0.30679136271152646,0.0,0.7272727272727273,,,,,,
mean_of_samples,random,13,5,0.3423724876078245,1.0,0.0,0.0,11,0.0,,,,0.3206761349470033,0.0,0.0,,,,,,
simgp24,random,14,5,0.04206507944295428,0.9166666666666666,1.0,0.9565217391304348,11,0.9047619047619048,0.8571428571428571,0.8571428571428571,0.9523809523809523,0.07016539281995555,1.0,0.9523809523809523,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,14,5,0.040683658753568025,1.0,1.0,1.0,11,0.8571428571428571,0.47619047619047616,0.8571428571428571,0.9523809523809523,,,,,,,,,
simgp_timeblind,random,14,5,0.30794276925612635,1.0,0.0,0.0,11,0.5714285714285714,,,,0.3056699227015455,0.0,0.7142857142857143,,,,,,
mean_of_samples,random,14,5,0.3733131709309178,1.0,0.0,0.0,11,0.0,,,,0.31639272079915237,0.0,0.0,,,,,,
simgp24,random,15,5,0.04057427519564407,0.9166666666666666,1.0,0.9565217391304348,11,0.9,0.85,0.85,0.95,0.07051355165055698,1.0,0.95,0.1,0.3,0.5,1.0,1.1,1.1
simgp24_g75,random,15,5,0.040072198589647,1.0,1.0,1.0,11,0.85,0.5,0.8,0.85,,,,,,,,,
simgp_timeblind,random,15,5,0.32922039981739476,1.0,0.0,0.0,11,0.55,,,,0.30608909825850783,0.0,0.75,,,,,,
mean_of_samples,random,15,5,0.364999729623615,1.0,0.0,0.0,11,0.0,,,,0.3174678623648845,0.0,0.0,,,,,,
simgp24,uncertainty,3,5,0.0483094201814336,0.8125,1.0,0.896551724137931,13,1.0,0.6875,0.96875,1.0,0.09471173858405557,0.4,1.0,0.1,0.3,1.0,1.15,0.9,1.1
simgp24,uncertainty,4,5,0.04320900358908503,0.75,1.0,0.8571428571428571,12,1.0,0.8387096774193549,1.0,1.0,0.05616207732373506,0.25,1.0,0.25,0.1,0.0,1.0,1.0,0.95
