model,strategy,n,seed,rmse_min,precision_min,recall_min,f1_min,n_true_viol_min,coverage90_min,coverage50_min,coverage80_min,coverage95_min,rmse_night,recall_night,coverage90_night,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose
simgp24,uncertainty,5,5,0.05756054269497538,0.6470588235294118,1.0,0.7857142857142858,11,0.7666666666666667,0.4,0.6666666666666666,0.8666666666666667,0.113202626962727,0.75,0.9666666666666667,0.1,0.3,0.5,1.15,1.1,0.9
simgp24,uncertainty,6,5,0.0748867675294679,0.6470588235294118,1.0,0.7857142857142858,11,0.6206896551724138,0.3103448275862069,0.4482758620689655,0.6896551724137931,0.17503035666051805,0.75,0.9310344827586207,0.1,0.3,0.5,1.15,1.1,0.9
simgp24,uncertainty,7,5,0.0734499009722195,0.6470588235294118,1.0,0.7857142857142858,11,0.6071428571428571,0.2857142857142857,0.39285714285714285,0.6785714285714286,0.1602596578687045,0.75,0.9285714285714286,0.1,0.3,0.5,1.15,1.1,0.9
simgp24,uncertainty,8,5,0.07850467138981462,0.55,1.0,0.7096774193548387,11,0.8148148148148148,0.25925925925925924,0.6296296296296297,0.9259259259259259,0.06090538591406765,0.5,1.0,0.1,0.3,0.5,1.15,1.0,0.9
simgp24,uncertainty,9,5,0.0689568234497239,0.9090909090909091,1.0,0.9523809523809523,10,0.9230769230769231,0.38461538461538464,0.7692307692307693,0.9615384615384616,0.14514354124541573,0.25,1.0,0.25,0.1,1.0,1.15,1.1,0.9
simgp24,uncertainty,10,5,0.09130111806523349,0.6,1.0,0.7499999999999999,9,0.8,0.36,0.6,0.96,0.09314421435909724,0.25,0.96,0.25,0.1,1.0,1.15,1.1,0.9
simgp24,uncertainty,11,5,0.0692344200628988,0.8181818181818182,1.0,0.9,9,0.7916666666666666,0.375,0.5416666666666666,0.9583333333333334,0.1483845852547825,0.25,0.9583333333333334,0.25,0.3,0.0,1.15,1.1,1.0
simgp24,uncertainty,12,5,0.04614676362457246,0.7272727272727273,1.0,0.8421052631578948,8,0.8695652173913043,0.5217391304347826,0.8260869565217391,0.8695652173913043,0.059116099066954676,0.3333333333333333,0.9565217391304348,0.25,0.1,1.0,1.15,1.1,0.9
simgp24,uncertainty,13,5,0.110253548464212,0.4375,1.0,0.6086956521739131,7,0.6363636363636364,0.18181818181818182,0.4090909090909091,0.6818181818181818,0.06934020330063764,1.0,1.0,0.1,0.3,0.5,1.15,1.1,0.95
simgp24,uncertainty,14,5,0.11004326445264503,0.4666666666666667,1.0,0.6363636363636364,7,0.6666666666666666,0.23809523809523808,0.47619047619047616,0.7619047619047619,0.07264917834209339,0.5,1.0,0.25,0.1,1.0,1.15,1.1,0.9
simgp24,uncertainty,15,5,0.042425583586861805,0.8571428571428571,1.0,0.923076923076923,6,1.0,0.8,0.95,1.0,0.08193196765552758,0.0,1.0,0.25,0.1,1.0,1.15,1.1,0.9
simgp24,straddle,3,5,0.0483094201814336,0.8125,1.0,0.896551724137931,13,1.0,0.6875,0.96875,1.0,0.09471173858405557,0.4,1.0,0.1,0.3,1.0,1.15,0.9,1.1
simgp24,straddle,4,5,0.03826105761405272,0.7058823529411765,1.0,0.8275862068965517,12,1.0,0.8709677419354839,1.0,1.0,0.055691927914185535,0.25,1.0,0.25,0.1,0.0,1.0,1.0,1.0
simgp24,straddle,5,5,0.054141950260720446,0.6875,1.0,0.8148148148148148,11,0.7666666666666667,0.36666666666666664,0.7333333333333333,0.8666666666666667,0.12424586930553665,0.5,0.9666666666666667,0.1,0.3,0.5,1.15,1.1,0.9
simgp24,straddle,6,5,0.07334229602412833,0.7692307692307693,1.0,0.8695652173913044,10,0.9655172413793104,0.5862068965517241,0.896551724137931,0.9655172413793104,0.23349920794346402,0.3333333333333333,0.7931034482758621,0.1,0.3,0.5,1.15,1.1,0.9
simgp24,straddle,7,5,0.08481017912820543,0.6428571428571429,1.0,0.782608695652174,9,0.9285714285714286,0.4642857142857143,0.7857142857142857,0.9642857142857143,0.2503254511342183,0.3333333333333333,0.75,0.25,0.1,1.0,1.15,1.1,0.9
simgp24,straddle,8,5,0.09865062232806732,0.5333333333333333,1.0,0.6956521739130436,8,0.9629629629629629,0.5925925925925926,0.8518518518518519,1.0,0.09293652383011973,0.3333333333333333,1.0,0.1,0.3,0.5,1.15,1.0,0.95
simgp24,straddle,9,5,0.07755557405736253,0.5384615384615384,1.0,0.7000000000000001,7,1.0,0.6153846153846154,1.0,1.0,0.07418624119092715,0.3333333333333333,1.0,0.25,0.1,1.0,1.15,1.0,0.95
simgp24,straddle,10,5,0.07673151238454762,0.5454545454545454,1.0,0.7058823529411764,6,1.0,0.6,1.0,1.0,0.06479276457583706,0.0,1.0,0.1,0.3,0.5,1.15,1.0,0.95
simgp24,straddle,11,5,0.12152722896138514,0.6,1.0,0.7499999999999999,6,0.9166666666666666,0.5416666666666666,0.7083333333333334,0.9583333333333334,0.10016110133710276,0.0,1.0,0.1,0.3,0.0,1.15,1.0,0.9
simgp24,straddle,12,5,0.12729048923071626,0.45454545454545453,1.0,0.625,5,0.782608695652174,0.30434782608695654,0.5652173913043478,0.9565217391304348,0.07857343161329979,0.0,1.0,0.1,0.3,0.5,1.15,1.0,0.95
simgp24,straddle,13,5,0.04459868611803886,0.5,0.75,0.6,4,1.0,0.8181818181818182,1.0,1.0,0.05193286370884208,0.0,1.0,0.1,0.3,0.5,1.15,1.0,0.95
simgp24,straddle,14,5,0.041897992974239386,0.6,0.75,0.6666666666666665,4,1.0,0.8095238095238095,1.0,1.0,0.05415020796715891,0.0,1.0,0.1,0.3,0.5,1.15,1.0,0.95
simgp24,straddle,15,5,0.04261226157102743,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,1.0,0.8,1.0,1.0,0.032261088923378096,1.0,1.0,0.1,0.3,0.5,1.15,1.1,0.95
simgp24,straddle_min,3,5,0.0483094201814336,0.8125,1.0,0.896551724137931,13,1.0,0.6875,0.96875,1.0,0.09471173858405557,0.4,1.0,0.1,0.3,1.0,1.15,0.9,1.1
simgp24,straddle_min,4,5,0.10707783574398808,0.5454545454545454,1.0,0.7058823529411764,12,0.8709677419354839,0.22580645161290322,0.6129032258064516,0.8709677419354839,0.11122515329265202,0.4,0.967741935483871,0.1,0.6,0.0,1.15,0.9,1.05
simgp24,straddle_min,5,5,0.04955870910036499,0.6666666666666666,1.0,0.8,12,0.9333333333333333,0.5333333333333333,0.8333333333333334,0.9666666666666667,0.1183610061442504,0.4,0.9666666666666667,0.55,0.1,0.0,1.15,0.9,1.1
simgp24,straddle_min,6,5,0.05248585783056101,0.7058823529411765,1.0,0.8275862068965517,12,0.9310344827586207,0.5172413793103449,0.7931034482758621,0.9655172413793104,0.11072550464481828,0.4,0.9655172413793104,0.25,0.3,0.0,1.15,1.0,1.1
simgp24,straddle_min,7,5,0.07472443773397686,0.7058823529411765,1.0,0.8275862068965517,12,0.6428571428571429,0.25,0.4642857142857143,0.8571428571428571,0.18576644448592738,0.4,0.8214285714285714,0.25,0.3,0.0,1.15,0.9,1.05
simgp24,straddle_min,8,5,0.08032529886839965,0.75,1.0,0.8571428571428571,12,0.7037037037037037,0.25925925925925924,0.48148148148148145,0.8888888888888888,0.18843147063516308,0.4,0.8148148148148148,0.25,0.3,0.0,1.15,0.9,1.0
simgp24,straddle_min,9,5,0.0673701949894691,0.8,1.0,0.888888888888889,12,0.8846153846153846,0.4230769230769231,0.6538461538461539,0.9230769230769231,0.1622444688585189,0.4,0.8461538461538461,0.25,0.3,0.0,1.15,0.9,1.05
simgp24,straddle_min,10,5,0.07770178859486533,0.8,1.0,0.888888888888889,12,0.84,0.24,0.64,0.92,0.14267904952863275,0.4,0.88,0.25,0.3,0.0,1.15,0.9,1.0
simgp24,straddle_min,11,5,0.06054047713456298,0.8,1.0,0.888888888888889,12,0.9166666666666666,0.4583333333333333,0.875,0.9166666666666666,0.09857625889293291,0.4,0.9583333333333334,0.25,0.3,0.0,1.15,0.9,1.0
simgp24,straddle_min,12,5,0.0475918490236887,0.8,1.0,0.888888888888889,12,0.9130434782608695,0.391304347826087,0.782608695652174,0.9130434782608695,0.07788957893986988,0.4,0.9565217391304348,0.25,0.3,0.0,1.15,0.9,1.0
simgp24,straddle_min,13,5,0.061378427353512045,0.8571428571428571,1.0,0.923076923076923,12,0.9090909090909091,0.36363636363636365,0.8181818181818182,0.9545454545454546,0.08158417780614281,0.4,0.9545454545454546,0.25,0.3,0.0,1.15,0.9,1.0
simgp24,straddle_min,14,5,0.050449187375798656,0.9230769230769231,1.0,0.9600000000000001,12,0.9047619047619048,0.42857142857142855,0.8571428571428571,0.9523809523809523,0.07771247302617272,0.4,0.9523809523809523,0.25,0.3,0.0,1.15,1.0,0.95
simgp24,straddle_min,15,5,0.06658512986692414,1.0,1.0,1.0,12,0.85,0.2,0.8,0.95,0.12142274910739055,0.4,0.9,0.25,0.3,0.0,1.15,1.0,0.95
simgp24,random,3,6,0.05521469064627977,0.8,1.0,0.888888888888889,20,0.9375,0.5,0.875,1.0,0.09714539600639477,0.7777777777777778,0.96875,0.25,0.3,0.5,1.0,1.0,1.1
simgp24_g75,random,3,6,0.04900506205841336,0.8,1.0,0.888888888888889,20,0.9375,0.71875,0.875,0.96875,,,,,,,,,
simgp_timeblind,random,3,6,0.24339943600703648,1.0,0.05,0.09523809523809523,20,0.53125,,,,0.3594988959678368,0.1111111111111111,0.40625,,,,,,
mean_of_samples,random,3,6,0.4692005470601316,1.0,0.0,0.0,20,0.0,,,,0.3581063905946412,0.0,0.0,,,,,,
simgp24,random,4,6,0.09105474210767338,0.7307692307692307,1.0,0.8444444444444443,19,0.967741935483871,0.3548387096774194,0.8387096774193549,0.967741935483871,0.08158747777822066,0.875,0.967741935483871,0.25,0.1,0.0,0.85,0.9,0.9
simgp24_g75,random,4,6,0.1331011759609941,0.7307692307692307,1.0,0.8444444444444443,19,0.4838709677419355,0.0,0.25806451612903225,0.6774193548387096,,,,,,,,,
simgp_timeblind,random,4,6,0.21100697944428054,1.0,0.15789473684210525,0.2727272727272727,19,0.8387096774193549,,,,0.38504931859240443,0.375,0.5483870967741935,,,,,,
mean_of_samples,random,4,6,0.3827291757664866,1.0,0.0,0.0,19,0.0,,,,0.3571231196097629,0.0,0.0,,,,,,
simgp24,random,5,6,0.07856864223826565,0.75,1.0,0.8571428571428571,18,0.9333333333333333,0.4,0.8666666666666667,0.9666666666666667,0.06676808408367771,0.875,0.9666666666666667,0.25,0.1,0.0,0.85,0.9,0.9
simgp24_g75,random,5,6,0.1278281004231968,0.72,1.0,0.8372093023255813,18,0.5666666666666667,0.1,0.3,0.7,,,,,,,,,
simgp_timeblind,random,5,6,0.2121686384272054,1.0,0.16666666666666666,0.2857142857142857,18,0.8,,,,0.3952848660181404,0.375,0.5,,,,,,
mean_of_samples,random,5,6,0.4047831846481446,1.0,0.0,0.0,18,0.0,,,,0.35708203834315666,0.0,0.0,,,,,,
simgp24,random,6,6,0.04604391895047666,0.7727272727272727,1.0,0.8717948717948718,17,1.0,0.896551724137931,1.0,1.0,0.09626466147829632,0.5714285714285714,0.9655172413793104,0.1,0.1,0.5,0.85,1.1,0.9
simgp24_g75,random,6,6,0.21401488875830976,0.7083333333333334,1.0,0.8292682926829268,17,0.5517241379310345,0.0,0.41379310344827586,0.6896551724137931,,,,,,,,,
simgp_timeblind,random,6,6,0.26519537585609354,1.0,0.0,0.0,17,0.3793103448275862,,,,0.3615840198026396,0.0,0.3448275862068966,,,,,,
mean_of_samples,random,6,6,0.3786969442346039,1.0,0.0,0.0,17,0.0,,,,0.36219777906545303,0.0,0.0,,,,,,
simgp24,random,7,6,0.05551296351040684,0.7894736842105263,0.8823529411764706,0.8333333333333333,17,1.0,0.7857142857142857,0.9642857142857143,1.0,0.09976316517314929,0.5714285714285714,0.9642857142857143,0.1,0.1,1.0,0.85,1.1,0.95
simgp24_g75,random,7,6,0.18718139461923275,0.7083333333333334,1.0,0.8292682926829268,17,0.5357142857142857,0.0,0.42857142857142855,0.7142857142857143,,,,,,,,,
simgp_timeblind,random,7,6,0.29534269821281184,1.0,0.0,0.0,17,0.5,,,,0.3597404513116486,0.0,0.7857142857142857,,,,,,
mean_of_samples,random,7,6,0.4449753655282353,1.0,0.0,0.0,17,0.0,,,,0.34177833292775894,0.0,0.0,,,,,,
simgp24,random,8,6,0.055382162543083834,0.7368421052631579,0.875,0.7999999999999999,16,1.0,0.7407407407407407,0.9259259259259259,1.0,0.1004160402417269,0.6666666666666666,0.9629629629629629,0.1,0.3,0.0,0.85,1.1,1.05
simgp24_g75,random,8,6,0.05043726181758438,0.7142857142857143,0.9375,0.8108108108108109,16,0.8888888888888888,0.6296296296296297,0.8148148148148148,0.9259259259259259,,,,,,,,,
simgp_timeblind,random,8,6,0.22723792185153363,1.0,0.0625,0.11764705882352941,16,0.8148148148148148,,,,0.3591864357827862,0.16666666666666666,0.8888888888888888,,,,,,
mean_of_samples,random,8,6,0.39820764128692476,1.0,0.0,0.0,16,0.0,,,,0.3420965458476613,0.0,0.0,,,,,,
simgp24,random,9,6,0.05581546623635281,0.7368421052631579,0.9333333333333333,0.8235294117647058,15,1.0,0.7307692307692307,0.9230769230769231,1.0,0.10161146840850367,0.6666666666666666,0.9615384615384616,0.1,0.3,0.0,0.85,1.1,1.0
simgp24_g75,random,9,6,0.05012684703640723,0.7,0.9333333333333333,0.8,15,0.8846153846153846,0.6153846153846154,0.8076923076923077,0.9230769230769231,,,,,,,,,
simgp_timeblind,random,9,6,0.21590258315573937,1.0,0.13333333333333333,0.23529411764705882,15,0.7307692307692307,,,,0.35809270421617395,0.3333333333333333,0.6923076923076923,,,,,,
mean_of_samples,random,9,6,0.37818907620401,1.0,0.0,0.0,15,0.0,,,,0.3505749156495769,0.0,0.0,,,,,,
simgp24,random,10,6,0.06758834936139094,0.7222222222222222,0.9285714285714286,0.8125000000000001,14,0.92,0.56,0.84,0.96,0.11790844883444164,0.6,0.92,0.1,0.6,0.5,1.15,0.9,1.1
simgp24_g75,random,10,6,0.050597373283832854,0.7222222222222222,0.9285714285714286,0.8125000000000001,14,0.92,0.52,0.84,0.92,,,,,,,,,
simgp_timeblind,random,10,6,0.2648453436989828,1.0,0.21428571428571427,0.35294117647058826,14,0.68,,,,0.40408208604450335,0.6,0.64,,,,,,
mean_of_samples,random,10,6,0.3508920112385745,1.0,0.0,0.0,14,0.0,,,,0.3628924039070162,0.0,0.0,,,,,,
simgp24,random,11,6,0.06810281711155382,0.75,0.9230769230769231,0.8275862068965517,13,0.875,0.5833333333333334,0.7916666666666666,1.0,0.1363906803461063,0.25,0.9166666666666666,0.1,0.6,0.5,1.15,0.9,1.1
simgp24_g75,random,11,6,0.04356532943777935,0.6842105263157895,1.0,0.8125000000000001,13,0.9583333333333334,0.625,0.8333333333333334,0.9583333333333334,,,,,,,,,
simgp_timeblind,random,11,6,0.3813082239737885,1.0,0.15384615384615385,0.2666666666666667,13,0.6666666666666666,,,,0.4772044127629234,0.5,0.625,,,,,,
mean_of_samples,random,11,6,0.3430712273495556,1.0,0.0,0.0,13,0.0,,,,0.3673857964782947,0.0,0.0,,,,,,
simgp24,random,12,6,0.06485084992183222,0.75,0.9230769230769231,0.8275862068965517,13,0.9565217391304348,0.6086956521739131,0.8260869565217391,1.0,0.1380486787869227,0.25,0.9565217391304348,0.25,0.3,0.5,1.15,0.9,1.05
simgp24_g75,random,12,6,0.0397253724354643,0.7222222222222222,1.0,0.8387096774193548,13,0.9130434782608695,0.6086956521739131,0.8695652173913043,0.9565217391304348,,,,,,,,,
simgp_timeblind,random,12,6,0.2580299442567399,1.0,0.07692307692307693,0.14285714285714288,13,0.6521739130434783,,,,0.4034607996960263,0.25,0.6086956521739131,,,,,,
mean_of_samples,random,12,6,0.36227490603217194,1.0,0.0,0.0,13,0.0,,,,0.3463076298371966,0.0,0.0,,,,,,
simgp24,random,13,6,0.07873041412978204,0.7647058823529411,1.0,0.8666666666666666,13,0.9545454545454546,0.5454545454545454,0.8181818181818182,0.9545454545454546,0.12447296443005673,0.0,0.9545454545454546,0.25,0.3,0.5,1.15,0.9,1.05
simgp24_g75,random,13,6,0.03871865998116859,0.7647058823529411,1.0,0.8666666666666666,13,0.9545454545454546,0.5909090909090909,0.8636363636363636,0.9545454545454546,,,,,,,,,
simgp_timeblind,random,13,6,0.3795794914528221,1.0,0.15384615384615385,0.2666666666666667,13,0.5454545454545454,,,,0.4481587127433971,0.5,0.5454545454545454,,,,,,
mean_of_samples,random,13,6,0.373289365372822,1.0,0.0,0.0,13,0.0,,,,0.34634052671370835,0.0,0.0,,,,,,
simgp24,random,14,6,0.04729847533985663,0.7647058823529411,1.0,0.8666666666666666,13,0.9523809523809523,0.6666666666666666,0.9047619047619048,0.9523809523809523,0.12364238119895839,0.25,0.9523809523809523,0.25,0.3,0.5,1.15,0.9,1.05
simgp24_g75,random,14,6,0.036411593508136136,0.7647058823529411,1.0,0.8666666666666666,13,0.9047619047619048,0.6190476190476191,0.9047619047619048,0.9523809523809523,,,,,,,,,
simgp_timeblind,random,14,6,0.40050155505434315,1.0,0.15384615384615385,0.2666666666666667,13,0.5238095238095238,,,,0.4671740260768568,0.5,0.5238095238095238,,,,,,
mean_of_samples,random,14,6,0.39606925153916356,1.0,0.0,0.0,13,0.0,,,,0.3014398570674025,0.0,0.0,,,,,,
simgp24,random,15,6,0.04758287986304118,0.75,1.0,0.8571428571428571,12,0.95,0.6,0.85,0.95,0.12921139381621677,0.25,0.95,0.25,0.3,0.5,1.15,0.9,1.05
simgp24_g75,random,15,6,0.0344775300483152,0.8,1.0,0.888888888888889,12,0.9,0.65,0.9,0.95,,,,,,,,,
simgp_timeblind,random,15,6,0.32312222152074876,1.0,0.16666666666666666,0.2857142857142857,12,0.6,,,,0.4550263792074177,0.5,0.5,,,,,,
mean_of_samples,random,15,6,0.38850182567087543,1.0,0.0,0.0,12,0.0,,,,0.3091709856656678,0.0,0.0,,,,,,
simgp24,uncertainty,3,6,0.05521469064627977,0.8,1.0,0.888888888888889,20,0.9375,0.5,0.875,1.0,0.09714539600639477,0.7777777777777778,0.96875,0.25,0.3,0.5,1.0,1.0,1.1
simgp24,uncertainty,4,6,0.03829378145287047,0.7916666666666666,1.0,0.8837209302325582,19,1.0,0.9354838709677419,1.0,1.0,0.11159245983762785,0.625,0.967741935483871,0.1,0.1,1.0,0.85,0.9,0.9
simgp24,uncertainty,5,6,0.036275267572950555,0.9411764705882353,0.8888888888888888,0.9142857142857143,18,1.0,0.9,1.0,1.0,0.08601801749688197,0.14285714285714285,1.0,0.25,0.1,0.0,1.0,1.1,0.9
simgp24,uncertainty,6,6,0.04612791087724784,0.9230769230769231,0.7058823529411765,0.8000000000000002,17,1.0,0.8275862068965517,0.9655172413793104,1.0,0.09238381709808711,0.2857142857142857,0.9655172413793104,0.1,0.1,1.0,0.85,0.9,0.9
simgp24,uncertainty,7,6,0.04051983731025504,0.7777777777777778,0.875,0.823529411764706,16,1.0,0.7857142857142857,1.0,1.0,0.08632831299217752,0.42857142857142855,1.0,0.1,0.3,0.0,0.85,1.1,0.95
simgp24,uncertainty,8,6,0.06568977106194851,0.75,1.0,0.8571428571428571,15,1.0,0.7037037037037037,0.9259259259259259,1.0,0.07420189241948974,0.42857142857142855,1.0,0.1,0.1,1.0,0.85,0.9,0.9
simgp24,uncertainty,9,6,0.04807861083936914,0.8,0.8571428571428571,0.8275862068965518,14,0.9615384615384616,0.6538461538461539,0.9230769230769231,0.9615384615384616,0.1054650704627218,0.5,0.9615384615384616,0.25,0.1,0.5,1.0,1.1,0.9
simgp24,uncertainty,10,6,0.05406430110239082,0.7857142857142857,0.8461538461538461,0.8148148148148148,13,0.96,0.68,0.92,0.96,0.09506723263370945,0.0,0.96,0.25,0.1,1.0,1.15,1.1,0.9
simgp24,uncertainty,11,6,0.0634939921303126,0.7142857142857143,0.8333333333333334,0.7692307692307692,12,0.9166666666666666,0.6666666666666666,0.875,1.0,0.08992769532203858,0.0,0.9583333333333334,0.1,0.3,0.5,1.15,1.1,0.9
simgp24,uncertainty,12,6,0.20164543515639277,0.6111111111111112,1.0,0.7586206896551725,11,0.8260869565217391,0.2608695652173913,0.6521739130434783,0.8695652173913043,0.08804701565470709,0.25,1.0,0.1,0.3,0.0,1.0,0.9,0.95
simgp24,uncertainty,13,6,0.175964639693775,0.6666666666666666,1.0,0.8,10,0.9090909090909091,0.5909090909090909,0.8181818181818182,0.9545454545454546,0.08680219297655344,0.0,1.0,0.1,0.3,0.0,1.0,1.1,0.95
simgp24,uncertainty,14,6,0.059825749576167354,1.0,0.7777777777777778,0.8750000000000001,9,0.9047619047619048,0.5714285714285714,0.8095238095238095,1.0,0.09518026755307035,0.3333333333333333,0.9523809523809523,0.1,0.3,0.0,1.0,1.1,0.95
simgp24,uncertainty,15,6,0.22773771544958732,0.5333333333333333,1.0,0.6956521739130436,8,0.8,0.35,0.55,0.85,0.09543787896198874,0.0,1.0,0.1,0.3,0.0,1.0,1.1,0.95
simgp24,straddle,3,6,0.05521469064627977,0.8,1.0,0.888888888888889,20,0.9375,0.5,0.875,1.0,0.09714539600639477,0.7777777777777778,0.96875,0.25,0.3,0.5,1.0,1.0,1.1
simgp24,straddle,4,6,0.05674952371167498,0.76,1.0,0.8636363636363636,19,1.0,0.9032258064516129,1.0,1.0,0.12389041756059188,0.625,0.967741935483871,0.1,0.1,0.5,0.85,0.9,0.9
simgp24,straddle,5,6,0.04287656143793183,0.9285714285714286,0.7222222222222222,0.8125000000000001,18,1.0,0.8,1.0,1.0,0.1009866972487862,0.14285714285714285,1.0,0.1,0.1,0.5,0.85,0.9,0.9
simgp24,straddle,6,6,0.04702512773730406,0.9166666666666666,0.6470588235294118,0.7586206896551724,17,1.0,0.7586206896551724,1.0,1.0,0.09791736838040924,0.42857142857142855,0.9655172413793104,0.1,0.1,1.0,0.85,0.9,0.9
simgp24,straddle,7,6,0.06459188154631078,1.0,0.4375,0.6086956521739131,16,1.0,0.6428571428571429,0.9642857142857143,1.0,0.11139225820593787,0.42857142857142855,0.9642857142857143,0.1,0.1,0.5,0.85,1.0,0.9
simgp24,straddle,8,6,0.07174261861020632,1.0,0.5333333333333333,0.6956521739130436,15,0.9629629629629629,0.5555555555555556,0.8888888888888888,0.9629629629629629,0.11967050440327744,0.3333333333333333,0.9629629629629629,0.1,0.1,1.0,0.85,0.9,0.9
simgp24,straddle,9,6,0.14844048667071297,0.6666666666666666,1.0,0.8,14,0.8461538461538461,0.2692307692307692,0.6153846153846154,0.9230769230769231,0.08574661839488679,0.4,1.0,0.25,0.1,0.0,0.85,0.9,0.9
simgp24,straddle,10,6,0.11894462399097028,1.0,0.7692307692307693,0.8695652173913044,13,0.96,0.68,0.96,0.96,0.08042183405925048,0.2,1.0,0.1,0.1,0.5,0.85,0.9,0.9
simgp24,straddle,11,6,0.12471934223626234,1.0,0.4166666666666667,0.5882352941176471,12,0.9583333333333334,0.5416666666666666,0.8333333333333334,1.0,0.1743423852806707,0.0,0.9583333333333334,0.1,0.1,0.5,0.85,0.9,0.9
simgp24,straddle,12,6,0.1449595122814347,0.7333333333333333,1.0,0.846153846153846,11,0.9130434782608695,0.5217391304347826,0.782608695652174,0.9130434782608695,0.09226549947155449,0.0,1.0,0.1,0.1,0.5,0.85,0.9,0.9
simgp24,straddle,13,6,0.15396895469739283,0.7142857142857143,1.0,0.8333333333333333,10,0.8636363636363636,0.6363636363636364,0.8636363636363636,0.9545454545454546,0.11077580722255449,0.0,1.0,0.1,0.1,0.0,0.85,0.9,0.9
simgp24,straddle,14,6,0.17020670524545325,0.5625,1.0,0.72,9,0.7142857142857143,0.047619047619047616,0.42857142857142855,0.8571428571428571,0.10590227378787778,0.6666666666666666,1.0,0.1,0.3,0.0,1.0,0.9,0.9
simgp24,straddle,15,6,0.17575634468928295,0.6,1.0,0.7499999999999999,9,1.0,0.45,0.95,1.0,0.07171266640455938,0.6666666666666666,1.0,0.1,0.3,0.0,1.0,0.9,0.9
simgp24,straddle_min,3,6,0.05521469064627977,0.8,1.0,0.888888888888889,20,0.9375,0.5,0.875,1.0,0.09714539600639477,0.7777777777777778,0.96875,0.25,0.3,0.5,1.0,1.0,1.1
simgp24,straddle_min,4,6,0.04133991056505997,0.7916666666666666,1.0,0.8837209302325582,19,1.0,0.8709677419354839,0.9354838709677419,1.0,0.0750241745630579,0.625,1.0,0.25,0.1,1.0,1.0,1.1,0.9
simgp24,straddle_min,5,6,0.06619470072887643,0.75,1.0,0.8571428571428571,18,0.8666666666666667,0.36666666666666664,0.8333333333333334,0.9666666666666667,0.09663148610651591,0.625,0.9666666666666667,0.25,0.3,0.0,1.0,1.1,1.0
simgp24,straddle_min,6,6,0.05729301649251463,0.782608695652174,1.0,0.878048780487805,18,0.9310344827586207,0.4482758620689655,0.896551724137931,0.9655172413793104,0.10124386555737641,0.625,0.9655172413793104,0.25,0.1,1.0,1.0,1.1,0.9
simgp24,straddle_min,7,6,0.058674288005468006,0.7727272727272727,1.0,0.8717948717948718,17,0.9285714285714286,0.39285714285714285,0.8928571428571429,0.9285714285714286,0.10385334529561045,0.625,0.9285714285714286,0.25,0.3,0.0,1.0,1.1,1.0
simgp24,straddle_min,8,6,0.055558553592497124,0.8421052631578947,0.9411764705882353,0.8888888888888888,17,1.0,0.7777777777777778,0.8888888888888888,1.0,0.16778172800843447,0.625,0.9259259259259259,0.25,0.1,0.5,1.0,1.1,0.9
simgp24,straddle_min,9,6,0.05720659303748659,0.8333333333333334,0.9375,0.8823529411764706,16,0.9230769230769231,0.7692307692307693,0.9230769230769231,0.9230769230769231,0.12318467211957942,0.625,1.0,0.1,0.3,0.5,1.0,0.9,0.95
simgp24,straddle_min,10,6,0.0845247853095219,1.0,0.875,0.9333333333333333,16,0.96,0.76,0.96,1.0,0.19031552315820652,0.5,0.96,0.1,0.1,1.0,0.85,0.9,0.9
simgp24,straddle_min,11,6,0.054324077634212216,0.9285714285714286,0.8666666666666667,0.896551724137931,15,1.0,0.8333333333333334,1.0,1.0,0.09695751225026562,0.625,1.0,0.1,0.3,0.5,1.0,0.9,1.0
simgp24,straddle_min,12,6,0.0829046187539928,1.0,0.8571428571428571,0.923076923076923,14,0.8695652173913043,0.6521739130434783,0.8260869565217391,0.8695652173913043,0.08298226774510872,0.5,1.0,0.1,0.3,0.0,1.0,1.1,0.9
simgp24,straddle_min,13,6,0.053344092521880764,1.0,0.8571428571428571,0.923076923076923,14,1.0,0.6818181818181818,1.0,1.0,0.10570674684287303,0.375,1.0,0.1,0.1,1.0,0.85,0.9,0.9
simgp24,straddle_min,14,6,0.056734750242642865,1.0,0.8461538461538461,0.9166666666666666,13,1.0,0.6666666666666666,1.0,1.0,0.11313821127772061,0.2857142857142857,1.0,0.1,0.1,1.0,0.85,0.9,0.9
simgp24,straddle_min,15,6,0.07656891123538234,1.0,0.8333333333333334,0.9090909090909091,12,0.9,0.65,0.9,0.95,0.0813770335979857,0.5714285714285714,1.0,0.1,0.3,0.0,1.0,1.1,0.9
simgp24,random,3,7,0.037522143906237745,0.7619047619047619,1.0,0.8648648648648648,16,1.0,0.6875,0.9375,1.0,0.06781358783307394,0.5,1.0,0.1,0.3,0.5,1.0,1.1,1.05
simgp24_g75,random,3,7,0.025786655952192133,0.9375,0.9375,0.9375,16,1.0,0.875,1.0,1.0,,,,,,,,,
simgp_timeblind,random,3,7,0.13365278274021433,0.4,0.25,0.3076923076923077,16,0.8125,,,,0.4225983288235567,0.16666666666666666,0.34375,,,,,,
mean_of_samples,random,3,7,0.3673072105222323,1.0,0.0,0.0,16,0.0,,,,0.3124919321942718,0.0,0.0,,,,,,
