model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,coverage50,coverage80,coverage95,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose,recall_all
simgp_core,random,7,2,0.0800287696585998,0.06326828727866715,1.0,1.0,1.0,0,0.9642857142857143,0.7857142857142857,0.8928571428571429,0.9642857142857143,0.1,0.1,1.0,1.0,1.1,0.95,0.0
simgp_core_nogp,random,7,2,0.07880629541361185,0.06019667952235979,1.0,1.0,1.0,0,0.9642857142857143,0.75,0.9285714285714286,1.0,,,,,,,
simgp_core_g75,random,7,2,0.08871147849183053,0.05696003995731629,1.0,1.0,1.0,0,0.8214285714285714,0.5357142857142857,0.7142857142857143,0.8928571428571429,,,,,,,
physgp_core,random,7,2,0.14929502415613644,0.10048176076397228,1.0,1.0,1.0,0,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.7142857142857143,,,,,,,
physgp_rich,random,7,2,0.15774770488506104,0.10343801804050486,1.0,1.0,1.0,0,0.35714285714285715,0.17857142857142858,0.25,0.39285714285714285,,,,,,,
simgp_rich,random,7,2,0.08345796687339489,0.059624887171379,1.0,1.0,1.0,0,1.0,0.75,0.8571428571428571,1.0,,,,,,,
mean_of_samples,random,7,2,0.22396312581503955,0.153938322194985,1.0,1.0,1.0,0,,,,,,,,,,,
nearest_sample,random,7,2,0.17364743418205505,0.12338296482503988,1.0,1.0,1.0,0,,,,,,,,,,,
decay_only,random,7,2,0.1594382364658753,0.11091464991580986,1.0,1.0,1.0,0,,,,,,,,,,,
simgp_core,random,8,2,0.07992282239772548,0.05959068712474434,1.0,1.0,1.0,0,0.9629629629629629,0.7037037037037037,0.9259259259259259,1.0,0.1,0.1,1.0,1.0,1.1,0.95,0.0
simgp_core_nogp,random,8,2,0.08013411616840757,0.05988431110510809,1.0,1.0,1.0,0,0.9629629629629629,0.7037037037037037,0.9259259259259259,1.0,,,,,,,
simgp_core_g75,random,8,2,0.09165763422329706,0.058009078910315565,1.0,1.0,1.0,0,0.7777777777777778,0.48148148148148145,0.7407407407407407,0.8518518518518519,,,,,,,
physgp_core,random,8,2,0.15041989705292774,0.1032233438687745,1.0,1.0,1.0,0,0.5555555555555556,0.037037037037037035,0.2962962962962963,0.6296296296296297,,,,,,,
physgp_rich,random,8,2,0.16481045280351284,0.11604613851025768,1.0,1.0,1.0,0,0.25925925925925924,0.1111111111111111,0.2222222222222222,0.4074074074074074,,,,,,,
simgp_rich,random,8,2,0.08013363132753054,0.059883348450123525,1.0,1.0,1.0,0,1.0,0.7777777777777778,0.9629629629629629,1.0,,,,,,,
pinn_rich,random,8,2,0.1831906696395274,0.13360535318165426,1.0,1.0,1.0,0,0.2222222222222222,0.07407407407407407,0.18518518518518517,0.2962962962962963,,,,,,,
mean_of_samples,random,8,2,0.23264385517862202,0.1574903438984556,1.0,1.0,1.0,0,,,,,,,,,,,
nearest_sample,random,8,2,0.1764650346752065,0.12713497884829886,1.0,1.0,1.0,0,,,,,,,,,,,
decay_only,random,8,2,0.16065362678366718,0.11387287838625965,1.0,1.0,1.0,0,,,,,,,,,,,
simgp_core,random,9,2,0.07588443273345079,0.0554401474523692,1.0,1.0,1.0,0,1.0,0.8076923076923077,0.9615384615384616,1.0,0.1,0.1,1.0,1.0,1.1,0.9,0.0
simgp_core_nogp,random,9,2,0.07595240510096796,0.055494798550252966,1.0,1.0,1.0,0,0.9615384615384616,0.8076923076923077,0.9615384615384616,1.0,,,,,,,
simgp_core_g75,random,9,2,0.08415843777928858,0.0478377258232847,1.0,1.0,1.0,0,0.8846153846153846,0.7692307692307693,0.8846153846153846,0.8846153846153846,,,,,,,
