model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,coverage50,coverage80,coverage95,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose,recall_all
simgp_core,uncertainty,15,6,0.521789018309856,0.23842114258726793,1.0,0.2857142857142857,0.4444444444444445,7,0.8571428571428571,0.5714285714285714,0.7532467532467533,0.9090909090909091,0.4,0.6,1.0,1.15,0.9,1.0,0.5833333333333334
simgp_core,straddle,3,6,0.11106678960571362,0.08515226764187807,1.0,0.4166666666666667,0.5882352941176471,12,1.0,0.7078651685393258,0.9887640449438202,1.0,0.1,0.6,1.0,1.0,1.1,0.95,0.4166666666666667
simgp_core,straddle,4,6,0.11110934918222672,0.07908866442290466,1.0,0.4166666666666667,0.5882352941176471,12,0.9659090909090909,0.6590909090909091,0.9545454545454546,0.9772727272727273,0.1,0.6,1.0,1.0,1.1,0.9,0.4166666666666667
simgp_core,straddle,5,6,0.10620359972104758,0.07892960567793682,1.0,0.45454545454545453,0.625,11,0.9540229885057471,0.6206896551724138,0.8850574712643678,0.9770114942528736,0.25,0.6,1.0,1.0,1.1,0.95,0.5
simgp_core,straddle,6,6,0.10999130876885115,0.08245385656279726,1.0,0.6,0.7499999999999999,10,0.9418604651162791,0.38372093023255816,0.8604651162790697,0.9767441860465116,0.55,0.6,1.0,0.85,1.1,1.1,0.6666666666666666
simgp_core,straddle,7,6,0.10342795242750713,0.0730332647688499,0.875,0.7,0.7777777777777777,10,0.9176470588235294,0.7294117647058823,0.8941176470588236,0.9764705882352941,0.1,0.6,1.0,0.85,0.9,1.0,0.75
simgp_core,straddle,8,6,0.10411247963429361,0.07299702728253854,0.8571428571428571,0.6666666666666666,0.75,9,0.9047619047619048,0.7142857142857143,0.8809523809523809,0.9523809523809523,0.1,0.6,1.0,0.85,0.9,1.0,0.6666666666666666
simgp_core,straddle,9,6,0.09597117332390433,0.0658454059564169,0.8571428571428571,0.75,0.7999999999999999,8,1.0,0.8674698795180723,0.9759036144578314,1.0,0.7,0.6,1.0,1.0,1.1,1.0,0.75
simgp_core,straddle,10,6,0.17240422713044898,0.12343932135320121,0.7142857142857143,0.7142857142857143,0.7142857142857143,7,0.975609756097561,0.7439024390243902,0.9146341463414634,1.0,0.55,0.6,1.0,0.85,0.9,1.1,0.75
simgp_core,straddle,11,6,0.26810879018320166,0.13369227572156195,0.8571428571428571,1.0,0.923076923076923,6,1.0,0.8518518518518519,0.9629629629629629,1.0,0.4,0.6,1.0,1.15,0.9,0.95,0.9166666666666666
simgp_core,straddle,12,6,0.2924389462780402,0.14407066459974738,0.8571428571428571,1.0,0.923076923076923,6,0.9875,0.825,0.925,1.0,0.4,0.6,1.0,1.15,0.9,0.95,0.9166666666666666
simgp_core,straddle,13,6,0.6199328626906387,0.31549803898052303,1.0,1.0,1.0,6,0.8734177215189873,0.7088607594936709,0.8354430379746836,0.8987341772151899,0.4,0.6,1.0,1.15,0.9,0.95,0.9166666666666666
simgp_core,straddle,14,6,0.0877203276160536,0.06461059998737244,0.8571428571428571,1.0,0.923076923076923,6,0.9871794871794872,0.8717948717948718,0.9871794871794872,1.0,0.4,0.6,1.0,1.15,0.9,0.95,0.9166666666666666
simgp_core,straddle,15,6,0.3810232139311134,0.18632528050555197,1.0,1.0,1.0,5,0.948051948051948,0.7532467532467533,0.922077922077922,0.974025974025974,0.4,0.6,1.0,1.15,0.9,0.95,0.9166666666666666
simgp_core,random,3,7,0.07111832071460945,0.0576657535458124,0.9166666666666666,0.6875,0.7857142857142857,16,1.0,0.8314606741573034,1.0,1.0,0.55,0.6,1.0,1.15,0.9,1.0,0.6875
simgp_core_nogp,random,3,7,0.08389968701763785,0.062451525488367694,0.8571428571428571,0.75,0.7999999999999999,16,1.0,0.6741573033707865,0.9887640449438202,1.0,,,,,,,
simgp_core_g75,random,3,7,0.0930586407578675,0.0708653446767069,0.8235294117647058,0.875,0.8484848484848485,16,0.8539325842696629,0.5168539325842697,0.7528089887640449,0.9213483146067416,,,,,,,
physgp_core,random,3,7,0.20075678273591632,0.17885875138651317,0.7058823529411765,0.75,0.7272727272727272,16,0.06741573033707865,0.02247191011235955,0.06741573033707865,0.12359550561797752,,,,,,,
